CD Empresa;CD Filial;Nome Filial;Diretoria;CD Local Estoque;DS Local Estoque;Tipo Local;CD Item;Item;QT Saldo Atual;Valor Saldo Atual;Subgrupo;Subgrupo Resumido;Status;Tempo Sem Consumo;CONTAGEM
30;704;Rolandia - Ab. Aves;In Natura 3;602;MANUTENÇÃO;ROTATIVO;112303;"SINALIZADOR;LENTE REDONDA;VE";1;1110,15;PECAS REPOSICAO ELETRICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;704;Rolandia - Ab. Aves;In Natura 3;602;MANUTENÇÃO;ROTATIVO;127518;"EMENDA P/EST MET;ENG;AISI304";10;718,3;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;704;Rolandia - Ab. Aves;In Natura 3;602;MANUTENÇÃO;ROTATIVO;133393;"BICO GRAXEIRO;ANGULAR 90GR;1";105;1616,538;PECAS REPOSICAO HIDRAULICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;704;Rolandia - Ab. Aves;In Natura 3;602;MANUTENÇÃO;ROTATIVO;176909;"BICO GRAXEIRO;ANGULAR 45GR;1";130;1992,12;PECAS REPOSICAO HIDRAULICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;704;Rolandia - Ab. Aves;In Natura 3;602;MANUTENÇÃO;ROTATIVO;187974;"EMENDA P/EST MET;CLIP;AISI30";10;351,65;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;704;Rolandia - Ab. Aves;In Natura 3;602;MANUTENÇÃO;ROTATIVO;215696;"SINALIZADOR;LENTE REDONDA;VE";1;1472,32;PECAS REPOSICAO ELETRICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;704;Rolandia - Ab. Aves;In Natura 3;602;MANUTENÇÃO;ROTATIVO;222675;"BICO GRAXEIRO;ANGULAR 90GR;1";105;2119,404;PECAS REPOSICAO HIDRAULICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;704;Rolandia - Ab. Aves;In Natura 3;602;MANUTENÇÃO;ROTATIVO;225325;"BICO GRAXEIRO;ANGULAR 45GR;1";105;2118,228;PECAS REPOSICAO HIDRAULICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;704;Rolandia - Ab. Aves;In Natura 3;602;MANUTENÇÃO;ROTATIVO;269737;"GERADOR DE VACUO;PIAB/012203";1;1192,93;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;704;Rolandia - Ab. Aves;In Natura 3;602;MANUTENÇÃO;ROTATIVO;359359;ANEL ELASTICO FURO NORMATIZA;1;0,72;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;704;Rolandia - Ab. Aves;In Natura 3;602;MANUTENÇÃO;ROTATIVO;378861;PLUG INDUSTRIAL MATERIAL CAR;3;468,22;PECAS REPOSICAO ELETRICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;704;Rolandia - Ab. Aves;In Natura 3;602;MANUTENÇÃO;ROTATIVO;535765;ANEL ELASTICO EIXO NORMATIZA;5;2,34;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;704;Rolandia - Ab. Aves;In Natura 3;602;MANUTENÇÃO;ROTATIVO;593568;ELEMENTO ELASTICO COMPOSTO B;1;272,79;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;704;Rolandia - Ab. Aves;In Natura 3;602;MANUTENÇÃO;ROTATIVO;676053;"BICO GRAXEIRO;ANGULAR 90GR;1";130;1992,12;PECAS REPOSICAO HIDRAULICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;704;Rolandia - Ab. Aves;In Natura 3;602;MANUTENÇÃO;ROTATIVO;764601;"BICO GRAXEIRO;ANGULAR 45GR;M";175;2816,176667;PECAS REPOSICAO HIDRAULICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;704;Rolandia - Ab. Aves;In Natura 3;602;MANUTENÇÃO;ROTATIVO;830349;"EMENDA P/EST MET;ENG;AISI304";10;718,3;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;704;Rolandia - Ab. Aves;In Natura 3;602;MANUTENÇÃO;ROTATIVO;928508;"BICO GRAXEIRO;RETA;5/16UNF;C";135;958,1;PECAS REPOSICAO HIDRAULICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;704;Rolandia - Ab. Aves;In Natura 3;602;MANUTENÇÃO;ROTATIVO;933315;"UNIAO SANITARIA;AISI304;3POL";1;1346,55;PECAS REPOSICAO HIDRAULICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;704;Rolandia - Ab. Aves;In Natura 3;618;ESTOQUE SALSICHA;ROTATIVO;485800;PARAFUSO SEXTAVADO EXTERNO M;24;9,84;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;704;Rolandia - Ab. Aves;In Natura 3;618;ESTOQUE SALSICHA;ROTATIVO;605948;PANO ESPECIFICO 14302 MAURER;15;757,82;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;704;Rolandia - Ab. Aves;In Natura 3;618;ESTOQUE SALSICHA;ROTATIVO;929685;"CONECTOR ELETRICO;PLUG;MACHO";1;2333,31;PECAS REPOSICAO ELETRICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;704;Rolandia - Ab. Aves;In Natura 3;619;MANUTENÇÃO ELÉTRICA;ROTATIVO;90595;"LED P/SINALIZADOR;24VCA/VCC;";2;1204,46;PECAS REPOSICAO ELETRICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;704;Rolandia - Ab. Aves;In Natura 3;619;MANUTENÇÃO ELÉTRICA;ROTATIVO;104096;TERMINAL ELET OLHAL ALUMINIO;30;75,53388878;PECAS REPOSICAO ELETRICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;704;Rolandia - Ab. Aves;In Natura 3;619;MANUTENÇÃO ELÉTRICA;ROTATIVO;457972;CABO ELET MONT MAT CONEC PVC;1;366,89;PECAS REPOSICAO ELETRICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;704;Rolandia - Ab. Aves;In Natura 3;619;MANUTENÇÃO ELÉTRICA;ROTATIVO;763027;"INDICADOR POSICAO P/VALVULA;";1;6412,11;PECAS REPOSICAO ELETRICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;704;Rolandia - Ab. Aves;In Natura 3;619;MANUTENÇÃO ELÉTRICA;ROTATIVO;863487;"CONECTOR ELETRICO;PLUG;MACHO";3;12968,56;PECAS REPOSICAO ELETRICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;704;Rolandia - Ab. Aves;In Natura 3;619;MANUTENÇÃO ELÉTRICA;ROTATIVO;875020;"CONECTOR ELETRICO;PLUG;FEMEA";1;4311,82;PECAS REPOSICAO ELETRICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;704;Rolandia - Ab. Aves;In Natura 3;621;MANUTENÇÃO MECANICA;ROTATIVO;204504;"CHAVETA;ROBOPAC/078892 99020";2;43,75;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;704;Rolandia - Ab. Aves;In Natura 3;621;MANUTENÇÃO MECANICA;ROTATIVO;353188;MANCAL C/ROLAMENTO TIPO CARC;2;4196,84;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;704;Rolandia - Ab. Aves;In Natura 3;621;MANUTENÇÃO MECANICA;ROTATIVO;431880;MANCAL MATERIAL ACO INOX AIS;2;2957,05;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;704;Rolandia - Ab. Aves;In Natura 3;621;MANUTENÇÃO MECANICA;ROTATIVO;442522;RETENTOR B MATERIAL COMPOSTO;12;487,28;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;706;Rolandia - Racoes;In Natura 3;4;MANUTENÇÃO;ROTATIVO;118222;UNIAO FE MALE GALVANIZADO FO;1;314,115;PECAS REPOSICAO HIDRAULICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;706;Rolandia - Racoes;In Natura 3;4;MANUTENÇÃO;ROTATIVO;405572;LUVA TUBO METALICO CONVENCIO;11;109,842;PECAS REPOSICAO HIDRAULICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;706;Rolandia - Racoes;In Natura 3;4;MANUTENÇÃO;ROTATIVO;506936;MANCAL ROLAMENTO PEDES ACO C;4;2200;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;706;Rolandia - Racoes;In Natura 3;8;MANUTENÇÃO ELETRICA;ROTATIVO;437459;CELULA CARGA ACO INOX TENSAO;1;1263,66;PECAS REPOSICAO ELETRICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;787;Rolandia - Incubatorio;In Natura 3;3;MANUTENÇÃO MECANICA;ROTATIVO;134031;FILTRO DE OLEO MANN W719/4;4;221,0866667;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;787;Rolandia - Incubatorio;In Natura 3;3;MANUTENÇÃO MECANICA;ROTATIVO;207284;CORREIA TRANSM V N SECAO UNI;3;195,585;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;787;Rolandia - Incubatorio;In Natura 3;3;MANUTENÇÃO MECANICA;ROTATIVO;251658;RETENTOR BRG MATERIAL BORRAC;12;123,84;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;787;Rolandia - Incubatorio;In Natura 3;3;MANUTENÇÃO MECANICA;ROTATIVO;299645;"RESISTENCIA;COOPERMAQ/16696";4;465,82;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;787;Rolandia - Incubatorio;In Natura 3;3;MANUTENÇÃO MECANICA;ROTATIVO;318898;CONTATOR 3P 65A/ AC3 1NA+1N;2;405,7;PECAS REPOSICAO ELETRICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;787;Rolandia - Incubatorio;In Natura 3;3;MANUTENÇÃO MECANICA;ROTATIVO;352670;BICO ESPECIFICO 4643 COOPERM;5;3002,82;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;787;Rolandia - Incubatorio;In Natura 3;3;MANUTENÇÃO MECANICA;ROTATIVO;391477;RESISTENCIA AQUECIMENTO CONS;3;180;PECAS REPOSICAO ELETRICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;787;Rolandia - Incubatorio;In Natura 3;3;MANUTENÇÃO MECANICA;ROTATIVO;402749;ATUADOR ESPECIFICO 1696 COOP;5;8382,23;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;787;Rolandia - Incubatorio;In Natura 3;3;MANUTENÇÃO MECANICA;ROTATIVO;437029;FOTOCELULA TENSAO 24V LARGUR;2;1113,6;PECAS REPOSICAO ELETRICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;787;Rolandia - Incubatorio;In Natura 3;3;MANUTENÇÃO MECANICA;ROTATIVO;468375;JUNTA VEDACAO MATERIAL COMPO;5;60,71;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;787;Rolandia - Incubatorio;In Natura 3;3;MANUTENÇÃO MECANICA;ROTATIVO;468376;BASE RESISTENCIA MATERIAL AL;5;273,58;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;787;Rolandia - Incubatorio;In Natura 3;3;MANUTENÇÃO MECANICA;ROTATIVO;472652;BLOCO CONTATO MATERIAL TERMO;5;360,75;PECAS REPOSICAO ELETRICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;787;Rolandia - Incubatorio;In Natura 3;3;MANUTENÇÃO MECANICA;ROTATIVO;472669;CONTATOR SEGURANCA TENSAO 22;7;479,969;PECAS REPOSICAO ELETRICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;787;Rolandia - Incubatorio;In Natura 3;3;MANUTENÇÃO MECANICA;ROTATIVO;473075;CONTATOR APLICACAO MAQUINA N;2;671,869161;PECAS REPOSICAO ELETRICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;787;Rolandia - Incubatorio;In Natura 3;3;MANUTENÇÃO MECANICA;ROTATIVO;474214;CORREIA SINCRONIZADORA MATER;19;627;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;787;Rolandia - Incubatorio;In Natura 3;3;MANUTENÇÃO MECANICA;ROTATIVO;483075;BLOCO ADITIVO APLICACAO INCU;3;238,46;PECAS REPOSICAO ELETRICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;787;Rolandia - Incubatorio;In Natura 3;3;MANUTENÇÃO MECANICA;ROTATIVO;487900;BICO ATOMIZADOR APLICACAO IN;10;3261,29;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;787;Rolandia - Incubatorio;In Natura 3;3;MANUTENÇÃO MECANICA;ROTATIVO;524289;DISTANCIADOR MATERIAL LATAO;102;1161,219168;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;787;Rolandia - Incubatorio;In Natura 3;3;MANUTENÇÃO MECANICA;ROTATIVO;543177;SUPORTE USO TERMOMETRO APLIC;6;144,699;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;787;Rolandia - Incubatorio;In Natura 3;3;MANUTENÇÃO MECANICA;ROTATIVO;551749;BOBINA SOLENOIDE TENSAO 220V;3;707,074;PECAS REPOSICAO ELETRICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;787;Rolandia - Incubatorio;In Natura 3;3;MANUTENÇÃO MECANICA;ROTATIVO;588919;CONTATOR AUXILIAR 25A 110V 6;2;350,5566667;PECAS REPOSICAO ELETRICA;MANUTENÇÃO;SEM CONSUMO;720;1
30;787;Rolandia - Incubatorio;In Natura 3;5;UNIFORMES E EPI'S;ROTATIVO;403401;PROTETOR P/ TALABARTE MATERI;18;725,04;EQUIPAMENTOS DE PROTECAO - EPI;AUXILIARES DA INDUSTRIA;SEM CONSUMO;720;1
30;787;Rolandia - Incubatorio;In Natura 3;5;UNIFORMES E EPI'S;ROTATIVO;427879;BOTA SEGURANCA Nº 43 MATERIA;8;340,8;EQUIPAMENTOS DE PROTECAO - EPI;AUXILIARES DA INDUSTRIA;SEM CONSUMO;720;1
30;516;Rolandia - Ffo;In Natura 3;3;MANUTENÇÃO;ROTATIVO;323830;SOFT STARTER 3RW-3046 1AB14;1;6782,5733;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;360;1
30;516;Rolandia - Ffo;In Natura 3;3;MANUTENÇÃO;ROTATIVO;355699;ESTATOR ESPECIFICO NM01501PS;3;795,3735;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;360;1
30;516;Rolandia - Ffo;In Natura 3;3;MANUTENÇÃO;ROTATIVO;417278;MANCAL S/ROLAMENTO MATERIAL;4;598,16;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;360;1
30;516;Rolandia - Ffo;In Natura 3;3;MANUTENÇÃO;ROTATIVO;508447;DISCO MATERIAL VIDRO TEMPERA;3;93,94833334;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;360;1
30;516;Rolandia - Ffo;In Natura 3;4;UNIFORMES E EPI'S;ROTATIVO;244910;PROTE AURIC INSERCAO TIPO PL;12;13,8;EQUIPAMENTOS DE PROTECAO - EPI;AUXILIARES DA INDUSTRIA;SEM CONSUMO;360;1
30;516;Rolandia - Ffo;In Natura 3;4;UNIFORMES E EPI'S;ROTATIVO;923184;FILTRO RESPIRADOR CARTUCHO F;10;1212,05;EQUIPAMENTOS DE PROTECAO - EPI;AUXILIARES DA INDUSTRIA;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;1;EMBALAGENS PRIMARIAS;ROTATIVO;67143;SACO MAT DIR POLIETILENO BAI;55086;18392,77265;EMBALAGENS P/ INDUSTRIA;EMBALAGENS;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;1;EMBALAGENS PRIMARIAS;ROTATIVO;73133;FILME PL PEBDL 18406 TRANSPA;480,2;10108,1116;EMBALAGENS P/ INDUSTRIA;EMBALAGENS;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;1;EMBALAGENS PRIMARIAS;ROTATIVO;73158;ETIQUETA AD TIPO IMPR FLEX P;17000;2098,29;EMBALAGENS P/ INDUSTRIA;EMBALAGENS;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;1;EMBALAGENS PRIMARIAS;ROTATIVO;73160;SACO MATERIAL DIRETO PE BD S;6500;1879,379743;EMBALAGENS P/ INDUSTRIA;EMBALAGENS;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;5;MANUTENÇÃO MECANICA;ROTATIVO;12292;BUJAO DE BORRACHA 0401128;21;8,92097995;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;5;MANUTENÇÃO MECANICA;ROTATIVO;20292;CANTONEIRA MATERIAL ACO INOX;4;1683,6092;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;5;MANUTENÇÃO MECANICA;ROTATIVO;22972;PERFIL UHMW 160 X 115 X 1MM;16;66,86704;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;5;MANUTENÇÃO MECANICA;ROTATIVO;23328;TRAVA INTERNA 34MM;7;3,3386325;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;5;MANUTENÇÃO MECANICA;ROTATIVO;23755;RODA RLEZ 16F EST EIXO 40MM;17;605,914;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;5;MANUTENÇÃO MECANICA;ROTATIVO;25252;"ACOPLAMENTO;USINOX/301304846";2;410,33625;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;5;MANUTENÇÃO MECANICA;ROTATIVO;100933;CHAVETA BARRA QUADRADA MATER;2;43,33333334;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;5;MANUTENÇÃO MECANICA;ROTATIVO;102665;MOLA HELICOIDAL CILINDRICA M;19;29,86876;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;5;MANUTENÇÃO MECANICA;ROTATIVO;103052;PINO JUMELO 0427012 PALETRAN;4;40,57954607;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;5;MANUTENÇÃO MECANICA;ROTATIVO;217158;ROLAMENTO RIGIDO ESFERA 6312;4;394,172;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;5;MANUTENÇÃO MECANICA;ROTATIVO;225509;BARRA NAO METALICA CIRCULAR;1;20,85;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;5;MANUTENÇÃO MECANICA;ROTATIVO;236525;"BARRA;MAREL/4992471";1;294,92;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;5;MANUTENÇÃO MECANICA;ROTATIVO;301990;RETENTOR BA MATERIAL BORRACH;8;116,62312;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;5;MANUTENÇÃO MECANICA;ROTATIVO;304786;ROLAMENTO NU 213 C/SEP.;6;1571,049763;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;5;MANUTENÇÃO MECANICA;ROTATIVO;305983;"REGULADOR VAZAO P/CILINDRO;3";10;843,64;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;5;MANUTENÇÃO MECANICA;ROTATIVO;311211;NIPLE CONEXAO SANITARIA SOLD;1;26,68;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;5;MANUTENÇÃO MECANICA;ROTATIVO;323367;ROLAMENTO ROLO CONICO AUTOCO;2;102,98;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;5;MANUTENÇÃO MECANICA;ROTATIVO;359158;ROLAMENTO ESPECIFICO 8906890;1;220,3316667;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;5;MANUTENÇÃO MECANICA;ROTATIVO;367586;PINO ESPECIFICO 891123015000;23;11,11906089;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;5;MANUTENÇÃO MECANICA;ROTATIVO;367608;EIXO ESPECIFICO 070000000131;2;2922,16;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;5;MANUTENÇÃO MECANICA;ROTATIVO;367675;EIXO ESPECIFICO 0990A0400160;23;3326,947377;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;5;MANUTENÇÃO MECANICA;ROTATIVO;379451;BORRACHA ESPECIFICO 921 SEMI;23;1185,793214;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;5;MANUTENÇÃO MECANICA;ROTATIVO;380308;RETENTOR BRG MATERIAL BORRAC;13;123,2075;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;5;MANUTENÇÃO MECANICA;ROTATIVO;380969;PINO ESPECIFICO 890927015000;2;5,47;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;5;MANUTENÇÃO MECANICA;ROTATIVO;381391;RETENTOR BAG MATERIAL BORRAC;13;114,3307499;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;5;MANUTENÇÃO MECANICA;ROTATIVO;381476;"RETENTOR;SEW/0011524X";4;542,73;PECAS REPOSICAO - IMPORTADOS;MANUTENÇÃO;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;5;MANUTENÇÃO MECANICA;ROTATIVO;383002;RETENTOR BAG MATERIAL BORRAC;16;264,3469;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;5;MANUTENÇÃO MECANICA;ROTATIVO;394891;VALVULA SOLENOIDE AR 3 VIAS;2;283,0333333;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;5;MANUTENÇÃO MECANICA;ROTATIVO;462168;KIT EIXO CENTRAL MATERIAL AC;1;3681,0723;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;5;MANUTENÇÃO MECANICA;ROTATIVO;468745;CONECTOR ELETRICO MACHO MATE;2;736,2002319;PECAS REPOSICAO ELETRICA;MANUTENÇÃO;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;5;MANUTENÇÃO MECANICA;ROTATIVO;471515;GUARDA MOVEL MATERIAL ACETAL;7;52,4125;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;5;MANUTENÇÃO MECANICA;ROTATIVO;545950;RESISTENCIA AQUECIMENTO TUBU;3;774,4578;PECAS REPOSICAO ELETRICA;MANUTENÇÃO;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;5;MANUTENÇÃO MECANICA;ROTATIVO;576583;SUPORTE OMEGA MAT AI DIAM 38;9;27;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;5;MANUTENÇÃO MECANICA;ROTATIVO;591091;RETENTOR BRG MATERIAL BORRAC;3;61,23498367;PECAS REPOSICAO MECANICA;MANUTENÇÃO;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;5;MANUTENÇÃO MECANICA;ROTATIVO;593507;DEDO MAT COMPOST BORRACH OVA;1000;2555,721425;AUXILIAR DA INDUSTRIA;AUXILIARES DA INDUSTRIA;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;5;MANUTENÇÃO MECANICA;ROTATIVO;599049;CONECTOR USO BATERIA APLICAC;4;507,74;PECAS REPOSICAO ELETRICA;MANUTENÇÃO;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;5;MANUTENÇÃO MECANICA;ROTATIVO;671643;"CINTO DE SEGURANÇA;RETRATIL;";2;718;PECAS REPOSICAO VEICULOS;MANUTENÇÃO;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;5;MANUTENÇÃO MECANICA;ROTATIVO;863742;ARRUELA MATERIAL ACO APLICAC;6;20,61;PECAS REPOSICAO - IMPORTADOS;MANUTENÇÃO;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;5;MANUTENÇÃO MECANICA;ROTATIVO;912482;"FITA VEDACAO TEFLON;MULTIUSO";2;202,6;PECAS REPOSICAO HIDRAULICA;MANUTENÇÃO;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;6;MANUTENÇÃO HIDRAULICA E CIVIL;ROTATIVO;23293;REDUCAO FG. 6 X 4;13;1045,81997;PECAS REPOSICAO HIDRAULICA;MANUTENÇÃO;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;6;MANUTENÇÃO HIDRAULICA E CIVIL;ROTATIVO;333142;CURVA LONGA 85MM PVC 45 GRAU;1;25,75;PECAS REPOSICAO HIDRAULICA;MANUTENÇÃO;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;6;MANUTENÇÃO HIDRAULICA E CIVIL;ROTATIVO;338951;MANGUEIRA KANAFLEX KVL AZUL;4;72;PECAS REPOSICAO HIDRAULICA;MANUTENÇÃO;SEM CONSUMO;360;1
30;704;Rolandia - Ab. Aves;In Natura 3;6;MANUTENÇÃO HIDRAULICA E CIVIL;ROTATIVO;338978;BUCHA REDUCAO TUBO CURTA MAT;1;23,375;PECAS REPOSICAO HIDRAULICA;MANUTENÇÃO;SEM CONSUMO;360;1
