cod_item;saldo_atual;valor_total
567799;22;1753,234542
568009;2;6906,21
568118;0;0
568163;0;0
568228;0;0
568244;0;0
568272;0;0
568307;0;0
568317;0;0
568333;2;1,46
568348;4;2746,506667
568578;0;0
569238;0;0
569239;0;0
569667;1;2579,368778
569751;0;0
569946;0;0
570066;0;0
570132;1;403,6957
570268;0;0
570367;1;4086,77
570426;1;2530,44
570690;0;0
570747;0;0
570888;0;0
570918;0;0
571183;0;0
571264;1;2505,43
571336;0;0
571337;2;3739,308642
571417;25;982,14375
571420;2;1133,953333
571464;0;0
571465;4;2,47958332
571467;2;3,465
571502;1;3011,07
571542;0;0
571550;0;0
571604;6;15066,35
571763;2;2443,653333
571774;0;0
571882;4;228
571971;1;13479,08
572005;0;0
572121;0;0
572172;0;0
572211;0;0
572212;0;0
572219;0;0
572220;0;0
572486;3;8103,750969
572604;0;0
572998;3;2723,227054
573004;0;0
573008;2;27008,50116
573010;0;0
573069;1;2217,3885
573082;1;7747,708201
573282;2;8535,37
573284;0;0
573545;1;4720,795
573573;0;0
574019;0;0
574292;0;0
574324;0;0
574339;2;479,7372341
574340;2;1529,15
574342;2;757,8
574343;6;1456,7
574344;0;0
574363;0;0
574395;0;0
574429;1;1170,72
574549;0;0
574668;39;240731,4635
574906;0;0
575047;0;0
575318;2;3022,73
575406;1;1993,47
575415;2;1740,05
575749;0;0
575793;5;2050,22
576443;0;0
576456;0;0
576769;0;0
576806;1;1130,71
576835;1;762,55
576870;0;0
576901;6;3031,22
576962;1;5947,13
577129;1;32436,97
577355;0;0
577385;0;0
577402;0;0
578063;0;0
578076;1;995,98
578228;2;2997,01
578382;8;15944,33
578492;0;0
578551;0;0
578554;0;0
578557;0;0
578560;0;0
578707;0;0
578782;0;0
578788;0;0
578791;0;0
578988;0;0
579032;0;0
579116;3;159,9033856
579340;2;5509,01
579788;1;2174,295
579899;2;311,5522
580153;80;81135,31306
580156;190;66617,94975
580229;1;12824
580230;0;0
580528;58;7650
580606;6;11720,99
580608;0;0
580852;0;0
581158;0;0
581159;8;1597,9
581249;298;41792,77031
581433;4;387,6
581713;1;2084,83
581796;0;0
581809;10;492,54
581838;0;0
581928;105;3343,800224
581929;75;9414,81
582214;1;2265,31
582302;5;2620,98
582701;150;1258,195
582721;1;1405,583333
582747;2;2196,631716
582800;0;0
582895;0;0
582898;200;222,41
583042;0;0
583043;1;217,08
583047;0;0
583078;0;0
583484;1;480,25
583595;2;392,4733333
583686;0;0
583801;0;0
584015;0;0
584205;0;0
584513;0;0
584671;0;0
585408;0;0
585554;3;838,9575
585581;8;2626,27
585907;5;352,25
586135;0;0
586314;0;0
586549;2;3043,35
586912;0;0
586966;0;0
587186;1;394,26
587865;3;4561,78
588094;0;0
588532;0;0
588748;0;0
588786;0;0
589129;0;0
589371;2;6343,19
589372;0;0
589848;2;1122,38
589948;2;2675,979235
589956;0;0
589957;0;0
590545;0;0
590627;0;0
590774;0;0
590778;0;0
590785;0;0
590802;16;744,13
590845;0;0
590847;0;0
590854;16;744,13
590855;4;260,49
590861;4;260,49
591060;1;14045,06
591528;2;6934,27
592087;5;1855,75
592094;0;0
592131;0;0
592643;0;0
592645;0;0
592675;0;0
592832;0;0
592833;10;3640,6
592848;10;770,84
592852;39;451,77
592856;0;0
592885;4;397,76
592947;1;179,83
593215;0;0
593357;0;0
593477;2;1466,99
593507;0;0
593574;0;0
593968;0;0
593998;0;0
594134;1;446,6750333
594135;2;0,99
594242;0;0
594299;0;0
594909;1;2155,41
594975;0;0
594996;3;4835,87
595032;0;0
595206;0;0
595214;1;9258,76
595234;2;4088,15
595236;2;9115,34
595623;0;0
595644;6;4217,56
595921;0;0
596080;0;0
596107;0;0
596110;0;0
596226;0;0
596385;1;1625,01
596634;0;0
596898;1;1234,42
596899;2;592,13
596900;1;1281,14
596939;1;5330,6525
596941;1;5330,6525
597516;1;2987,73375
597556;0;0
597735;1;1096,58
597932;1;306,53
598103;4;2208,1
598156;0;0
598523;4;393,39
598649;2;43797,19
598651;0;0
598672;0;0
598705;448;83629,09
598706;0;0
598840;3;717,3827259
598858;3;1055,237485
598923;2;5670,29
598924;3;1767,54
599214;0;0
599259;0;0
599378;0;0
599576;0;0
599773;0;0
599774;0;0
600469;0;0
600484;0;0
600508;0;0
600509;0;0
600756;0;0
600889;0;0
601323;0;0
601353;0;0
601355;1;10627,54
601358;0;0
601360;0;0
601363;0;0
601364;0;0
601366;0;0
602773;2;746,5199834
603402;0;0
603432;2;493,8699882
603511;0;0
603707;0;0
604069;2;769,0631922
604743;1;165730,6229
604777;0;0
605075;0;0
605452;3;12,3126
605516;3;663,525
605752;1;119,2725813
605781;2;19199,51
606450;1;267,07
606695;0;0
606807;0;0
606808;2;61,46
606814;1;946,63
607829;2;5179
608422;2;97,34
608457;1;1437,37
608693;34;78087,69616
608959;0;0
609505;1;29908,92
610295;1;1834,64
610456;5;67169,95833
610711;2;726,5079311
610748;2;599,77
611645;1;2302,37
612176;12;8714,2
612303;10;3232,723001
612328;1;4346,88
613067;13;10621,35286
613763;2;1667,63
613887;1;1470,75
613920;12;992,1
614057;2;5730,599998
614227;9;104670,341
614396;1;84,46
614633;5;52322,8405
614829;2;61,01990742
615262;1;567,56
616113;2;3606,1
616250;1;10022,27
616539;5;917,5
616963;4;1071,246667
617624;3;33300,71
618241;0;0
618316;1;433,13
618646;1;1139,774748
618708;1;9406,770063
618717;1;622,7736601
618787;1;3782,75
618827;1;167,35
618926;0;0
619083;3;13823,55
619095;2;2182,858265
619239;2;1707,24
620146;60;124479,1999
620518;2;2412,81
621442;1;15609,89
621510;0;0
621594;1;112,485365
621840;0;0
621886;2;2753,74
621959;0;0
622074;2;2808,77
623158;1;6735,26
623265;0;0
623294;4;3892,32
623785;0;0
623800;2;874,47
624296;0;0
624325;0;0
624475;6;347,1199915
624522;4;5483,15
624569;2;13222,1697
624668;16;5900,821482
625063;1;20997,83949
625241;6;488,47
625311;1;2218,09
625368;4;3077,06
625499;0;0
625538;1;3600,92
625654;0;0
625761;2;978,91
625767;1;168,87
625966;2;1812,39
625985;1;139,5
626327;0;0
626434;1;37532,62
626817;20;185,8609722
626819;0;0
627637;1;35106,3352
627955;2;1146,76
628116;0;0
628909;1;336,9275
629195;0;0
629300;1;4297,806298
629669;2;3492,64
629725;1;1894,49
629905;1;954,77
630116;1;66,82
630347;0;0
630557;0;0
631054;3;3035,349928
631060;1;5681,685
631169;1;972,9
631265;1;15480,60034
631497;2;7575,17
631740;1;27,73
632115;0;0
632192;1;1379,31
632334;0;0
632743;6;3768,553333
632768;4;6587,339363
632924;6;26329,55418
633118;1;4043,2
633257;1;637,38
633445;0;0
633788;2;427,49
634064;2;1611,06
634467;1;2728,39
634546;6;14644
634694;20;2451,22
634861;2;42006,13
635373;5;83045,35
635870;2;9537,5728
635886;2;61,05179044
636097;1;4585,89
636202;0;0
636223;2;564,61
636274;4;453,84
636430;2;1374,889965
636594;7;979,629
636615;0;0
637275;2;5415,025665
637281;2;1887,8
638297;2;56122,08859
638647;1;2785,39
639390;1;40,02
639451;0;0
639712;4;73,22588429
639738;1;1048,26
640021;4;207,92
640101;1;44715,86
640988;0;0
641093;2;5438,889545
641744;2;134893,26
641987;1;5699,24
642047;0;0
642468;2;28976,5218
642892;1;18103,89
643212;2;13199,59011
643519;6;1663,8852
643522;1;691,36
643723;2;1941,7
643741;0;0
643891;1;3456,42
644003;2;3775,631569
644126;2;1209,22997
644137;0;0
644140;1;6223,84
644272;1;17272,95253
644353;2;7856,02
644513;1;5164,13
644983;1;4815,84
645117;0;0
646849;0;0
646911;4;1439,225246
646920;7;4221,3099
646938;0;0
646963;1;115,05
647263;2;4137,19
647279;1;6816,85
647330;0;0
647559;2;30,76095136
647699;3;7425,6675
647772;0;0
648012;2;1245,78
648224;1;3803,37
648527;8;4655,984092
648833;0;0
648951;1;183,14
649321;1;1698,15
649922;2;4146,4906
649980;1;9562,87
650043;4;3884,8
650054;1;417,0600071
650317;1;10533,9
650336;1;464,9952432
650421;1;5325,36
650726;9;1160,451
650793;8;906,256
650968;2;2654,3
651226;4;2023,9428
651333;8;453,55
651634;0;0
652181;5;166,22
652713;0;0
652914;1;921,14
653415;8;3994,17
653611;10;13474,174
653781;1;1186,339972
653996;2;1259,73
654030;1;15264,80961
654130;2;862,29
654346;3;7557,17
654579;2;24803,3916
654603;5;1511,299964
655110;0;0
655130;1;4289,260029
655208;0;0
655311;2;77426,53
655737;1;39595,52
656001;2;1843,32
656030;1;254,57
656298;8;7946,568
656714;8;895,525
656981;1;1143,17
658204;0;0
658617;0;0
658927;0;0
659109;2;2375,23089
659233;10;9530,58
659422;3;7939,9365
659811;0;0
659920;2;848,34
660064;1;5213,75
660300;7;7349,93359
660394;1;12632,13
661084;2;13655,92796
661128;0;0
661427;4;314,415268
661672;1;5353,43
661787;2;494,01
661833;13;645,62
661872;0;0
661953;0;0
662025;20;580,46
662406;8;1068,58
662682;0;0
662704;0;0
662720;0;0
662747;4;25,58857152
662763;0;0
662771;0;0
662801;0;0
662864;1;3202,3
663101;3;20320,51887
663307;0;0
664140;0;0
664510;0;0
664576;2;2284,786393
665000;2;243,7386115
665051;6;3363,61
665220;50;53,5999985
665377;2;10907,07975
665824;3;10484,41007
666269;1;1706,87
666943;4;226,4499946
667177;1;5727,330102
667355;2;3568,37
667534;0;0
667721;1;1214,55
668315;0;0
668546;3;13997,22
668661;12;11522,97
668838;0;0
668891;1;595,9760055
669082;2;24232,58
669505;1;16272,9301
669723;1;266,33
670427;5;1278,71
670584;5;1265,82
670630;2;5835,71
670651;8;696,1
671006;1;30,2400148
671195;0;0
671324;1;57422,26703
671529;10;4356,45
671755;1;29073,55
672124;8;6474,84
672258;0;0
672453;1;605,23
672478;1;1557,45
672720;0;0
672847;1;869,189201
672957;0;0
673278;3;28120,1
674178;2;29598,71103
674411;1;10489,23
674698;1;3345,52
674725;0;0
674906;1;51889,81
675230;1;2044,625
675496;1;144,42
676359;4;3306,156864
676990;2;21393,71
677113;0;0
677349;2;10054,93
677691;5;2724,24
678081;2;30,48
678104;0;0
678672;4;2032,514322
678680;5;18034,12
679144;2;2403,32
679158;1;235,9769731
679656;2;115,65
679927;1;61445,03
680916;8;29867,8376
681135;2;12145,17008
681216;1;29733,51
681289;0;0
681387;1;147,525
681657;2;12637,21141
681777;2;793,11
682297;1;1826,06
683601;0;0
683608;4;1815,64
683911;2;319,1
684012;0;0
684156;1;5591,7
684415;1;487,61
684419;4;1322,79
684462;1;1,29
684540;45;1281,6075
684564;1;5288,42
684733;1;4590,97
685831;2;6278,4
686034;2;426,5
686042;3;49,305
686058;2;523,44
686298;0;0
686338;0;0
686469;1;2592,18
686526;0;0
686821;6;255,489994
686903;2;2198,879949
687334;2;5075,14
687341;1;2496,42
687627;3;5390,66
687686;2;2054,672
687755;1;5564,565956
687862;2;379,47
687974;0;0
688610;19;33392,10597
688724;4;6107,409846
689020;2;15905,36
689224;1;2439,61
689294;2;790,0599807
689553;2;4740,260079
689841;1;84,37
689915;2;786,1038372
690246;0;0
690787;3;50710,96034
690845;4;60700,74278
691027;2;26618,54895
691179;2;170,0597429
691476;1;1823
691548;0;0
691689;1;1043,76
691831;4;1184,718324
691962;1;115,6104526
692513;2;411,99
693406;1;21364,6196
693527;2;9632,77
693534;4;30318,6502
693687;4;17330,9336
694532;0;0
694592;0;0
694675;2;1094,29
694744;2;2685,09
694797;0;0
694860;0;0
695104;1;200,99
695558;1;11802,92951
695755;7;523,455625
695801;30;16818,05
695892;2;621,95
696290;0;0
696694;4;6080,97
697228;0;0
697254;2;1946,74
697794;1;1925,84
698016;0;0
698272;6;35353,74
698763;4;9069,430061
698868;0;0
699015;2;688,8
699026;0;0
699371;6;2803,91
699434;1;2327,47
699525;1;277,1772409
699984;1;34991,62
700054;1;18703,85
700256;2;61,41
700820;3;99,90999999
701225;2;60
701301;4;10048,28007
701863;1;15447,84
702144;1;3040,659928
702512;0;0
702590;1;149,28
703490;1;36,89
703678;2;2600,59
704733;1;8183,73
705219;4;1480,466667
705334;1;8579,71
705482;2;3757,49
705720;0;0
706125;10;4185,231
706265;1;425,05
706358;3;9517,78
706635;0;0
707022;1;1060,64
707154;1;1538,679964
707452;2;312,6699927
707496;10;2435,431855
707521;6;6291,1422
707604;1;219,37
707656;0;0
707832;1;712,51
708220;2;4232,59
708503;1;367,38
708551;1;57458,43332
708818;6;11159,91429
709183;1;3592,730062
709651;10;1223,98
709724;2;29274,0012
710739;1;2159,49
710799;2;1906,57
710964;2;4144,96
711374;2;519,83
711407;2;2639,97
712050;1;5062,97
712069;1;2509,48
712207;6;6229,63
712928;0;0
713209;2;4805,200032
713365;2;20712,7252
713489;1;348,82
713978;0;0
714435;4;561,5666667
714567;2;2904,07
714588;2;428,67
714790;1;18723,72575
714862;2;8854,543774
714958;0;0
714960;0;0
715008;0;0
715230;1;715,6472921
715423;2;992,69
715614;2;28937,85
715981;1;1570,99
715996;0;0
716114;1;36538,26
716822;2;4503,33533
717049;5;26167,82857
717271;1;329,94
717464;24;1491,2376
718008;1;923,94
718325;20;33670,93
718708;1;5415,18
718751;1;584,41
718851;3;158278,84
718856;2;6101,13
719052;0;0
719215;4;3,83
719344;1;7134,270049
719487;1;2428,600016
719608;3;990
719615;0;0
719631;4;56,74
719937;1;2457,67
720590;8;520,68
721026;0;0
721029;2;1328,245615
721161;1;584,86
721439;2;2538,28
721566;2;3044,42
722201;1;1024,517329
722282;2;4849,56
722456;0;0
722514;2;3319,82
722582;2;1631,88
722628;0;0
722682;1;947,04
722919;2;2948,14
723283;2;3627,12
723378;1;412,05
723517;0;0
723525;0;0
724277;1;1849,25
724520;0;0
724539;2;5971,3772
724740;20;1267,54
725335;2;25336,0867
725883;8;7791,49
726096;0;0
726159;0;0
726813;0;0
726988;1;864,71
727206;1;2983,325
727503;1;3193,96
727697;20;2972,176
728156;1;7361,59
728699;1;642,2
729439;3;678,5269196
729453;31;25595,57
729699;0;0
730139;4;2758,316219
730202;0;0
730279;0;0
730553;1;4904,247131
730881;1;73264,51051
731503;0;0
731629;0;0
731680;0;0
731796;8;544,5768
731949;4;904,06
731959;0;0
732145;2;29386,27
732266;7;6713,96
732331;1;4,42
732536;2;97717,4062
733030;1;9818,205
733104;2;14958,79
733531;1;539,81
733584;1;118699,92
733839;5;6635,35
734402;0;0
734690;1;4094,79
734739;2;12644,4002
734755;2;3472,56
735092;4;5766,800039
735193;4;456,55
735289;0;0
735737;1;1588,43
735978;2;161,56
735987;1;2153,91
736753;0;0
736773;2;1511,73
737098;1;1907,38
738130;1;15604,7207
738173;1;15365,98
738237;32;16043,88
738482;2;19152,6662
738636;0;0
738757;2;2925,95
739127;2;669,04
739342;1;249,49
739460;2;1616,62
739675;2;9089,8
739854;0;0
740056;10;1205,511928
740194;2;31816,8422
740256;1;6631,260046
740580;0;0
740814;1;2057,480014
741749;2;6,664
742201;4;2860,629333
742536;0;0
742959;2;10717,5098
742967;1;19741,61
743127;2;1888,9867
743224;0;0
744175;2;116,59
744240;1;6217,97
744926;12;13265,9
745169;1;13753,05
745275;10;9572,425
745399;0;0
745558;1;1707,62
745580;1;539,82
745694;1;118699,92
745814;0;0
746333;4;6786,01
746479;0;0
746516;2;19,69
746879;2;34492,07
747000;1;449,24
747237;0;0
747278;2;2517,61
747689;0;0
748465;0;0
748582;0;0
748656;1;715,57
748686;0;0
748708;1;6146,085
748712;2;2927,18
748806;1;23340,5956
748976;1;635,8506669
749287;5;8650,401833
749474;1;1380,02
749728;8;324,65
750064;1;1051,27
750217;1;227,54
750455;0;0
750511;0;0
750791;4;4124,88
750979;4;4913,24
751340;2;7742,093333
751361;2;899,83
751408;3;31071,03
751469;0;0
752013;0;0
752332;0;0
752996;0;0
753745;3;1515,87
754345;1;9984,300173
754568;1;2112,002069
755004;1;10307,22
755163;2;13268,0836
755299;1;189,045
755543;2;20040,68
755583;0;0
755696;0;0
756100;1;1514,93
756202;0;0
756229;0;0
756324;2;76730,7752
756458;0;0
756597;0;0
756759;1;908,19
757066;1;1754,179957
758020;0;0
758976;2;115,44
759146;1;57,59
759437;1;49776,05
760278;0;0
760377;0;0
760636;2;2327
760767;0;0
760882;3;7433,88
761638;5;11724,32
762075;0;0
762142;2;30413,06868
762288;2;3102,066667
763017;2;8603,06
763225;0;0
763325;3;20361,045
763371;5;789,37
763434;0;0
763509;1;235,2921515
763648;8;2132,82995
764208;4;486,75
764667;0;0
764712;2;1598,84
764767;2;1023,9024
765092;4;53,33
765504;2;13488,31009
765799;2;4833,217428
766088;4;117,78
766292;0;0
766800;2;296,74
766832;1;7110,15
767049;1;5591,7
767069;1;30664,905
767319;2;5750,869862
767367;3;4956,984023
767392;2;17291,61
767467;1;1209,1
767478;2;192,88
767925;2;3565,43
768046;1;422,1799894
768403;0;0
768842;1;331,74
768847;32;59,25
768863;0;0
769016;2;22346
769143;2;23005,687
769570;6;5690,02
769742;0;0
769889;0;0
771001;3;8266,247167
771073;20;6988,42
771102;1;12808,36009
771204;0;0
772134;2;3909,398685
772547;1;10474,35
772758;2;623,0199851
773100;12;77,43999996
773276;0;0
773291;0;0
773359;0;0
773471;2;5984,029849
773532;0;0
773852;0;0
774136;2;14237,16
774464;0;0
774510;1;1622,83
774701;3;2376,183333
774874;2;10337,61
774913;0;0
775075;10;40590,66345
775301;1;24858,37017
775920;8;41821,47535
776232;0;0
776778;2;14249,78
776937;4;755,24
777171;1;10109,16
777273;1;24304,99017
777350;4;9601,946667
777972;2;4095,22
778033;2;4085,07236
778658;2;246,68
778895;10;5050,71
779063;10;5301,43
779095;0;0
779175;1;169,1
779251;1;1242,175252
779318;2;1,95
779765;1;29002,21
780084;12;44,56999992
780371;1;1948,653962
780778;2;2176,0726
781144;1;1321,65
781638;2;7636,3188
782471;1;3790,33
782594;0;0
782878;2;202,3803467
782929;2;18379,17
783243;1;88,77
783407;0;0
784070;1;4155,31
784072;1;17888,86
784359;0;0
784382;0;0
784487;8;8096,11
784986;2;3121,57
785293;1;1567,35
785580;0;0
785636;0;0
785661;0;0
785709;0;0
785839;2;20,96929792
785867;0;0
785996;3;12497,19
786346;50;32625,98612
786626;4;129,86
786644;1;2479,71
786691;0;0
786856;1;2133,514
787246;0;0
787684;1;10407,81154
787894;2;2085,13528
788002;2;8387,677927
788229;2;21974,36949
788305;2;337,13
788649;2;1829,06
788921;2;82,66151246
789339;0;0
789492;0;0
789722;1;4020,16
789919;2;157,35
790015;0;0
790228;8,22;12905,29714
790365;1;727,6899823
790394;1;6372,140114
790909;0;0
791096;0;0
791218;1;912,24
791293;1;442,45
791333;2;766,85
791544;2;917,86
792432;1;4296,41
792958;2;676,4070005
793788;5;15839,59444
794028;0;0
794105;4;852,185
794523;2;93,98
795353;0;0
795475;1;1480,34
795769;4;2023,1688
796016;1;317,99
796245;4;22757,83
797377;14;71222,03527
797444;2;1174,16
797509;0;0
798050;1;3323,35
798300;2;758,7606009
798306;4;17533,64255
798455;1;2096,4
798469;0;0
798904;2;4067,35
798989;0;0
799005;0;0
799256;2;1797,75
799380;3;3356,88
799404;9;484,065
799935;2;9763,9
800099;1;366,5199913
800121;0;0
800533;2;784,38
800921;2;1331,95
800971;0;0
801030;10;4615,322925
801042;1;1852,370032
801206;3;60,3368
802067;1;4307,03
802436;0;0
802641;7;120976,7125
802760;0;0
802949;6;740,71
803172;0;0
803258;1;5548,56
803318;8;824,5613897
803487;8;120,8855928
803574;0;0
803686;6;27860,66125
804030;5;1927,21
804032;1;9096,8
805681;0;0
805833;2;1,51
805891;2;8839,2
806054;2;1646,410989
806109;1;1077,32
806134;0;0
807070;6;312,8199926
807392;1;2890,878425
807525;2;1682,7
807599;1;12686,67
807692;2;243,6366667
807780;1;5166,86
808280;4;133,7599968
808381;4;1613,43
808746;1;4378,459893
808801;0;0
808977;1;14559,65009
809317;2;997,31
809354;4;2211,21
809461;0;0
809464;4;148,4
809603;0;0
809749;4;1042,74
809861;4;12,68735176
809870;0;0
809896;0;0
810140;1;1364,63
810185;0;0
810207;0;0
810869;2;1926,82
811507;3;1083,263616
811573;2;16502,04
811575;1;74,98333723
811582;1;247,25
811682;0;0
811807;2;880,72
812094;0;0
812139;8;206,82
812309;2;3591,92
812396;0;0
812427;2;12,94
812474;4;10223,03007
812538;2;6938,320586
812670;1;69246,46
812716;1;1284,25
812969;1;17206,905
813202;1;88027,68316
813211;6;1582,3725
813424;1;1012,463187
813730;1;196,93
813923;1;2607,63
814080;2;2673,3186
814128;1;699,97
814643;0;0
814771;0;0
815164;0;0
815537;3;485,3772
815545;0;0
815756;7;270,4699965
815772;0;0
815799;0;0
815829;0;0
815900;0;0
815926;0;0
815942;0;0
815969;4;42,37
815977;20;1248,534759
815993;0;0
816163;2;33369,34916
816384;2;814,91
816680;2;200,7487
816833;4;3,50734924
816868;0;0
816876;0;0
816884;1;541,2700624
816930;0;0
816949;0;0
816957;0;0
817007;0;0
817066;0;0
817082;0;0
817419;4;1384,99
817616;0;0
818359;0;0
818370;2;5680,89
818843;1;76159,08808
819080;1;691,26
819470;0;0
819745;1;622,68
819852;1;408,73
819855;8;10965,99
820183;1;11358,17008
820201;2;4137,19
820497;0;0
820690;0;0
820790;2;2059,81
820829;0;0
820876;2;8879,673095
821587;3;87484,4
821620;0;0
821635;10;36,71
821740;2;11077,5
822802;2;8425,85
822998;1;608,75
823043;1;916,49
823101;4;8171,86
823984;1;10082,62
824308;2;25186,49888
824553;1;1598,27
824713;1;316,22
824896;1;272,21
824958;2;4363,96
825180;2;953,08
825216;1;1224,739971
825408;17;49004,15
825478;2;923,23
826263;4;954,210092
826575;1;975,47
826667;2;460,3943776
827004;1;25432,75942
827260;1;8297,13
827732;2;1875,08
827971;5;142,02
828182;4;36211,76
828545;1;940,58
828548;0;0
828720;1;6700,8843
829149;4;57,57
829281;4;2693,3476
829374;0;0
829405;360;4508,382318
829770;2;992,69
829844;2;10622,9974
829943;0;0
829951;10;80,260091
829960;28;481,7706378
829978;0;0
829986;0;0
829994;0;0
830056;2;15206,0738
830216;151;5390,247
830224;119;2559,946109
830230;2;693,68
830389;14;15769,0876
831298;0;0
831367;0;0
831379;0;0
831387;0;0
831409;0;0
831422;0;0
831468;2;78,6
831540;10;15220,19
831704;43;117,7998003
831869;3;3730,66
832526;1;4698,08
832737;1;146,0985697
833229;4;3193,88
833257;1;34237,08
833596;9;10139,22
833764;2;646,02
833782;2;930
833840;2;7283,69
834581;0;0
834796;4;1741,846667
834999;0;0
835391;8;3711,19
835454;1;1091,86
835483;1;494,64
835486;3;252,77
835497;0;0
837719;0;0
838156;1;470,8299885
838199;0;0
838459;0;0
838539;4;2824,3
838663;3;192572,82
838711;15;18332,15619
838970;0;0
839132;0;0
839155;2;25787,92
839190;1;217,52
839385;2;30154,07
839592;1;13868,96
839886;2;1895,72
839975;0;0
840059;0;0
840227;1;735,72
840261;2;7653,59005
840476;0;0
840523;1;1093,38
840687;1;1517,29
840733;12;22066,54
840993;0;0
841091;2;1662,77
841631;2;499,66
842121;5;473,25
842602;3;32572,64
843035;1;3074,329923
843049;9;1916,642773
843128;2;90910,5172
843231;3;4195,75
843518;1;7255,36
843531;1;46691,98385
843777;2;2436,48
844054;1;984,2608545
844220;1;7378,960049
844424;1;314,6735616
844596;4;7212,21
844768;0;0
844826;176;19958,53
845056;1;4844,92
845195;0;0
845253;1;5592,022917
846283;2;679,2
846288;2;4786,158077
846323;3;5615,68
846361;1;783,8416695
846425;2;8846,4
846429;0;0
846539;1;7124,64
846913;2;2,41159626
846988;0;0
847801;0;0
848068;20;33,64
848209;1;691,16
848673;3;1859,246667
848997;3;1483,845
849170;0;0
849189;0;0
849683;0;0
850253;2;105,15
850491;0;0
850508;1;2895,81
850787;0;0
851174;1;22611,38
851550;1;621,2859079
851887;1;1922,75
852042;6;5537,69
852055;1;20697,92
852298;20;19204,65
852434;0;0
853320;1;2749,87
853386;4;89,01
853443;2;7288,46
853977;10;5797,65
854062;2;5201,17
854339;4;5649,17
854737;7;530,888
854793;4;356,38
854820;1;528,93
855055;1;1183,03
855140;1;11446,88
855179;1;589,0638281
856337;1;65971,66904
856520;2;882,275
856570;1;20282,70014
856823;2;3794,44
856836;1;2761,275
856922;1;1679,16
856973;1;22466,93
857092;0;0
857122;0;0
857173;0;0
857211;0;0
857558;1;6823,4
857828;0;0
858288;7;5467,26
859081;1;273,31
859137;50;1697,06
859636;0;0
860184;4;923,63
860261;0;0
860366;2;9043,93
860588;2;5320,372671
860711;1;131,8210794
860823;24;1619,064
860937;2;122673
861146;1;607,3037
861252;2;502,43
861574;1;5521,02
861586;0;0
861918;1;684,6748833
861966;6;16008,35
862051;1;1298,78
862099;1;245,85
862153;2;799,78
862566;1;2127,87875
863160;4;15492,03
863269;0;0
863368;10;5797,65
863530;0;0
863535;1;19986,20951
863564;0;0
863572;0;0
863599;30;2861,945774
863688;0;0
863691;0;0
863717;1;2318,3
863726;0;0
863734;0;0
863742;0;0
863750;0;0
863777;0;0
863823;0;0
863992;2;1626,34
864090;0;0
864230;2;3813,179911
864310;3;9136,444286
864311;5;3044,455
864356;10;57391,768
864511;0;0
864561;18;82155,34
864659;40;28534,54
864874;1;2714,3
865076;290;2856,480666
865605;15;7363,926549
865613;0;0
865648;0;0
865655;2;4244,17
865656;8;1419,9675
865680;0;0
866351;0;0
866800;1;7186,43
866823;2;1235,62
867728;2;1364,84
867838;0;0
868246;0;0
868471;0;0
868631;1;1675,91
868757;4;2612,8075
868872;16;583,85
868898;2;1670,447664
869086;1;3131,590021
869369;62;1734,323933
869433;1;662,055
869554;0;0
869663;2;7847,05
869808;1;2533,08
870423;5;3644,44
871160;0;0
871418;1;272,9955568
871664;1400;8012,469998
871798;2;3258,276304
872050;4;489,73
872251;3;2824,0875
872715;3;324,1
873279;0;0
873393;2;530
873579;1;55057,04
873930;329;34068,11756
874065;0;0
874067;1;613,52
874323;1;2910
874543;2;159,9
875028;2;70,75
875092;4;174,55
875316;1;1199,702638
875616;1;684,6748833
875663;38;91,63181816
875667;2;4297,79
875705;2;6363,56
875781;1;39230,06
876427;1;875,05
876946;0;0
877113;1;176,43
877410;0;0
877606;11;306,207
878054;1;25302,36
878406;12;1413,85
878652;1;1467,51
878739;1;1906,81
879261;2;4922
880077;1;3753,46
880563;1;457,73
880724;1;463,13
882130;2;20340,66
882302;1;3890,046584
882421;2;28018,47
882458;0;0
883245;25;42781,07738
883315;1;1177,769971
883806;2;953,1
885052;1;1468,51
885224;0;0
885561;2;3778,7584
885649;0;0
885677;2;19038,26
885820;2;1096,91
885918;1;232,13
886748;0;0
886827;2;4718,96
886830;2;2617,819936
887139;0;0
887251;15;82,16499997
887295;1;1126,273162
887368;1;1471,28
887656;8;970,09
887824;6;4397,916
888029;0;0
888301;40;17264,612
888733;2;8876,96
889042;1;1107,35
889213;2;9595,86
889258;20;3427,177584
889486;0;0
889636;12;7,01708328
889652;0;0
889709;0;0
889784;0;0
889792;0;0
889814;0;0
889830;0;0
889865;4;209,1345438
889904;1;374,45
889946;0;0
890120;0;0
890162;0;0
890170;2;587,311488
890260;0;0
890286;0;0
890324;0;0
890405;0;0
890425;1;11861,07
890476;2;1705,23
891056;2;377,4424546
891280;2;1068,94
891704;1;506,07
892411;0;0
893616;2;1160,499
893632;2;48577,79136
894282;1;859,24
894313;6;1226,46
894708;1;19978,04013
894926;0;0
894940;0;0
895286;6;32778,32
895391;2;602,522284
896194;0;0
896494;1;1609,168268
896648;1;459,71
896771;3;520,74
897006;2;10858,6442
897371;2;1528,57
897535;2;601,44
897545;0;0
897564;1;110844,28
897782;1;28516,16268
897873;0;0
898339;2;6708,65
898344;18;170,211131
898461;6;1135,070696
898676;1;1136,259906
899416;1;2986,83
899723;0;0
