cod_item;saldo_atual;valor_total
355484;0;0
355485;0;0
355486;9;786,06
355487;0;0
355489;0;0
355844;0;0
356158;4;168,136
359069;0;0
359962;0;0
359972;0;0
360731;0;0
360733;8;669,8127869
362884;1049;3062,888688
362932;1211;4762,664372
363270;0;0
363689;0;0
363691;0;0
363770;0;0
363771;0;0
363820;0;0
363948;0;0
363949;0;0
364657;0;0
364745;0;0
366119;0;0
366133;32;6230,718615
366141;0;0
372927;0;0
374667;0;0
374946;0;0
375444;0;0
376856;0;0
377283;300;1946,24
377419;200;1297,49
377420;81;163,2483627
377421;36;72,55499994
377423;60;120,92
377424;221;7002,606
377425;0;0
377427;0;0
377455;0;0
377456;0;0
377458;0;0
377459;2600;668,56665
377460;0;0
377461;49900;13535,22705
378942;0;0
380198;0;0
380336;0;0
380337;0;0
380401;1;65,58
380648;0;0
380650;0;0
380651;0;0
382525;0;0
382565;0;0
382567;0;0
382568;2;933,23
382569;4;1903,004444
382576;0;0
382578;0;0
382579;6;2279,87
382746;0;0
383289;0;0
383297;0;0
383387;0;0
383612;0;0
383620;0;0
383622;0;0
383833;0;0
385198;1;582,16
386148;38;1985,305425
387000;0;0
387007;2;739,8
387026;0;0
387027;0;0
387028;0;0
387079;0;0
387082;0;0
387095;0;0
387101;0;0
387102;0;0
387475;14;323,54
387483;0;0
387791;0;0
387792;0;0
387793;0;0
387818;0;0
388051;0;0
389306;0;0
389330;0;0
391264;0;0
391404;0;0
392072;0;0
392366;0;0
392373;0;0
392641;3;301,8
392647;0;0
392648;0;0
392649;3;260,9302632
392653;10;1006,44
392655;0;0
392657;10;1006,44
392680;3;328,392
392683;4;482,5469091
392686;7;964,1146667
392687;4;550,928
392689;0;0
392710;3;263,7
392713;2;175,8
392714;0;0
392716;0;0
392719;0;0
392720;0;0
392725;0;0
392749;0;0
392752;0;0
392754;0;0
393387;0;0
393400;0;0
393402;0;0
393533;0;0
395603;0;0
395673;3;1218,747884
395904;0;0
395905;5;1796,371429
396018;0;0
396019;2;1069,66
396681;0;0
397357;0;0
399735;0;0
400669;0;0
401297;0;0
401625;0;0
401901;0;0
402756;0;0
402758;0;0
402759;0;0
402760;0;0
402763;0;0
402764;0;0
402780;96;4039,6608
402939;0;0
403022;0;0
403100;0;0
403106;0;0
403200;0;0
403204;0;0
403212;0;0
403287;0;0
403293;0;0
403338;0;0
403340;0;0
403347;0;0
403383;0;0
403384;0;0
403386;0;0
403387;0;0
403396;0;0
403398;0;0
403402;0;0
403403;0;0
403844;0;0
408846;0;0
409121;0;0
410210;0;0
415371;0;0
415409;0;0
415412;0;0
415454;0;0
415823;0;0
415824;0;0
415826;0;0
415832;0;0
415833;0;0
415834;0;0
415835;0;0
415838;0;0
415840;0;0
415841;0;0
415843;0;0
415845;0;0
415846;0;0
415848;0;0
415849;0;0
415851;0;0
415852;0;0
415853;0;0
415854;0;0
415858;0;0
415859;0;0
415861;2;104,12
415862;0;0
415865;0;0
415962;0;0
416024;0;0
416025;0;0
416026;0;0
416027;0;0
417500;0;0
419287;0;0
420268;0;0
420907;0;0
421768;0;0
422891;0;0
423945;0;0
427694;0;0
427856;0;0
427857;0;0
427858;0;0
427859;0;0
427863;0;0
427864;0;0
427869;0;0
427872;0;0
427873;0;0
427874;0;0
427879;0;0
427881;0;0
427883;0;0
427885;0;0
427886;0;0
427887;0;0
427897;0;0
427901;4;176,84
427903;5;221,05
427904;0;0
427905;0;0
427907;0;0
427909;0;0
427911;25;1104,496565
427912;26;1135,124056
427914;17;820,3071928
427915;0;0
427917;0;0
427921;0;0
427923;0;0
427954;0;0
427955;0;0
428001;0;0
428002;0;0
428003;0;0
428008;18;2127,08565
428009;48;5672,231314
428010;0;0
428011;27;3190,637857
428012;60;7090,285009
428013;13;1536,234375
428014;0;0
428015;0;0
428016;36;4254,174
428017;44;5199,5504
428022;0;0
428044;17;2008,9155
428045;39;4607,470015
428046;0;0
428047;10;1163,345941
428048;0;0
428049;0;0
428050;0;0
428052;0;0
428053;0;0
428055;2;146,9
428056;0;0
428057;0;0
428058;0;0
428059;0;0
428063;0;0
428064;0;0
428065;0;0
428066;0;0
428071;0;0
428077;0;0
428079;0;0
428082;0;0
428084;0;0
428085;0;0
428089;0;0
428090;0;0
428091;0;0
428092;0;0
428093;0;0
428105;0;0
428106;0;0
428107;0;0
428110;0;0
428166;0;0
428168;0;0
428169;2;310,955
428170;0;0
428174;0;0
428179;0;0
428206;0;0
428207;0;0
428208;0;0
428209;0;0
428211;6;431,7772109
428212;0;0
428214;0;0
428215;0;0
428216;0;0
428217;0;0
428218;0;0
428219;0;0
428223;0;0
428224;0;0
428225;0;0
428226;0;0
428227;0;0
428228;0;0
428229;0;0
428252;0;0
428254;0;0
428259;0;0
428260;0;0
428261;0;0
428262;0;0
428263;0;0
428265;0;0
428266;0;0
428267;0;0
428268;0;0
433160;0;0
433187;0;0
439063;0;0
443255;0;0
443263;0;0
444154;0;0
444464;0;0
444529;0;0
448505;0;0
448511;0;0
448512;0;0
449023;0;0
449026;0;0
450009;0;0
450016;0;0
450017;0;0
450461;0;0
450462;0;0
451570;0;0
451573;0;0
451616;0;0
453601;0;0
454355;0;0
454358;0;0
457920;0;0
458869;0;0
458870;0;0
458871;0;0
458875;8;587,6
458876;17;1248,6415
458877;0;0
458878;28;2056,6
458882;0;0
458883;10;734,5
458924;1;73,45
458925;0;0
458926;0;0
458927;0;0
458928;0;0
458930;0;0
458931;0;0
459023;0;0
460762;0;0
463268;0;0
466275;0;0
466277;0;0
466282;0;0
466283;0;0
466284;288;1359,505355
466288;0;0
466292;0;0
466299;0;0
466304;0;0
468849;0;0
469870;0;0
469879;6;925,72
471543;0;0
471775;0;0
471776;0;0
473486;0;0
473527;0;0
474796;0;0
475687;96;912,1417412
479488;0;0
480623;0;0
481650;0;0
481651;0;0
485238;4;76,184
485246;0;0
485320;0;0
485397;10335;7835,156644
485413;0;0
485428;0;0
486209;0;0
487292;0;0
487849;0;0
488550;0;0
488809;0;0
491386;6;438,1957143
492169;0;0
492209;0;0
492520;0;0
492525;0;0
492527;1;234,2867
492528;2;576,47
492530;0;0
493269;0;0
501937;0;0
506178;0;0
507834;0;0
507837;0;0
507839;0;0
507858;0;0
509808;0;0
510374;0;0
515271;0;0
515443;5;251,5158333
516788;0;0
519533;0;0
519569;0;0
523656;0;0
523659;0;0
523661;0;0
523662;0;0
523663;0;0
523691;0;0
523722;0;0
523799;0;0
523800;0;0
523802;0;0
523803;0;0
523804;0;0
525432;5;2029,368333
525435;5;2492,01
527594;0;0
527595;0;0
527596;0;0
527597;0;0
527601;10;4971,19508
527606;5;2004,191667
527607;0;0
527608;5;2007,111838
527609;1;391,6810092
527627;0;0
527655;3;1477,7352
527656;4;1980,367345
527657;0;0
534861;8;720,504
534863;25;2274,675
534864;13;1230,83625
534865;45;4168,459783
534866;20;1830,907692
534867;23;2148,545
534868;5;460,7203704
534869;19;1783,426993
534910;20;1890,237124
534913;9;796,726
534922;12;1136,15
539095;0;0
542995;0;0
545013;0;0
545063;0;0
547370;0;0
547380;0;0
553033;0;0
553037;0;0
555475;0;0
556397;0;0
556411;0;0
556417;0;0
557352;0;0
563768;0;0
563774;0;0
563775;0;0
563776;0;0
563777;0;0
564157;0;0
566676;0;0
567660;0;0
568654;0;0
569373;0;0
569374;0;0
571006;0;0
571009;0;0
571021;0;0
580246;0;0
585913;0;0
592517;0;0
593213;72;1495,362932
593215;0;0
593376;0;0
606975;0;0
610544;0;0
614513;0;0
615085;0;0
616777;0;0
618148;10;725
618926;100;252,5592093
625396;0;0
625738;0;0
629740;90;124,247812
630112;0;0
633695;0;0
641210;0;0
641266;13934;58491,64446
653014;0;0
653497;0;0
655391;0;0
656067;0;0
656370;0;0
659832;0;0
663252;0;0
668348;0;0
669674;0;0
674692;0;0
685808;0;0
686328;1728;3733,22684
686379;0;0
686395;0;0
700299;0;0
701942;0;0
703333;0;0
703741;0;0
706523;1046;1821,496414
708329;0;0
708721;0;0
709007;0;0
709326;0;0
716678;0;0
718940;0;0
721268;0;0
730355;15072;63268,69665
741999;0;0
744046;0;0
745987;3;26,85
747626;29200;18739,02503
748114;0;0
750083;0;0
750520;0;0
753396;0;0
754634;0;0
754897;0;0
757292;0;0
760285;0;0
760379;0;0
762318;0;0
763706;0;0
765180;0;0
765813;0;0
766351;0;0
769868;0;0
770670;0;0
771026;0;0
778826;0;0
778834;0;0
785520;777;2273,266301
785539;0;0
785547;718;2016,324286
785571;0;0
785580;0;0
785636;0;0
785709;0;0
785717;0;0
785725;0;0
786500;0;0
787093;0;0
789360;0;0
789932;3456;14507,47385
794539;0;0
797468;0;0
797791;0;0
799296;0;0
800334;0;0
804012;0;0
806733;0;0
807389;0;0
809500;0;0
810654;0;0
810878;0;0
810916;0;0
810924;0;0
811193;0;0
817018;0;0
817077;0;0
824210;0;0
830402;0;0
834300;0;0
834343;0;0
834424;6;3446,327057
834984;0;0
838142;0;0
839132;0;0
843037;0;0
845183;9;991,3928571
846163;0;0
852862;89000;13610,54305
854999;0;0
862002;0;0
865214;0;0
867920;0;0
867970;0;0
873407;0;0
873490;0;0
874539;0;0
874748;0;0
875973;0;0
879359;0;0
883114;0;0
884391;700;1617,102666
886460;0;0
886829;0;0
888222;2;1046,8
889191;0;0
892639;0;0
895638;0;0
899267;0;0
901005;0;0
902556;0;0
905125;0;0
909111;0;0
912875;0;0
914003;0;0
914088;0;0
925421;0;0
927397;0;0
931088;1728;7253,736996
936480;0;0
936499;0;0
936510;7;869,134
940437;0;0
945484;0;0
946001;0;0
946986;0;0
948772;0;0
953934;0;0
956756;0;0
956853;220;16300,30594
969080;0;0
971545;0;0
971867;0;0
979722;0;0
990221;0;0
4181;0;0
7508;0;0
13472;2;29,752
16516;0;0
22935;16;23,69966626
57268;0;0
58116;0;0
58121;0;0
58207;0;0
58937;0;0
60931;0;0
61245;0;0
62080;1;108,6093056
80425;0;0
81819;0;0
88887;0;0
101916;864;2276,232413
103766;0;0
103774;0;0
103776;0;0
123441;0;0
132989;0;0
143120;0;0
145965;0;0
154052;0;0
209026;0;0
220280;0;0
225286;0;0
227685;0;0
233670;0;0
237202;0;0
246182;0;0
246476;0;0
246514;0;0
246603;2;147,11352
246794;0;0
246832;0;0
255030;0;0
256900;0;0
268674;0;0
290432;0;0
290513;0;0
290530;0;0
290556;275;1746,944717
301151;0;0
302350;0;0
306297;25;198,6872539
309103;0;0
311994;0;0
311997;0;0
317639;0;0
319863;0;0
323653;0;0
326004;0;0
326266;0;0
329995;0;0
333748;0;0
334673;0;0
342303;0;0
350798;0;0
353859;0;0
361178;0;0
364624;10;80,52142855
365215;0;0
365602;0;0
368085;0;0
370032;0;0
370177;0;0
371497;0;0
371713;0;0
371942;1;22,2255
371943;0;0
371945;34;654,3459375
372136;0;0
372140;0;0
375458;0;0
378002;47;1123,51394
378195;41;849,9974551
380384;0;0
381537;0;0
382858;0;0
386240;0;0
388066;7;253,4644
388164;0;0
389126;0;0
389379;0;0
389381;0;0
390868;0;0
394402;0;0
394406;54;1088,823024
395850;0;0
396205;6;264,132
402978;0;0
410962;0;0
414808;0;0
416394;1160;12551,05826
419287;978;2819,530523
426056;0;0
426078;611;28139,254
426096;0;0
426098;0;0
426099;0;0
428399;0;0
428400;0;0
437218;0;0
438940;0;0
439011;0;0
439012;2;828,05
439013;0;0
440576;0;0
440578;0;0
440580;0;0
440593;0;0
440597;0;0
440598;0;0
440600;0;0
440611;0;0
444251;0;0
444965;21;369,8351819
447189;0;0
450500;0;0
450533;0;0
453795;0;0
453801;0;0
455216;0;0
455220;0;0
455255;0;0
455256;0;0
455257;0;0
455265;0;0
455267;0;0
455268;0;0
455766;0;0
455767;0;0
463497;0;0
465247;24;461,0859445
469589;0;0
472620;0;0
474190;0;0
474994;0;0
475938;0;0
481178;0;0
482269;0;0
482773;0;0
483743;0;0
483763;0;0
496289;0;0
507239;0;0
522863;0;0
524284;0;0
524285;0;0
530592;0;0
540142;14;1009,82
550034;0;0
553518;0;0
558897;0;0
558904;0;0
562742;3;56,652
564184;11;1577,716154
566106;0;0
569691;0;0
577366;0;0
577864;0;0
578881;0;0
595045;0;0
598112;0;0
598117;0;0
601193;0;0
601504;0;0
601516;0;0
601523;0;0
601602;0;0
601605;0;0
601813;0;0
613924;0;0
614300;0;0
676358;0;0
680033;6;3362,15
712896;0;0
736260;0;0
739386;0;0
747770;0;0
762962;0;0
769061;1;164,6798776
799792;0;0
803216;0;0
807744;0;0
815164;0;0
816337;0;0
830275;0;0
830518;0;0
830526;0;0
839213;0;0
840645;0;0
881368;1;19,0725751
890447;8;712,568
903899;0;0
914673;0;0
916708;0;0
916749;20;240,41
920812;0;0
925735;0;0
941476;0;0
946502;0;0
952280;0;0
959763;0;0
4999;0;0
5003;0;0
5004;0;0
5006;0;0
6302;23;216,5086746
23026;0;0
23028;0;0
23107;0;0
23109;0;0
23112;0;0
23113;0;0
23114;0;0
23115;11;90,69831567
23117;0;0
23118;0;0
23386;0;0
24385;0;0
34410;13;170,2685833
39586;0;0
58640;0;0
61776;0;0
75968;22;39735,7913
75992;57;28648,30162
110626;0;0
111688;0;0
199969;0;0
228800;29;315,0241858
240567;53;1229,403704
249114;1620;217089,44
287156;32;402,9311654
287210;0;0
287229;0;0
287423;0;0
300234;10;303,57
309346;0;0
310087;0;0
311668;0;0
311670;0;0
311674;5;61,02076523
312392;0;0
313946;0;0
318503;0;0
318504;0;0
318508;0;0
318509;0;0
320035;0;0
320047;22;299,7294383
320050;0;0
326671;9;217,3343478
326730;15;99,08661654
328773;1300;2203,956
328781;900;348,17684
331090;0;0
332777;0;0
339280;0;0
339568;25;886,9567308
340008;0;0
344208;0;0
349408;8;1516,008
351214;0;0
352458;0;0
353605;0;0
368831;804;10906,31631
377138;32;368,9585605
378068;0;0
380455;0;0
382051;0;0
382373;0;0
382933;0;0
386642;0;0
389347;0;0
389348;0;0
394494;0;0
394495;0;0
397020;0;0
404725;14;203,2607347
404726;32;424,4558687
404727;42;561,2449276
404728;12;173,2975
404729;4;54,26453794
404731;20;288,89
404732;10;120,3613777
404733;46;587,7072665
404737;35;508,214769
404738;38;510,4790684
407919;0;0
408650;1000;2717,56
418143;0;0
418227;33;6,74421
426458;0;0
431508;0;0
443035;2;4775,72
444130;0;0
444799;0;0
450696;0;0
453862;23;309,6722442
456426;2500;6886,21723
456427;6000;15931,53
459991;0;0
464316;0;0
464587;0;0
464962;0;0
468924;0;0
476619;0;0
478163;126000;5704,77829
478285;0;0
480280;0;0
483464;0;0
492580;32;768,7316406
492955;9;3237,552
506001;0;0
528485;0;0
528486;0;0
548123;0;0
571313;214;4115,290647
576299;202;3884,523617
588602;0;0
608548;8;732,664
646970;0;0
665598;0;0
728771;0;0
770299;0;0
770329;0;0
782106;31;709,2025001
782114;14;342,6683088
782157;30;686,3187501
782165;0;0
782173;0;0
782670;4;167,5623753
782688;0;0
786056;0;0
808180;0;0
808342;1100;148,17
839140;794;10918,98146
844904;3;3820,503
907812;0;0
907820;12;175,6199999
934470;0;0
952998;0;0
970520;0;0
12538;0;0
13890;0;0
14713;0;0
15856;0;0
19009;0;0
20947;0;0
22348;0;0
23231;0;0
23696;0;0
23917;0;0
47715;0;0
68317;0;0
101980;0;0
111700;41;4200
125324;0;0
131011;0;0
171158;0;0
186473;0;0
191179;0;0
197441;11;23,96882241
208395;0;0
221260;14;27,80000001
238500;0;0
243312;0;0
244430;22;317,4057971
246476;0;0
252140;0;0
253496;0;0
276479;0;0
286038;0;0
300428;0;0
304735;0;0
306464;0;0
312513;0;0
316657;0;0
321052;0;0
321917;0;0
322389;0;0
324861;0;0
324919;0;0
325082;0;0
325210;5;132,995
327092;27;79,56520665
327101;0;0
327144;4;80
327209;0;0
327786;3;29,85
328316;16;196,05
328448;5;49,75
329264;7;132,8253968
329995;0;0
330656;2;41,9
334673;0;0
336278;0;0
336867;7;449,8321739
337226;0;0
339619;15;12
339626;47;47
339643;90;162
341450;0;0
353649;0;0
353752;0;0
355738;0;0
358054;9;622,287
364878;0;0
366154;10;45
367300;0;0
368927;2;360
368933;2;360
368999;2;360
369540;2;230
369818;5;49,75
369953;10;77,1
369960;0;0
370330;0;0
370813;0;0
371767;0;0
373836;0;0
374186;0;0
374726;0;0
374727;0;0
374788;0;0
375944;0;0
378353;1423;6805,6398
379940;130;2573,547932
380530;16;171,8733032
385163;74;602,175
388152;0;0
388524;0;0
389962;0;0
392351;0;0
398522;70;64,4
398647;10;78,7
398934;0;0
404109;0;0
404268;1;10,93900914
405313;0;0
406355;0;0
408424;0;0
408426;5;132,995
408669;0;0
409856;0;0
410359;0;0
410768;0;0
412483;12;155,38
412662;0;0
416394;0;0
426078;0;0
437804;0;0
441015;0;0
441650;0;0
446071;400;415,4
460049;0;0
464340;0;0
465247;0;0
468769;0;0
478795;0;0
481360;0;0
492581;0;0
494094;18;571,2410769
510011;0;0
510851;9;169,9619297
512275;0;0
515111;0;0
520010;0;0
537734;0;0
541917;0;0
549835;1;88
564555;0;0
564556;1;50
580787;0;0
604272;0;0
606046;0;0
608955;0;0
609331;4;27,6
609471;0;0
609528;535;11850,25947
609560;0;0
609617;0;0
609730;0;0
609749;0;0
609757;0;0
609811;97;71,78
611220;0;0
614300;0;0
619116;87;64,38
619132;0;0
620025;0;0
625787;0;0
635896;0;0
641367;0;0
655388;0;0
754897;0;0
768346;0;0
769916;0;0
785709;0;0
792466;0;0
802670;0;0
802689;0;0
818178;6;6
820059;0;0
820121;0;0
820202;0;0
820229;0;0
820245;5;13,47252747
820458;0;0
820563;5;17,5
820849;0;0
821004;0;0
821101;2;10,06
822833;0;0
830038;0;0
830488;0;0
830542;0;0
831689;0;0
835756;0;0
870250;0;0
895431;0;0
924752;0;0
930016;300;344,346
941476;0;0
949645;1;2539,8
975986;0;0
989967;0;0
63451;14;4891,423911
63629;0;0
67591;0;0
186202;0;0
186203;37,03;11358,39551
186230;1475,69;478413,3094
186235;0;0
186304;0;0
360302;0;0
371688;0;0
443415;0;0
553614;0;0
12134;22;7316,225656
56512;0;0
60931;0;0
60940;0;0
63596;576,2;28235,01002
64330;0;0
64336;24;1302,678
64363;70;1265,6
64364;0;0
64369;0;0
66909;0;0
67020;0;0
67966;0;0
68597;0;0
80097;0;0
80147;672;10746,95326
80291;0;0
80425;0;0
83357;0;0
93300;0;0
95290;0;0
95362;0;0
95478;135;7954,192499
220280;0;0
306100;0;0
306105;68;771,375
306106;0;0
306142;18;1348,21
306177;20;2089,58
329612;0;0
353271;0;0
368677;135;6671,194594
377460;0;0
377461;0;0
378907;0;0
385705;0;0
387000;20;1609,877551
396681;0;0
401293;0;0
420087;0;0
422086;0;0
422758;0;0
429183;0;0
429787;0;0
435426;0;0
455038;0;0
455167;0;0
460410;235,2;76969,24282
461103;0;0
461193;0;0
461888;0;0
461889;0;0
461891;0;0
462020;0;0
465406;0;0
475938;0;0
475983;0;0
482269;0;0
501846;0;0
506420;0;0
509796;20;1599,41
526133;0;0
530744;858;29707,36076
549021;14,4;636,16608
549125;0;0
552970;0;0
554700;0;0
554706;0;0
556632;0;0
556823;0;0
558897;196;3778,526962
558904;0;0
558937;0;0
559293;38;829,542111
560377;0;0
560575;0;0
560655;336;19078,829
586462;0;0
589595;0;0
595685;118;3194,000998
595687;0;0
596223;0;0
596241;208;4889,943295
785717;0;0
785725;500;2068,71
786500;30000,012;10425,47536
819263;853;76072,90525
890529;0;0
896365;0;0
45719;0;0
56317;0;0
57268;0;0
58121;9;2475,06
58622;0;0
62040;0;0
68317;569;21786,85135
76705;0;0
78787;0;0
92952;0;0
97603;0;0
103766;0;0
103971;0;0
104607;0;0
116333;0;0
119919;290;2142,172837
132989;3;2741,379
135300;0;0
143120;0;0
145785;0;0
145965;2;2166,25875
147149;0;0
151466;50;158,2210829
164228;0;0
166551;0;0
175456;0;0
179161;0;0
191163;0;0
195893;0;0
204525;5;76,5
205430;0;0
206195;0;0
214067;5;87,5
217932;70;1903,930543
225286;0;0
227685;8;972,0366438
229901;0;0
243476;0;0
246794;0;0
252793;0;0
263019;8;500,7085714
269915;0;0
286544;0;0
302350;0;0
304352;0;0
305324;800;10347,25861
305413;0;0
313922;0;0
322808;0;0
342500;0;0
352631;0;0
353001;1000;217,4162538
356095;0;0
358234;0;0
358236;0;0
358237;0;0
358239;0;0
358254;0;0
358255;0;0
358263;0;0
358265;180;1225,356964
358268;0;0
358277;0;0
358296;0;0
358329;50;1340
358330;0;0
358332;0;0
364485;720;4242,000002
365602;0;0
372948;0;0
374163;0;0
374165;100;163,5
374166;0;0
374167;0;0
374171;0;0
374175;43;903
374176;600;8499,823593
374177;0;0
374179;0;0
374181;0;0
374183;0;0
374185;0;0
374186;239;4161,412846
374188;1560;4664,4
374193;480;2075,172356
374194;800;6929,054083
374197;27;318,5789577
374200;0;0
374201;0;0
374203;58;957,7533334
374205;0;0
374208;84;506,6195334
374209;80;250,7095762
374211;0;0
374212;0;0
374214;71;209,4607226
374218;190;1225,430788
374219;300;1374,585138
374222;90;477,508163
374223;0;0
374227;0;0
374228;350;1980,03562
374230;0;0
374231;600;1794
374232;0;0
374234;0;0
374238;0;0
374242;0;0
374243;0;0
374248;0;0
374249;0;0
374250;20;39
374251;90;523,2808143
374260;50;150
374268;350;2589,955996
374269;370;2738,922041
374271;300;2221,364105
374272;140;1331,350417
374273;180;1713,369693
374274;199;1893,718865
374277;0;0
374279;0;0
374280;15;157,35
374281;117;176,67
374282;0;0
374291;190;1806,895663
374292;190;1809,988036
374293;200;1904,686741
374294;250;2382,768409
374295;400;3810,22504
374297;350;3334,510801
374298;200;1904,517334
374299;200;1901,382784
374302;170;1617,020306
374310;34;1339,422985
374314;130;962,0624957
375944;0;0
378312;25;210,1188303
378353;0;0
381766;0;0
383837;0;0
388164;0;0
389016;0;0
389019;0;0
389023;0;0
395517;0;0
396213;0;0
396218;0;0
396234;0;0
396271;0;0
396274;390;6669
396287;0;0
396288;0;0
396291;0;0
396294;0;0
396295;0;0
396296;0;0
396300;0;0
396301;0;0
396302;0;0
396304;0;0
396307;0;0
396308;0;0
396309;0;0
396312;0;0
396313;0;0
396315;0;0
396316;0;0
396317;0;0
396319;0;0
396321;0;0
396323;0;0
396324;0;0
396328;0;0
396329;0;0
396332;0;0
396337;0;0
396339;0;0
396340;0;0
396342;0;0
396343;0;0
396344;0;0
396349;0;0
396350;0;0
396351;0;0
396352;0;0
396353;0;0
396355;0;0
396356;0;0
396357;0;0
396358;0;0
396359;0;0
396360;0;0
396361;0;0
396364;0;0
396365;0;0
396366;0;0
396367;0;0
396372;0;0
396373;0;0
396374;0;0
396377;0;0
396383;0;0
398312;0;0
409085;0;0
409134;33;1331,827738
409169;0;0
409199;0;0
409258;0;0
409268;0;0
409281;0;0
409292;0;0
409296;40;490,612
409299;0;0
409301;0;0
409302;0;0
409310;0;0
409320;0;0
409339;0;0
409345;0;0
409357;0;0
409377;0;0
409402;0;0
409517;0;0
409675;30;687
409733;0;0
409736;0;0
409744;0;0
409750;140;251,5037881
409751;0;0
409767;0;0
409856;0;0
410072;0;0
410074;14;263,0497292
410180;0;0
410183;0;0
410200;0;0
410334;0;0
410335;37;816,0151689
410336;20;169,8265185
411253;0;0
411254;0;0
411255;150;1028,64683
411258;400;2730,327434
411259;300;2052,427504
413874;0;0
414200;0;0
414208;0;0
414221;0;0
414222;0;0
414769;0;0
414772;0;0
414773;0;0
414775;0;0
414804;0;0
414805;0;0
414811;0;0
416870;0;0
417313;0;0
421188;60;584,824
421220;20;335,4
423110;0;0
423112;0;0
423336;0;0
423427;0;0
423428;0;0
423436;0;0
423438;0;0
423443;0;0
423446;0;0
423529;0;0
423531;0;0
423571;274;1043,957013
423689;60;5216,255094
423738;34;67,66
424371;0;0
424378;0;0
424660;0;0
425523;0;0
425526;0;0
426056;0;0
428141;0;0
428445;0;0
428446;300;5509,568903
428695;0;0
429425;0;0
430709;0;0
431072;0;0
432738;0;0
436092;0;0
437781;0;0
444790;0;0
448937;0;0
451320;0;0
453819;0;0
462956;0;0
471001;0;0
471002;17;89,48992916
482241;300;9746,971331
490616;0;0
495536;0;0
495537;0;0
509194;65;3838,243721
513841;0;0
516504;0;0
521160;0;0
521232;0;0
523343;0;0
523643;0;0
533369;0;0
536812;0;0
536817;0;0
536818;0;0
544631;0;0
549487;0;0
561384;0;0
562639;0;0
565347;0;0
565348;0;0
565352;170;1111,360834
571399;40;795,3352941
571402;0;0
571409;0;0
580787;0;0
585748;0;0
595663;60;189
595911;0;0
596735;0;0
599090;900;6057,48794
601382;0;0
601384;0;0
601385;0;0
601516;0;0
601602;0;0
601605;0;0
601813;0;0
602851;0;0
610666;0;0
613379;0;0
619534;9;550,46475
638258;0;0
643650;0;0
653357;0;0
674412;0;0
684986;80;4240
698347;0;0
700485;70;1868,674577
703965;0;0
707351;0;0
733086;0;0
747770;2;2337,391429
753349;0;0
770653;0;0
795786;1;39,47
797664;0;0
797707;0;0
801900;0;0
809340;600;2698,720001
816288;0;0
825091;0;0
830062;0;0
831646;450;7213,918683
831697;0;0
832960;0;0
852046;0;0
869266;0;0
876977;0;0
898847;0;0
901844;0;0
913577;0;0
918982;1042;3973,215328
919457;120;784,545
931242;0;0
931755;0;0
937490;0;0
943850;0;0
946502;0;0
952968;0;0
957511;45;1334,871996
971086;0;0
972584;6;79,2
972592;9;108
974125;0;0
992801;0;0
115266;0;0
171972;0;0
385518;0;0
464873;0;0
567588;0;0
592643;0;0
592885;0;0
49592;0;0
58444;0;0
59080;0;0
60944;0;0
62511;0;0
76231;0;0
76625;12;48973,74092
82672;0;0
90121;0;0
94216;0;0
96104;1;8075,775
113729;18;3335,25913
120026;0;0
122017;2;681,5658439
122033;1;626,7825856
124690;0;0
133264;0;0
135123;1;695,25
141188;0;0
141418;0;0
144376;0;0
148576;3;4841,88
149225;0;0
149241;0;0
151238;0;0
152574;0;0
166237;0;0
166935;0;0
171575;0;0
179059;1;490,54
180330;0;0
182650;0;0
183831;0;0
193592;11;48911,71
195037;13;20922,99384
197339;0;0
237786;5;2036,798627
243918;7;10088,86364
244168;0;0
247588;0;0
247758;5;15764,35
249767;0;0
258756;0;0
261719;0;0
271712;0;0
283198;3;627,364
286058;0;0
301622;0;0
304444;0;0
304629;0;0
304630;0;0
306142;0;0
306832;0;0
307334;0;0
307339;2;175,542
307632;0;0
307633;0;0
307634;0;0
308997;0;0
309211;0;0
309213;0;0
309723;1;561,23
309776;2250;10640,39181
310170;1;1047,81
311468;3;1367,587792
311469;0;0
314179;0;0
314229;8;5085,463714
320305;150;596,25
327452;2;269,96
328016;0;0
330695;0;0
333560;0;0
335310;0;0
340505;8;1910,336565
343561;21;814,843
344259;0;0
344325;6;646,826
349907;0;0
350558;0;0
350560;0;0
350609;1;223,23
351005;1;957,88
352785;0;0
353235;60;4206,769856
354087;320;10696,81912
354503;0;0
355456;29;1553,433333
355459;0;0
355621;49;424,6144
356767;0;0
357802;0;0
358023;0;0
358064;0;0
359226;3;3093,23
360854;0;0
361048;0;0
361337;0;0
362990;0;0
362992;1;1618,82
363020;5;9315,8
363026;1;705,845
363505;0;0
365664;0;0
366312;0;0
366432;0;0
366461;0;0
368864;0;0
370875;0;0
370876;0;0
371848;0;0
372624;4;2415,622918
375003;0;0
375280;0;0
375283;0;0
375515;0;0
375749;5;3873,761429
376646;0;0
377680;0;0
378081;0;0
378880;0;0
378978;5;580,4
379096;2500;3057,87046
379195;1;360,2075
379198;0;0
380032;0;0
380472;0;0
381264;0;0
381532;1;334,7746
381825;0;0
382496;0;0
383326;9;1980,603725
383592;4;4485,458231
383750;81;2030,194049
384008;1620;803,1422739
384012;0;0
384013;20;4574,44
384061;2200;3853,125043
384417;5;202,82
384418;10;571,5
384421;5;199,2492352
