Cd Filial;Nm Filial;Nm Grupo;Nm Subgrupo;Nm Classe;Cod_Item;Nm Item;Local;Ds Local Estoque;m s;Qt Movimento;Vl Movimento;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;ACIDULANTE;200034;ACIDO FOSFORICO 85%;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;jan;2675,2;32237,39378;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;ACIDULANTE;200034;ACIDO FOSFORICO 85%;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;fev;3577,95;38022,89198;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;ACIDULANTE;200034;ACIDO FOSFORICO 85%;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;mar;3400,91;30813,90601;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;ACIDULANTE;200034;ACIDO FOSFORICO 85%;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;abr;3834,15;34739,27207;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;ACIDULANTE;200034;ACIDO FOSFORICO 85%;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;mai;2162,41;19592,49099;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;ACIDULANTE;200034;ACIDO FOSFORICO 85%;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;jun;1999,15;30501,78703;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;ACIDULANTE;344447;ACIDO LATICO NATURAL;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;jan;21,19;195,5703575;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;ACIDULANTE;344447;ACIDO LATICO NATURAL;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;fev;0;0;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;ACIDULANTE;344447;ACIDO LATICO NATURAL;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;abr;279,81;2437,171046;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;ACIDULANTE;344447;ACIDO LATICO NATURAL;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;mai;840,28;7318,645554;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;ACIDULANTE;344447;ACIDO LATICO NATURAL;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;jun;0;0;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;A«UCAR;200050;ACUCAR SACAROSE CRISTAL;100;LINHA DE PRODUCAO;mai;24,171;70,1494056;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;A«UCAR;200050;ACUCAR SACAROSE CRISTAL;100;LINHA DE PRODUCAO;jun;81,606;249,9500737;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;A«UCAR;200050;ACUCAR SACAROSE CRISTAL;100;LINHA DE PRODUCAO;jul;20,139;64,18783063;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;A«UCAR;200050;ACUCAR SACAROSE CRISTAL;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;jan;16527,88;57088,87583;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;A«UCAR;200050;ACUCAR SACAROSE CRISTAL;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;fev;21434,37;68173,22898;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;A«UCAR;200050;ACUCAR SACAROSE CRISTAL;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;mar;24166,76;69607,84633;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;A«UCAR;200050;ACUCAR SACAROSE CRISTAL;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;abr;22285,54;64430,54327;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;A«UCAR;200050;ACUCAR SACAROSE CRISTAL;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;mai;24220,52;70377,1706;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;A«UCAR;200050;ACUCAR SACAROSE CRISTAL;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;jun;25870,73;74309,72678;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;A«UCAR;200050;ACUCAR SACAROSE CRISTAL;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;jul;8356,76;23887,90379;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;A«UCAR;562926;ACUCAR DEXTROSE DE MILHO NAO;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;jan;42,86;668,440274;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;A«UCAR;562926;ACUCAR DEXTROSE DE MILHO NAO;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;fev;61,16;937,5167985;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;A«UCAR;562926;ACUCAR DEXTROSE DE MILHO NAO;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;mar;68,56;525,1181798;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;A«UCAR;562926;ACUCAR DEXTROSE DE MILHO NAO;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;abr;64,42;486,7388083;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;A«UCAR;562926;ACUCAR DEXTROSE DE MILHO NAO;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;mai;85,2;532,280555;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;A«UCAR;562926;ACUCAR DEXTROSE DE MILHO NAO;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;jun;513,8;3065,984454;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;A«UCAR;573625;DEXTROSE MONO HIDRATADA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;jun;71,61;700,1553174;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AMIDO;11633;FECULA DE MANDIOCA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;jan;3451,71;10181,4767;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AMIDO;11633;FECULA DE MANDIOCA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;fev;2636,22;7852,895418;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AMIDO;11633;FECULA DE MANDIOCA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;mar;1651,02;5587,977338;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AMIDO;11633;FECULA DE MANDIOCA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;abr;1101,03;3727,649716;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AMIDO;11633;FECULA DE MANDIOCA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;mai;2148,99;7133,753063;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AMIDO;11633;FECULA DE MANDIOCA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;jun;2259,38;7857,381426;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AMIDO;11633;FECULA DE MANDIOCA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;jul;442,42;1678,627271;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AMIDO;65425;FECULA DE MANDIOCA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;jan;18633,82;56088,24343;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AMIDO;65425;FECULA DE MANDIOCA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;fev;23882,06;70652,06194;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AMIDO;65425;FECULA DE MANDIOCA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;mar;27618,61;82082,50249;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AMIDO;65425;FECULA DE MANDIOCA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;abr;25418,22;77416,72318;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AMIDO;65425;FECULA DE MANDIOCA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;mai;30193,24;88450,78496;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AMIDO;65425;FECULA DE MANDIOCA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;jun;26253,68;76708,60926;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AMIDO;65425;FECULA DE MANDIOCA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;jul;9763,98;28892,30567;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AMIDO;73153;AMIDO DE MILHO MOD;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;fev;221,55;4588,817449;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AMIDO;73153;AMIDO DE MILHO MOD;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;mar;553,45;11837,46755;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AMIDO;73153;AMIDO DE MILHO MOD;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;abr;242,18;4632,703115;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AMIDO;73153;AMIDO DE MILHO MOD;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;mai;307,82;6087,833136;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AMIDO;73153;AMIDO DE MILHO MOD;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;jun;325;6428,751875;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AMIDO;73153;AMIDO DE MILHO MOD;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;jul;128,57;2543,214242;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AMIDO;73153;AMIDO DE MILHO MOD;600;ADITIVOS E CONDIMENTOS;abr;-100;-1964,2025;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AMIDO;83646;AMIDO DE BATATA MF;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;mar;719,9;6069,666788;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AMIDO;83646;AMIDO DE BATATA MF;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;abr;3572,35;30119,42695;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AMIDO;83646;AMIDO DE BATATA MF;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;mai;2032,75;17138,65172;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AMIDO;83646;AMIDO DE BATATA MF;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;jun;225;1897,034121;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AMIDO;83646;AMIDO DE BATATA MF;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;jul;500;4215,63138;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AMIDO;248819;AMIDO DE BATATA NOVATION;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;mar;1595;37415,77187;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;ANTIOXIDANTE;71163;PET - OX RC LIQUIDO - MP;9;PRODUTOS QUIMICOS INDUSTRIAIS;jan;2000;108274,31;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;ANTIOXIDANTE;71163;PET - OX RC LIQUIDO - MP;9;PRODUTOS QUIMICOS INDUSTRIAIS;fev;1000;54414,53;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;ANTIOXIDANTE;200670;ERITORBATO DE SODIO;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;jan;2281,22;27345,60928;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;ANTIOXIDANTE;200670;ERITORBATO DE SODIO;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;fev;2496,43;31574,43869;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;ANTIOXIDANTE;200670;ERITORBATO DE SODIO;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;mar;2938;36498,35401;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;ANTIOXIDANTE;200670;ERITORBATO DE SODIO;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;abr;2715,49;37837,0104;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;ANTIOXIDANTE;200670;ERITORBATO DE SODIO;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;mai;3039,78;38636,53379;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;ANTIOXIDANTE;200670;ERITORBATO DE SODIO;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;jun;3180,68;37337,36636;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;ANTIOXIDANTE;200670;ERITORBATO DE SODIO;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;jul;1110,57;13009,33869;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;ANTIOXIDANTE;450267;¡CIDO ASC”RBICO;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;jan;21,19;571,102695;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;ANTIOXIDANTE;450267;¡CIDO ASC”RBICO;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;fev;28,52;768,6573319;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;ANTIOXIDANTE;450267;¡CIDO ASC”RBICO;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;mar;24,99;673,5182136;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;ANTIOXIDANTE;450267;¡CIDO ASC”RBICO;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;abr;33,75;909,6134298;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;ANTIOXIDANTE;450267;¡CIDO ASC”RBICO;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;mai;27,49;740,8969833;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;ANTIOXIDANTE;450267;¡CIDO ASC”RBICO;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;jun;27,06;729,3078344;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;ANTIOXIDANTE;450267;¡CIDO ASC”RBICO;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;jul;11,92;321,2619876;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;ANTIOXIDANTE;544662;SOLUCAO DE BHA LIQUIDO;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;jan;68,47;5573,449932;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;ANTIOXIDANTE;544662;SOLUCAO DE BHA LIQUIDO;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;fev;31,14;2566,862637;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;ANTIOXIDANTE;544662;SOLUCAO DE BHA LIQUIDO;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;mar;61,4;5061,189843;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;ANTIOXIDANTE;544662;SOLUCAO DE BHA LIQUIDO;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;abr;64,74;5349,199945;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;ANTIOXIDANTE;544662;SOLUCAO DE BHA LIQUIDO;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;mai;59,2;4768,192897;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;ANTIOXIDANTE;544662;SOLUCAO DE BHA LIQUIDO;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;jun;63,16;5084,301998;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;ANTIOXIDANTE;544662;SOLUCAO DE BHA LIQUIDO;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;jul;24,47;1955,267567;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AROMATIZANTE;11581;AROMA NATURAL DE ALHO;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;jan;10,92;92,20302;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AROMATIZANTE;11581;AROMA NATURAL DE ALHO;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;fev;9,08;76,66698;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AROMATIZANTE;11581;AROMA NATURAL DE ALHO;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;mar;9,42;77,91753;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AROMATIZANTE;11581;AROMA NATURAL DE ALHO;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;abr;6,77;55,998055;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AROMATIZANTE;11581;AROMA NATURAL DE ALHO;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;jun;18,81;763,6436676;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AROMATIZANTE;11581;AROMA NATURAL DE ALHO;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;jul;5;202,9887474;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AROMATIZANTE;66304;AROMA TENDER CRISP BK;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;jan;40;5111,734;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AROMATIZANTE;67986;AROM IDEN NAT P SALSICHA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;jan;2225,07;139252,4069;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AROMATIZANTE;67986;AROM IDEN NAT P SALSICHA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;fev;2925,61;182048,1896;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AROMATIZANTE;67986;AROM IDEN NAT P SALSICHA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;mar;3207,32;195398,2532;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AROMATIZANTE;67986;AROM IDEN NAT P SALSICHA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;abr;2787,31;170695,0858;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AROMATIZANTE;67986;AROM IDEN NAT P SALSICHA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;mai;3012,41;184080,1537;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AROMATIZANTE;67986;AROM IDEN NAT P SALSICHA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;jun;3401,15;204528,7203;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AROMATIZANTE;67986;AROM IDEN NAT P SALSICHA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;jul;1151,72;68456,28752;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AROMATIZANTE;348401;CONDIMENTO ESPECIARIA PIMENT;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;jan;30,31;1119,113261;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AROMATIZANTE;348401;CONDIMENTO ESPECIARIA PIMENT;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;fev;51,46;1900,01994;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AROMATIZANTE;348401;CONDIMENTO ESPECIARIA PIMENT;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;mar;26,15;965,5173954;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AROMATIZANTE;348401;CONDIMENTO ESPECIARIA PIMENT;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;abr;24,97;923,6705487;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AROMATIZANTE;348401;CONDIMENTO ESPECIARIA PIMENT;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;mai;34,66;1276,845272;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AROMATIZANTE;348401;CONDIMENTO ESPECIARIA PIMENT;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;jun;19,63;718,6600273;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AROMATIZANTE;348401;CONDIMENTO ESPECIARIA PIMENT;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;jul;18,87;771,654169;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AROMATIZANTE;378815;AROMA ID NAT PIMENTA BRANCA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;jan;28,91;655,6546753;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AROMATIZANTE;378815;AROMA ID NAT PIMENTA BRANCA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;fev;28,93;654,3386552;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AROMATIZANTE;378815;AROMA ID NAT PIMENTA BRANCA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;mar;15,66;354,1978341;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AROMATIZANTE;378815;AROMA ID NAT PIMENTA BRANCA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;abr;34,34;776,7020194;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AROMATIZANTE;378829;AROMA NATURAL NOZ MOSCADA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;jan;554,35;7818,290707;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AROMATIZANTE;378829;AROMA NATURAL NOZ MOSCADA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;fev;2075,68;26537,6421;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AROMATIZANTE;378829;AROMA NATURAL NOZ MOSCADA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;mar;1926,61;22542,30487;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AROMATIZANTE;378829;AROMA NATURAL NOZ MOSCADA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;abr;2508;27445,64032;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AROMATIZANTE;378829;AROMA NATURAL NOZ MOSCADA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;mai;4150,63;45193,67626;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AROMATIZANTE;378829;AROMA NATURAL NOZ MOSCADA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;jun;4253,2;44792,99618;
704;ROLANDIA - AB. AVES;MATE.PRIMA / INSUMOS;ADITIVOS E CONDIMENTOS;AROMATIZANTE;378829;AROMA NATURAL NOZ MOSCADA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;jul;1243,26;12825,26823;
