Mês Movimento;Cd Filial;Nm Filial;Cd Item;Nm Item;Cd Local Estoque;Ds Local Estoque;Qt Movimento;Vl Movimento;soma quantidade movimento
novembro;704;ROLANDIA - AB. AVES;374232;FARINHA FERMENTO PO EMBALAGE;625;REFEITORIO;-3;-6,03249999;-3
novembro;704;ROLANDIA - AB. AVES;374238;PO PURE BATATA A GRANEL;625;REFEITORIO;-25;-806,3656693;-25
novembro;704;ROLANDIA - AB. AVES;374248;DOCE LEITE CREMOSO EMBALAGEM;17;REFEITORIO;-7;-273,156625;-7
novembro;704;ROLANDIA - AB. AVES;374248;DOCE LEITE CREMOSO EMBALAGEM;625;REFEITORIO;-8;-311,6030364;-8
novembro;704;ROLANDIA - AB. AVES;374249;DOCE GOIABA CREMOSO EMBALAGE;17;REFEITORIO;-14;-412,3340518;-14
novembro;704;ROLANDIA - AB. AVES;374250;CREME LEITE PASTEURIZADO TRA;17;REFEITORIO;-48;-103,3608302;-48
novembro;704;ROLANDIA - AB. AVES;374250;CREME LEITE PASTEURIZADO TRA;625;REFEITORIO;-52;-111,2449437;-52
novembro;704;ROLANDIA - AB. AVES;374260;FARINHA TRIGO KIBE EMBALAGEM;625;REFEITORIO;-45;-135;-45
novembro;704;ROLANDIA - AB. AVES;374268;PO SOBREMESA PUDIM DISOLVIDO;17;REFEITORIO;-58;-425,0280977;-58
novembro;704;ROLANDIA - AB. AVES;374269;PO SOBREMESA PUDIM DISOLVIDO;17;REFEITORIO;-520;-3817,23;-520
novembro;704;ROLANDIA - AB. AVES;374271;PO SOBREMESA PUDIM DISOLVIDO;17;REFEITORIO;-440;-3230,229184;-440
novembro;704;ROLANDIA - AB. AVES;374272;PREPARADO P/SUCO PO ARTIFICI;17;REFEITORIO;-40;-366,039196;-40
novembro;704;ROLANDIA - AB. AVES;374272;PREPARADO P/SUCO PO ARTIFICI;625;REFEITORIO;-53;-483,2935825;-53
novembro;704;ROLANDIA - AB. AVES;374273;PREPARADO P/SUCO PO ARTIFICI;17;REFEITORIO;-10;-91,525172;-10
novembro;704;ROLANDIA - AB. AVES;374274;PREPARADO P/SUCO PO ARTIFICI;17;REFEITORIO;-10;-91,545046;-10
novembro;704;ROLANDIA - AB. AVES;374274;PREPARADO P/SUCO PO ARTIFICI;625;REFEITORIO;15;136,8108824;15
novembro;704;ROLANDIA - AB. AVES;374281;"MILHO;CANJICA AMARELA;PACOTE";17;REFEITORIO;-150;-269,9439255;-150
novembro;704;ROLANDIA - AB. AVES;374281;"MILHO;CANJICA AMARELA;PACOTE";625;REFEITORIO;-36;-64,90285704;-36
novembro;704;ROLANDIA - AB. AVES;374282;FRIOS PARMESAO RALADO EMBALA;625;REFEITORIO;0;0;0
novembro;704;ROLANDIA - AB. AVES;374284;LEITE CONDENSADO TRADICIONAL;625;REFEITORIO;-44;-174,5406667;-44
novembro;704;ROLANDIA - AB. AVES;374291;PREPARADO P/SUCO PO ARTIFICI;17;REFEITORIO;-30;-274,1605287;-30
novembro;704;ROLANDIA - AB. AVES;374291;PREPARADO P/SUCO PO ARTIFICI;625;REFEITORIO;21;191,4983276;21
novembro;704;ROLANDIA - AB. AVES;374292;PREPARADO P/SUCO PO ARTIFICI;17;REFEITORIO;-10;-91,4888092;-10
novembro;704;ROLANDIA - AB. AVES;374292;PREPARADO P/SUCO PO ARTIFICI;625;REFEITORIO;15;136,7833409;15
novembro;704;ROLANDIA - AB. AVES;374293;PREPARADO P/SUCO PO ARTIFICI;17;REFEITORIO;-50;-457,642404;-50
novembro;704;ROLANDIA - AB. AVES;374293;PREPARADO P/SUCO PO ARTIFICI;625;REFEITORIO;5;45,60362745;5
novembro;704;ROLANDIA - AB. AVES;374294;PREPARADO P/SUCO PO ARTIFICI;17;REFEITORIO;-100;-914,703317;-100
novembro;704;ROLANDIA - AB. AVES;374295;PREPARADO P/SUCO PO ARTIFICI;17;REFEITORIO;-140;-1278,861615;-140
novembro;704;ROLANDIA - AB. AVES;374295;PREPARADO P/SUCO PO ARTIFICI;625;REFEITORIO;21;191,5013789;21
novembro;704;ROLANDIA - AB. AVES;374297;PREPARADO P/SUCO PO ARTIFICI;17;REFEITORIO;-130;-1187,325558;-130
novembro;704;ROLANDIA - AB. AVES;374297;PREPARADO P/SUCO PO ARTIFICI;625;REFEITORIO;-28;-255,3803137;-28
novembro;704;ROLANDIA - AB. AVES;374298;PREPARADO P/SUCO PO ARTIFICI;17;REFEITORIO;-60;-547,8224304;-60
novembro;704;ROLANDIA - AB. AVES;374299;PREPARADO P/SUCO PO ARTIFICI;17;REFEITORIO;-10;-91,5818846;-10
novembro;704;ROLANDIA - AB. AVES;374299;PREPARADO P/SUCO PO ARTIFICI;625;REFEITORIO;-13;-118,5540782;-13
novembro;704;ROLANDIA - AB. AVES;374302;PREPARADO P/SUCO PO ARTIFICI;17;REFEITORIO;-70;-639,5378615;-70
novembro;704;ROLANDIA - AB. AVES;374314;PO SOBREMESA PUDIM DISOLVIDO;17;REFEITORIO;-164;-1203,169039;-164
novembro;704;ROLANDIA - AB. AVES;374397;ANEL ESPECIFICO 890913015000;299;ITENS CRITICOS;-1;-24,00222222;-1
novembro;704;ROLANDIA - AB. AVES;374398;PORCA ESPECIFICO 89091601500;299;ITENS CRITICOS;-1;-62,60520833;-1
novembro;704;ROLANDIA - AB. AVES;374446;BOTAO ESPECIFICO 105111741 M;618;ESTOQUE SALSICHA;-2;-1010,48;-2
novembro;704;ROLANDIA - AB. AVES;374447;ROLAMENTO ESPECIFICO 105082;602;MANUTENÇÃO;-2;-147,14;-2
novembro;704;ROLANDIA - AB. AVES;374577;SELO ESPECIFICO 2000000 FRIG;5;MANUTENÇÃO MECANICA;-3;-694,47;-3
novembro;704;ROLANDIA - AB. AVES;374613;SELO MECANICO MATERIAL FACE;5;MANUTENÇÃO MECANICA;-1;-87,19369523;-1
novembro;704;ROLANDIA - AB. AVES;374613;SELO MECANICO MATERIAL FACE;602;MANUTENÇÃO;-1;-87,21333333;-1
novembro;704;ROLANDIA - AB. AVES;374683;VALVULA RESPIRO 1 VIA BRONZE;5;MANUTENÇÃO MECANICA;-2;-184,88;-2
novembro;704;ROLANDIA - AB. AVES;374794;LIXA FOLHA TIPO FERRO GRANA;5;MANUTENÇÃO MECANICA;-3;-7,48021098;-3
novembro;704;ROLANDIA - AB. AVES;375376;TOMADA INDUSTRIAL MATERIAL C;619;MANUTENÇÃO ELÉTRICA;-1;-181,9125;-1
novembro;704;ROLANDIA - AB. AVES;375403;CEBOLA EM PO;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-3452,6;-56857,28336;-3452,6
novembro;704;ROLANDIA - AB. AVES;375458;BOBINA PANO LIMPEZA PROFESSI;607;HIGIENE E LIMPEZA;-8;-952,7619048;-8
novembro;704;ROLANDIA - AB. AVES;375556;RETENTOR BR MATERIAL BORRACH;5;MANUTENÇÃO MECANICA;-2;-22,8182857;-2
novembro;704;ROLANDIA - AB. AVES;375560;ETIQUETA ADIC LACRE SIF RUS;100;LINHA DE PRODUCAO;-53144;-6917,097089;-53144
novembro;704;ROLANDIA - AB. AVES;375563;CHAVETA ESPECIFICO 891304015;299;ITENS CRITICOS;-1;-15,68;-1
novembro;704;ROLANDIA - AB. AVES;375744;BARRA ROSCADA MATERIAL ACO I;5;MANUTENÇÃO MECANICA;-2;-22;-2
novembro;704;ROLANDIA - AB. AVES;375749;MEIO CULTURA SUBSTANCIA AGAR;19;MATERIAIS DE LABORATÓRIO;-1;-657,72;-1
novembro;704;ROLANDIA - AB. AVES;376133;"RODA;TM EQUIPAMENTOS/NRE15";5;MANUTENÇÃO MECANICA;-6;-522,2276522;-6
novembro;704;ROLANDIA - AB. AVES;376158;FLANGE ESPECIFICO 8926059000;299;ITENS CRITICOS;-3;-2097,971895;-3
novembro;704;ROLANDIA - AB. AVES;376244;ESCOVA MANUAL CERDA METALICA;5;MANUTENÇÃO MECANICA;-8;-155,4436364;-8
novembro;704;ROLANDIA - AB. AVES;376729;CONTROL TEMP /TEMPO TIPO ELE;7;MANUTENÇÃO ELETRICA;-3;-905,5583333;-3
novembro;704;ROLANDIA - AB. AVES;376965;PARAFUSO SEXTAVADO INOX 16X5;5;MANUTENÇÃO MECANICA;-18;-202,662;-18
novembro;704;ROLANDIA - AB. AVES;377138;FACA PR MAT DIR 6 POL POLIPR;13;AUXILIARES DA INDUSTRIA;-12;-137,5736909;-12
novembro;704;ROLANDIA - AB. AVES;377283;LUVA MATERIAL LATEX NATURAL ;11;UNIFORMES E EPI'S;-300;-1777,55;-300
novembro;704;ROLANDIA - AB. AVES;377283;LUVA MATERIAL LATEX NATURAL ;605;UNIFORMES E EPI´S;-165;-977,6552787;-165
novembro;704;ROLANDIA - AB. AVES;377419;LUVA MATERIAL LATEX NATURAL ;11;UNIFORMES E EPI'S;-20;-118,5;-20
novembro;704;ROLANDIA - AB. AVES;377419;LUVA MATERIAL LATEX NATURAL ;605;UNIFORMES E EPI´S;-230;-1411,662;-230
novembro;704;ROLANDIA - AB. AVES;377420;LUVA MATERIAL POLIAMIDA COR ;11;UNIFORMES E EPI'S;-170;-331,8311006;-170
novembro;704;ROLANDIA - AB. AVES;377420;LUVA MATERIAL POLIAMIDA COR ;605;UNIFORMES E EPI´S;-32;-149,0469313;-32
novembro;704;ROLANDIA - AB. AVES;377421;LUVA MATERIAL POLIAMIDA COR;11;UNIFORMES E EPI'S;-48;-93,69;-48
novembro;704;ROLANDIA - AB. AVES;377421;LUVA MATERIAL POLIAMIDA COR;605;UNIFORMES E EPI´S;-27;-52,70624997;-27
novembro;704;ROLANDIA - AB. AVES;377423;LUVA MATERIAL POLIAMIDA COR ;11;UNIFORMES E EPI'S;-27;-52,70609649;-27
novembro;704;ROLANDIA - AB. AVES;377424;LUVA MATERIAL FIO ACO C/POLI;11;UNIFORMES E EPI'S;-178;-5604,576625;-178
novembro;704;ROLANDIA - AB. AVES;377424;LUVA MATERIAL FIO ACO C/POLI;605;UNIFORMES E EPI´S;-2;-62,97083332;-2
novembro;704;ROLANDIA - AB. AVES;377425;LUVA MATERIAL FIO ACO C/POLI;11;UNIFORMES E EPI'S;-12;-377,8235894;-12
novembro;704;ROLANDIA - AB. AVES;377459;LUVA DESCARTAVEL MATERIAL CO;11;UNIFORMES E EPI'S;-3700;-806,8368;-3700
novembro;704;ROLANDIA - AB. AVES;377459;LUVA DESCARTAVEL MATERIAL CO;605;UNIFORMES E EPI´S;-1400;-305,367218;-1400
novembro;704;ROLANDIA - AB. AVES;377460;LUVA DESCARTAVEL MATERIAL CO;605;UNIFORMES E EPI´S;-5597;-1220,507589;-5597
novembro;704;ROLANDIA - AB. AVES;377461;LUVA DESCARTAVEL MATERIAL CO;11;UNIFORMES E EPI'S;-36009;-7852,326;-36009
novembro;704;ROLANDIA - AB. AVES;377461;LUVA DESCARTAVEL MATERIAL CO;605;UNIFORMES E EPI´S;-3300;-719,59899;-3300
novembro;704;ROLANDIA - AB. AVES;377475;ELETRODO SOLDA APLICACAO ACO;5;MANUTENÇÃO MECANICA;-1;-60,084;-1
novembro;704;ROLANDIA - AB. AVES;377533;FILME ESTICAVEL TIPO NORMAL;100;LINHA DE PRODUCAO;-8752,151;-74362,65217;-8752,151
novembro;704;ROLANDIA - AB. AVES;377533;FILME ESTICAVEL TIPO NORMAL;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-2447,91;-21437,25944;-2447,91
novembro;704;ROLANDIA - AB. AVES;377594;LIMPADOR CITRUS LIMPANTE SPR;606;COMBUSTIVEIS E LUBRIFICANTES;-34;-1792,439394;-34
novembro;704;ROLANDIA - AB. AVES;377790;ROLAMENTO RIGIDO ESFERA 6307;602;MANUTENÇÃO;-2;-473,75;-2
novembro;704;ROLANDIA - AB. AVES;378002;REFIL RODO BORRACHA VERMELHO;12;MATERIAIS DE LIMPEZA;-70;-1601,321673;-70
novembro;704;ROLANDIA - AB. AVES;378002;REFIL RODO BORRACHA VERMELHO;607;HIGIENE E LIMPEZA;-20;-484,9633454;-20
novembro;704;ROLANDIA - AB. AVES;378195;DESINFETANTE VERSATIL FLORAL;12;MATERIAIS DE LIMPEZA;-34;-440,7926382;-34
novembro;704;ROLANDIA - AB. AVES;378195;DESINFETANTE VERSATIL FLORAL;607;HIGIENE E LIMPEZA;-6;-80,34874941;-6
novembro;704;ROLANDIA - AB. AVES;378312;"REFRIGERANTE;GUARANA;GARRAFA";625;REFEITORIO;-37;-310,8;-37
novembro;704;ROLANDIA - AB. AVES;378353;COPO DESCARTAVEL MATERIAL PO;14;MATERIAIS ADMINISTRATIVOS;-3033;-11224,91457;-3033
novembro;704;ROLANDIA - AB. AVES;378353;COPO DESCARTAVEL MATERIAL PO;617;ESTOQUE ALMOXARIFADO;-579;-2162,299025;-579
novembro;704;ROLANDIA - AB. AVES;378412;KIT ESPECIFICO REVISAO 90036;618;ESTOQUE SALSICHA;-3;-14504,355;-3
novembro;704;ROLANDIA - AB. AVES;378462;NIPLE COMUM/DUPLO AC A105 GF;6;MANUTENÇÃO HIDRAULICA E CIVIL;-9;-127,593;-9
novembro;704;ROLANDIA - AB. AVES;378678;ROLAMENTO RIGIDO ESFERA UC20;5;MANUTENÇÃO MECANICA;-21;-1092,686;-21
novembro;704;ROLANDIA - AB. AVES;378813;LIXA DISCO FLAP CONICO GRANA;5;MANUTENÇÃO MECANICA;-20;-498,9716129;-20
novembro;704;ROLANDIA - AB. AVES;378815;AROMA ID NAT PIMENTA BRANCA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-25;-567,44;-25
novembro;704;ROLANDIA - AB. AVES;378829;AROMA NATURAL NOZ MOSCADA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-1781,48;-24827,05711;-1781,48
novembro;704;ROLANDIA - AB. AVES;378832;AROMA FUMAÇA LIQUIDA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-1748,83;-26010,39591;-1748,83
novembro;704;ROLANDIA - AB. AVES;378838;FITA TESTE CLORO FORNECIMENT;9;PRODUTOS QUIMICOS INDUSTRIAIS;-4;-441,26;-4
novembro;704;ROLANDIA - AB. AVES;378942;CREME PROTE MAO EPI APLICACA;11;UNIFORMES E EPI'S;-18;-513,3735;-18
novembro;704;ROLANDIA - AB. AVES;378942;CREME PROTE MAO EPI APLICACA;605;UNIFORMES E EPI´S;-5;-143,0866;-5
novembro;704;ROLANDIA - AB. AVES;378969;CP MAN PDO S/IMP 1200X1000 M;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-6166,68;-21191,30344;-6166,68
novembro;704;ROLANDIA - AB. AVES;379002;CADEADO TIPO HASTE CURTA MAT;5;MANUTENÇÃO MECANICA;-6;-186,4053682;-6
novembro;704;ROLANDIA - AB. AVES;379016;CONECTOR RETO MATERIAL LATAO;6;MANUTENÇÃO HIDRAULICA E CIVIL;-22;-109,2518889;-22
novembro;704;ROLANDIA - AB. AVES;379021;CONECTOR REGULADOR FLUXO MAT;6;MANUTENÇÃO HIDRAULICA E CIVIL;-4;-123,0520902;-4
novembro;704;ROLANDIA - AB. AVES;379096;BOLSA P/AMOSTRA ESTERIL LIQU;19;MATERIAIS DE LABORATÓRIO;-1500;-1862,726615;-1500
novembro;704;ROLANDIA - AB. AVES;379810;VALVULA ESFERA 2 VIAS TRIPAR;602;MANUTENÇÃO;-1;-117,504;-1
novembro;704;ROLANDIA - AB. AVES;379940;IMPRESSO ORDEM SERVICO MANUT;14;MATERIAIS ADMINISTRATIVOS;-25;-450;-25
novembro;704;ROLANDIA - AB. AVES;380222;QUEROSENE LIMPEZA BD GIRUX A;606;COMBUSTIVEIS E LUBRIFICANTES;-1;-17,5;-1
novembro;704;ROLANDIA - AB. AVES;380341;PISTA ESPECIFICO 2000014001;5;MANUTENÇÃO MECANICA;-1;-352,73;-1
novembro;704;ROLANDIA - AB. AVES;380345;PISTA ESPECIFICO 2000013001;5;MANUTENÇÃO MECANICA;-1;-277,3025;-1
novembro;704;ROLANDIA - AB. AVES;380376;"VALVULA;SEW/130311";5;MANUTENÇÃO MECANICA;-2;-108,48;-2
novembro;704;ROLANDIA - AB. AVES;380401;"AVENTAL SEGURANÇA;RASPA COUR";11;UNIFORMES E EPI'S;-1;-65,58;-1
novembro;704;ROLANDIA - AB. AVES;380650;CAPACETE ABA FRONTAL MATERIA;605;UNIFORMES E EPI´S;-1;-32,81835;-1
novembro;704;ROLANDIA - AB. AVES;380693;CT MAN PDO 1160X960X1080;100;LINHA DE PRODUCAO;-2218,7143;-341974,0303;-2218,7143
novembro;704;ROLANDIA - AB. AVES;380744;FD MAN PDO  1200X997X188;100;LINHA DE PRODUCAO;-2187,7143;-42561,22067;-2187,7143
novembro;704;ROLANDIA - AB. AVES;380745;FD PDO S/IMP 1135X935X100 MM;100;LINHA DE PRODUCAO;-2102,4577;-33465,55113;-2102,4577
novembro;704;ROLANDIA - AB. AVES;380949;RODA ESPECIFICO 07000010C017;299;ITENS CRITICOS;-5;-3964,08;-5
novembro;704;ROLANDIA - AB. AVES;380964;ANEL ESPECIFICO 893536160000;299;ITENS CRITICOS;-1;-19,38;-1
novembro;704;ROLANDIA - AB. AVES;381124;ANEL ESPECIFICO 893536160001;299;ITENS CRITICOS;-1;-21,33;-1
novembro;704;ROLANDIA - AB. AVES;381129;PARAFUSO ESPECIFICO 89401690;299;ITENS CRITICOS;-2;-394,42;-2
novembro;704;ROLANDIA - AB. AVES;381532;MEIO CULTURA SUBSTANCIA AGAR;19;MATERIAIS DE LABORATÓRIO;-1;-322,979;-1
novembro;704;ROLANDIA - AB. AVES;381858;CONECTOR COTOVELO MACHO GIRA;6;MANUTENÇÃO HIDRAULICA E CIVIL;-12;-40,14799999;-12
novembro;704;ROLANDIA - AB. AVES;381883;MANGUEIRA INDUSTRIAL BORRACH;6;MANUTENÇÃO HIDRAULICA E CIVIL;-100;-2349,85;-100
novembro;704;ROLANDIA - AB. AVES;382192;BUCHA ESPECIFICO 89066404500;299;ITENS CRITICOS;-2;-338,33;-2
novembro;704;ROLANDIA - AB. AVES;382204;AROMA IDENT NAT CARNE BOVINA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-523,33;-6861,967954;-523,33
novembro;704;ROLANDIA - AB. AVES;382213;ABRACADEIRA S/FIM AI304 NATU;5;MANUTENÇÃO MECANICA;-4;-31,8;-4
novembro;704;ROLANDIA - AB. AVES;382492;CABO ALTA TEMPERATURA COBRE;7;MANUTENÇÃO ELETRICA;-10;-80,0876923;-10
novembro;704;ROLANDIA - AB. AVES;382746;LUVA MATERIAL FIO ACO C/POLI;11;UNIFORMES E EPI'S;-36;-1076,09;-36
novembro;704;ROLANDIA - AB. AVES;382858;VASSOURA MATERIAL POLIAMIDA;12;MATERIAIS DE LIMPEZA;-2;-46,77948054;-2
novembro;704;ROLANDIA - AB. AVES;382935;FILTRO ESPECIFICO 00701360 S;5;MANUTENÇÃO MECANICA;-1;-202,93125;-1
novembro;704;ROLANDIA - AB. AVES;383408;REDUCAO TUBO METALICO TIPO C;6;MANUTENÇÃO HIDRAULICA E CIVIL;-11;-167,0004241;-11
novembro;704;ROLANDIA - AB. AVES;383592;SORO IDENTIFICACAO BACTERIAN;19;MATERIAIS DE LABORATÓRIO;-1;-1117,867186;-1
novembro;704;ROLANDIA - AB. AVES;383750;SACO P/AUTOCLAVE MATERIAL PO;19;MATERIAIS DE LABORATÓRIO;-13;-270,2260891;-13
novembro;704;ROLANDIA - AB. AVES;383833;OCULOS TIPO UNISSEX GRAU C/G;11;UNIFORMES E EPI'S;-2;-868;-2
novembro;704;ROLANDIA - AB. AVES;383833;OCULOS TIPO UNISSEX GRAU C/G;605;UNIFORMES E EPI´S;-1;-419;-1
novembro;704;ROLANDIA - AB. AVES;383898;ADAPTADOR TUBO NAO METALICO;6;MANUTENÇÃO HIDRAULICA E CIVIL;-1;-39,84;-1
novembro;704;ROLANDIA - AB. AVES;384008;PLACA PETRI POLIESTIRENO INC;19;MATERIAIS DE LABORATÓRIO;-420;-272,2237602;-420
novembro;704;ROLANDIA - AB. AVES;384050;ANEL VEDACAO CONEXAO SANITAR;5;MANUTENÇÃO MECANICA;-1;-9,986;-1
novembro;704;ROLANDIA - AB. AVES;384061;PLACA PETRI POLIESTIRENO INC;19;MATERIAIS DE LABORATÓRIO;-600;-1033,466982;-600
novembro;704;ROLANDIA - AB. AVES;384268;ANEL VEDACAO CONEXAO SANITAR;5;MANUTENÇÃO MECANICA;-3;-25,5;-3
novembro;704;ROLANDIA - AB. AVES;384417;MEIO CULTURA SUBSTANCIA CALD;19;MATERIAIS DE LABORATÓRIO;-5;-190,8541667;-5
novembro;704;ROLANDIA - AB. AVES;384418;MEIO CULTURA SUBSTANCIA AGAR;19;MATERIAIS DE LABORATÓRIO;-1;-39,12;-1
novembro;704;ROLANDIA - AB. AVES;384421;MEIO CULTURA SUBSTANCIA CALD;19;MATERIAIS DE LABORATÓRIO;-5;-192,01;-5
novembro;704;ROLANDIA - AB. AVES;384790;CONECTOR COTOVELO MACHO GIRA;6;MANUTENÇÃO HIDRAULICA E CIVIL;-15;-53,8011111;-15
novembro;704;ROLANDIA - AB. AVES;384790;CONECTOR COTOVELO MACHO GIRA;602;MANUTENÇÃO;-16;-99,66546156;-16
novembro;704;ROLANDIA - AB. AVES;385020;TR  CEL 19,4-20,7X155 385020;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-167675;-29595,91015;-167675
novembro;704;ROLANDIA - AB. AVES;385163;FORMULARIO BLOCO REQUISICAO;14;MATERIAIS ADMINISTRATIVOS;-10;-85,5625;-10
novembro;704;ROLANDIA - AB. AVES;385173;REDUCAO TUBO METALICO TIPO C;6;MANUTENÇÃO HIDRAULICA E CIVIL;-2;-43,42777778;-2
novembro;704;ROLANDIA - AB. AVES;385198;MACACAO TYCHEM SL127T (SARAN;11;UNIFORMES E EPI'S;-1;-362,06635;-1
novembro;704;ROLANDIA - AB. AVES;385198;MACACAO TYCHEM SL127T (SARAN;605;UNIFORMES E EPI´S;-1;-362,06635;-1
novembro;704;ROLANDIA - AB. AVES;385568;PARAFUSO CAB SEX TIPO PD ENC;5;MANUTENÇÃO MECANICA;-8;-27,87055776;-8
novembro;704;ROLANDIA - AB. AVES;385763;DISCO DESBASTE OXIDO ALUMINI;5;MANUTENÇÃO MECANICA;-7;-42,77986411;-7
novembro;704;ROLANDIA - AB. AVES;385923;RETENTOR BRG MATERIAL BORRAC;5;MANUTENÇÃO MECANICA;-2;-32,166;-2
novembro;704;ROLANDIA - AB. AVES;386148;KIT HIGIENICO AUDITIVO REFER;605;UNIFORMES E EPI´S;-1;-54,96006432;-1
novembro;704;ROLANDIA - AB. AVES;386247;EMENDA CORRENTE ROLO TIPO DU;5;MANUTENÇÃO MECANICA;-2;-53,216;-2
novembro;704;ROLANDIA - AB. AVES;386248;BACTERIA INDUST LIQUIDO BIOG;9;PRODUTOS QUIMICOS INDUSTRIAIS;-60;-3945,442;-60
novembro;704;ROLANDIA - AB. AVES;386451;MOLHO SOJA TERIYAKY LIQUIDO;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-10326,74;-40012,55212;-10326,74
novembro;704;ROLANDIA - AB. AVES;386598;ROLAM RIG ESF SUC208 UMA CAR;5;MANUTENÇÃO MECANICA;-7;-2702,002;-7
novembro;704;ROLANDIA - AB. AVES;386634;SODA CAUSTICA LIQUID;9;PRODUTOS QUIMICOS INDUSTRIAIS;-4590;-14630,98625;-4590
novembro;704;ROLANDIA - AB. AVES;386943;ANEL ELASTICO FURO NORMATIZA;5;MANUTENÇÃO MECANICA;-1;-1,653125;-1
novembro;704;ROLANDIA - AB. AVES;386968;SENSOR FOTOELETRICO REFERENC;7;MANUTENÇÃO ELETRICA;-2;-1251,79;-2
novembro;704;ROLANDIA - AB. AVES;387007;MASCARA DE SOLDA DE;11;UNIFORMES E EPI'S;-4;-1637,927066;-4
novembro;704;ROLANDIA - AB. AVES;387325;"ANEL;MEYN/8909100150015";299;ITENS CRITICOS;-4;-25,39;-4
novembro;704;ROLANDIA - AB. AVES;387326;ANEL TRAVA ARANHA MATERIAL A;299;ITENS CRITICOS;-1;-29,28;-1
novembro;704;ROLANDIA - AB. AVES;387407;LAMINA ESPECIFICO 3943357 ST;5;MANUTENÇÃO MECANICA;-2;-2112,515351;-2
novembro;704;ROLANDIA - AB. AVES;387450;PINHAO ESPECIFICO 41130 SEW;299;ITENS CRITICOS;-2;-389,924;-2
novembro;704;ROLANDIA - AB. AVES;387475;TOUCA FRIGORIFICA TIPO EXTER;11;UNIFORMES E EPI'S;-13;-710,2478512;-13
novembro;704;ROLANDIA - AB. AVES;387475;TOUCA FRIGORIFICA TIPO EXTER;605;UNIFORMES E EPI´S;-4;-260,2179502;-4
novembro;704;ROLANDIA - AB. AVES;387477;FILTRO /CARTUCHO PARA RESPIR;605;UNIFORMES E EPI´S;-14;-1032,465;-14
novembro;704;ROLANDIA - AB. AVES;387579;CILINDRO ESPECIFICO 07000010;299;ITENS CRITICOS;-1;-6543,75;-1
novembro;704;ROLANDIA - AB. AVES;387628;PARAFUSO CAB SEX TIPO PD ENC;5;MANUTENÇÃO MECANICA;-26;-85,33256524;-26
novembro;704;ROLANDIA - AB. AVES;387727;ELETRODO SOLDA APLIC AC NORM;5;MANUTENÇÃO MECANICA;-2;-46,4378;-2
novembro;704;ROLANDIA - AB. AVES;387740;TESTE INDICADOR DE ANAEROBIO;19;MATERIAIS DE LABORATÓRIO;-2;-390,3789686;-2
novembro;704;ROLANDIA - AB. AVES;387778;LIXA FOLHA TIPO FERRO GRANA;5;MANUTENÇÃO MECANICA;-8;-20,42005372;-8
novembro;704;ROLANDIA - AB. AVES;387839;SOLUCAO INDICADORA DPD DM-S1;614;DEPOSITO DE QUIMICO;-1;-1257,876458;-1
novembro;704;ROLANDIA - AB. AVES;387897;ANEL ESPECIFICO 669429 STORK;299;ITENS CRITICOS;-30;-561,7099998;-30
novembro;704;ROLANDIA - AB. AVES;387923;EIXO ESPECIFICO 440212001 FR;5;MANUTENÇÃO MECANICA;-1;-671,3275;-1
novembro;704;ROLANDIA - AB. AVES;387944;REGISTRO NAO METALICO P/ TUB;6;MANUTENÇÃO HIDRAULICA E CIVIL;-3;-103,662;-3
novembro;704;ROLANDIA - AB. AVES;388066;ALCOOL ETILICO CH3CH2OH 70,0;12;MATERIAIS DE LIMPEZA;-20;-666,7332558;-20
novembro;704;ROLANDIA - AB. AVES;388066;ALCOOL ETILICO CH3CH2OH 70,0;19;MATERIAIS DE LABORATÓRIO;-9;-373,1762308;-9
novembro;704;ROLANDIA - AB. AVES;388164;DISPENSER/SABONETEIRA MATERI;12;MATERIAIS DE LIMPEZA;-11;-715;-11
novembro;704;ROLANDIA - AB. AVES;388541;ANEL ELASTICO EIXO NORMATIZA;5;MANUTENÇÃO MECANICA;-3;-2,565;-3
novembro;704;ROLANDIA - AB. AVES;388630;CORRENTE ROL TIPO SIMPLES AC;5;MANUTENÇÃO MECANICA;-14;-393,0606316;-14
novembro;704;ROLANDIA - AB. AVES;388640;INVERSOR/CONVERSOR FREQUENCI;7;MANUTENÇÃO ELETRICA;-1;-1500;-1
novembro;704;ROLANDIA - AB. AVES;388799;GUIA ESPECIFICO 07000010I031;299;ITENS CRITICOS;-8;-8976,51;-8
novembro;704;ROLANDIA - AB. AVES;388811;GUIA ESPECIFICO 07000000C069;299;ITENS CRITICOS;-4;-4992,47;-4
novembro;704;ROLANDIA - AB. AVES;388814;RELE INDUSTRIAL 1 CONTATO 24;7;MANUTENÇÃO ELETRICA;-6;-308,82;-6
novembro;704;ROLANDIA - AB. AVES;389451;CORRENTE ROL TIPO SIMPLES AC;5;MANUTENÇÃO MECANICA;-5;-276,61;-5
