Mês Movimento;Cd Filial;Nm Filial;Cd Item;Nm Item;Cd Local Estoque;Ds Local Estoque;Qt Movimento;Vl Movimento;soma quantidade movimento
abril;516;ROLANDIA - FFO;12538;SACO C/IMP MATERIAL POLIPROP;1;PRODUTOS QUIMICOS;-3000;-477,01864;-3000
abril;516;ROLANDIA - FFO;14687;ACOPLAMENTO 2P+T 16A 220/240;3;MANUTENÇÃO;-9;-382,3391667;-9
abril;516;ROLANDIA - FFO;15467;FECHADURA STAM 804 CR;3;MANUTENÇÃO;-3;-570;-3
abril;516;ROLANDIA - FFO;46919;ARRUELA CIRC 1/2 304 PASS B;3;MANUTENÇÃO;-13;-4,29;-13
abril;516;ROLANDIA - FFO;65143;ANTI OX COMP BHA BHT;100;LINHA DE PRODUÇÃO;-2662,6106;-80993,72471;-2662,6106
abril;516;ROLANDIA - FFO;83931;BOTA SEGURANCA;4;UNIFORMES E EPI'S;-2;-239,0915;-2
abril;516;ROLANDIA - FFO;92952;"DOCE COCO;COCADA BRANCA;PCT ";625;REFEITORIO;-5;-268;-5
abril;516;ROLANDIA - FFO;95848;"KETCHUP;FRASCO 1KG";625;REFEITORIO;-1;-10,76142858;-1
abril;516;ROLANDIA - FFO;102088;FUSIVEL NH CORRENTE 315A TEN;3;MANUTENÇÃO;-7;-455,385;-7
abril;516;ROLANDIA - FFO;109753;FOTOCEL ILUM EX 220V 220V EX;3;MANUTENÇÃO;-2;-96,77519319;-2
abril;516;ROLANDIA - FFO;141481;"AZEITONA;VERDE;S/CAROÇO;FRAS";625;REFEITORIO;-5;-50;-5
abril;516;ROLANDIA - FFO;147149;"MACARRAO;AVE MARIA;PCT 500G";625;REFEITORIO;-4;-11,96;-4
abril;516;ROLANDIA - FFO;154288;ESTATOR DA BOMBA NEMO NETZSC;3;MANUTENÇÃO;-1;-3136,315;-1
abril;516;ROLANDIA - FFO;159812;"CILINDRO P/FECHADURA;P/CHAVE";3;MANUTENÇÃO;-2;-156;-2
abril;516;ROLANDIA - FFO;169863;PROTETOR AURICULAR TIPO CONC;4;UNIFORMES E EPI'S;-1;-271,7917273;-1
abril;516;ROLANDIA - FFO;186230;CAVACO A EUCALIPTO SECO UMID;2;LENHA;-2227,54;-666778,8242;-2227,54
abril;516;ROLANDIA - FFO;192450;"PA P/LIXO;ALUMINIO;NATURAL;C";5;MATERIAIS ADMINSTRATIVOS;-1;-49,9;-1
abril;516;ROLANDIA - FFO;207136;CORREIA TRANSM V N SECAO UNI;3;MANUTENÇÃO;-2;-36,16916666;-2
abril;516;ROLANDIA - FFO;207195;CORREIA TRANSM V N SECAO UNI;3;MANUTENÇÃO;-1;-19,71058873;-1
abril;516;ROLANDIA - FFO;207594;CORREIA TRANSM V N SECAO UNI;3;MANUTENÇÃO;-16;-1262,558769;-16
abril;516;ROLANDIA - FFO;217932;"PURE DE BATATA;A GRANEL";625;REFEITORIO;-11;-373,4493081;-11
abril;516;ROLANDIA - FFO;220280;ALCOOL 70%;1;PRODUTOS QUIMICOS;-33;-255,2094441;-33
abril;516;ROLANDIA - FFO;229571;FUSIVEL NH00 63A 3NA3 822;3;MANUTENÇÃO;-1;-25,255;-1
abril;516;ROLANDIA - FFO;238082;ESPONJA SCOTT BRIT;5;MATERIAIS ADMINSTRATIVOS;-26;-29,973316;-26
abril;516;ROLANDIA - FFO;240370;ESCOVA MANUAL CERDA METALICA;3;MANUTENÇÃO;-1;-7,8;-1
abril;516;ROLANDIA - FFO;241008;LIXA FOLHA TIPO FERRO GRANA;3;MANUTENÇÃO;-11;-24,7148;-11
abril;516;ROLANDIA - FFO;241040;LIXA FOLHA TIPO FERRO GRANA;3;MANUTENÇÃO;-6;-32,79807217;-6
abril;516;ROLANDIA - FFO;243140;GAS GLP CILINDRO 20KG;1;PRODUTOS QUIMICOS;-6,1192;-685,36;-6,1192
abril;516;ROLANDIA - FFO;244430;FITA SINALIZACAO ZEBRADA MAT;5;MATERIAIS ADMINSTRATIVOS;-4;-65,88095238;-4
abril;516;ROLANDIA - FFO;246182;AGUA SANITARIA CLORO ATIVO D;5;MATERIAIS ADMINSTRATIVOS;-25;-97,64075992;-25
abril;516;ROLANDIA - FFO;247545;ELETRODO SOLDA APLIC AC NORM;3;MANUTENÇÃO;-3;-56,84000001;-3
abril;516;ROLANDIA - FFO;251319;"EXTRATO DE TOMATE;PACOTE 1KG";625;REFEITORIO;-10;-83,6;-10
abril;516;ROLANDIA - FFO;254275;"DETERGENTE;ECOLAB/ULTRA WARE";1;PRODUTOS QUIMICOS;-2;-1415,2416;-2
abril;516;ROLANDIA - FFO;259002;"PANO LIMPEZA;MULTIUSO;VISCOS";5;MATERIAIS ADMINSTRATIVOS;-1;-99,9;-1
abril;516;ROLANDIA - FFO;286389;SODA CAUSTICA 50%;1;PRODUTOS QUIMICOS;-180;-801,254307;-180
abril;516;ROLANDIA - FFO;301505;GAXETA CORDAO MATERIAL POLIT;3;MANUTENÇÃO;-2;-281,1752857;-2
abril;516;ROLANDIA - FFO;302366;SACO DE RAFIA 50X90CM SEM IM;1;PRODUTOS QUIMICOS;-4;-14,1568;-4
abril;516;ROLANDIA - FFO;303870;CONECTOR PNEUMATICO ENGAT RA;3;MANUTENÇÃO;-6;-20,79601009;-6
abril;516;ROLANDIA - FFO;305324;LEITE EM PO (400G);625;REFEITORIO;-50;-645;-50
abril;516;ROLANDIA - FFO;310433;ELETRODO TUNGSTENIO;3;MANUTENÇÃO;-3;-39,34999998;-3
abril;516;ROLANDIA - FFO;310639;LANTERNA MINACRIL DE CAPACET;3;MANUTENÇÃO;-9;-794,247;-9
abril;516;ROLANDIA - FFO;322159;PLUG STECK FEMEA N4006 - VER;3;MANUTENÇÃO;-1;-60,77145833;-1
abril;516;ROLANDIA - FFO;324415;TOUCA DIVERSAS CORES;4;UNIFORMES E EPI'S;-70;-937,3;-70
abril;516;ROLANDIA - FFO;330391;FERMENTO QUIMICO ROYAL 250GR;625;REFEITORIO;-1;-5,12633333;-1
abril;516;ROLANDIA - FFO;336140;ELETRODO AWS E-308 L 16 ACO;3;MANUTENÇÃO;-6,5;-441,0315;-6,5
abril;516;ROLANDIA - FFO;336143;ELETRODO AWS E-308 L 16 ACO;3;MANUTENÇÃO;-2;-155,4723153;-2
abril;516;ROLANDIA - FFO;336643;OLEO DESENGRIPANTE EMBALAGEM;3;MANUTENÇÃO;-12;-75,86289856;-12
abril;516;ROLANDIA - FFO;343293;LUVA MATERIAL COURO VAQUETA ;4;UNIFORMES E EPI'S;-122;-1609,219456;-122
abril;516;ROLANDIA - FFO;350095;ELETRODO DE FERRO 2,;3;MANUTENÇÃO;-16;-780,1324524;-16
abril;516;ROLANDIA - FFO;352005;LIXEIRA MATERIAL POLIPROPILE;5;MATERIAIS ADMINSTRATIVOS;-3;-539,7;-3
abril;516;ROLANDIA - FFO;353011;SULFATO ALUMINIO ISENTO FERR;1;PRODUTOS QUIMICOS;-7912;-19022,53728;-7912
abril;516;ROLANDIA - FFO;353513;CAMISA PROFISSIONAL UNISSEX;4;UNIFORMES E EPI'S;-10;-519,6;-10
abril;516;ROLANDIA - FFO;353516;CAMISA PROFISSIONAL UNISSEX;4;UNIFORMES E EPI'S;-10;-519,6;-10
abril;516;ROLANDIA - FFO;356095;LEGUMES INDUSTRIALIZADOS BAT;625;REFEITORIO;-13;-220,1147408;-13
abril;516;ROLANDIA - FFO;356158;LUVA MATERIAL COURO RASPA CO;4;UNIFORMES E EPI'S;-1;-20,455;-1
abril;516;ROLANDIA - FFO;358263;BISCOITO DOCE TRADICIONAL EM;625;REFEITORIO;-1;-4,35333333;-1
abril;516;ROLANDIA - FFO;358277;FARINHA MANDIOCA TORRADA EMB;625;REFEITORIO;-3;-15,06117762;-3
abril;516;ROLANDIA - FFO;358444;BASE PARA RELE FOTOCELULA BR;3;MANUTENÇÃO;-1;-24,4688492;-1
abril;516;ROLANDIA - FFO;360733;PROTETOR AURICULAR CONCHA TI;4;UNIFORMES E EPI'S;-12;-982,9675324;-12
abril;516;ROLANDIA - FFO;361625;DETERGENTE CLEANGEX DN300 HI;1;PRODUTOS QUIMICOS;-1;-303,4322222;-1
abril;516;ROLANDIA - FFO;362884;CALCA EPI PROFISSIONAL UNISS;4;UNIFORMES E EPI'S;-42;-128,5622171;-42
abril;516;ROLANDIA - FFO;362932;CAMISA MATERIAL POLIETILENO;4;UNIFORMES E EPI'S;-47;-161,614564;-47
abril;516;ROLANDIA - FFO;364673;SUPORTE P/ FIBRA LIMPEZA MAT;5;MATERIAIS ADMINSTRATIVOS;-3;-71,92009089;-3
abril;516;ROLANDIA - FFO;366119;CAPUZ BALACLAVA TECIDO INDUR;4;UNIFORMES E EPI'S;-5;-959,8301701;-5
abril;516;ROLANDIA - FFO;368185;CRONOMETRO DIGITAL TIPO COM;3;MANUTENÇÃO;-2;-184,3530493;-2
abril;516;ROLANDIA - FFO;371810;GAS GLP BOTIJAO 20KG;1;PRODUTOS QUIMICOS;-24,378;-2864,96;-24,378
abril;516;ROLANDIA - FFO;372386;SACO LIXO INDUSTRIAL MATERIA;5;MATERIAIS ADMINSTRATIVOS;-13;-209,079;-13
abril;516;ROLANDIA - FFO;372993;ESTOPA ALG RETALHOS COLOR EM;3;MANUTENÇÃO;-2;-327,1798852;-2
abril;516;ROLANDIA - FFO;374087;TUBO POLIURETANO AZUL FORMAC;3;MANUTENÇÃO;-11;-69,33985982;-11
abril;516;ROLANDIA - FFO;374165;"SAL;REFINADO;IODADO;PCT 1KG";625;REFEITORIO;-6;-8,99999988;-6
abril;516;ROLANDIA - FFO;374166;"ACHOCOLATADO;PO;A GRANEL";625;REFEITORIO;-2;-20,341;-2
abril;516;ROLANDIA - FFO;374176;GRAOS CEREAL ARROZ AGULHINHA;625;REFEITORIO;-63;-853,5431923;-63
abril;516;ROLANDIA - FFO;374177;GRAOS CEREAL GRAO BICO EMBAL;625;REFEITORIO;-1;-4,77;-1
abril;516;ROLANDIA - FFO;374186;ACUCAR TIPO CRISTAL FORNECIM;625;REFEITORIO;-10;-140,2331874;-10
abril;516;ROLANDIA - FFO;374188;MACARRAO ESPAGUETE S/OVOS EM;625;REFEITORIO;-5;-14,95;-5
abril;516;ROLANDIA - FFO;374193;"FEIJAO;PRETO;PACOTE 1KG";625;REFEITORIO;-24;-98,37997608;-24
abril;516;ROLANDIA - FFO;374194;GRAOS CEREAL FEIJAO CARIOCA;625;REFEITORIO;-104;-584,5221164;-104
abril;516;ROLANDIA - FFO;374208;GRAOS CEREAL SOJA EMBALAGEM;625;REFEITORIO;-2;-13,37;-2
abril;516;ROLANDIA - FFO;374209;"FUBA;PACOTE 1KG";625;REFEITORIO;-3;-8,41854942;-3
abril;516;ROLANDIA - FFO;374211;CONDIMENTO ESPECIARIA CALDO;625;REFEITORIO;-1;-6,445;-1
abril;516;ROLANDIA - FFO;374214;"FARINHA TRIGO;TRADICIONAL;PC";625;REFEITORIO;-3;-8,25;-3
abril;516;ROLANDIA - FFO;374218;CONDIMENTO ESPECIARIA CALDO;625;REFEITORIO;-5;-32,164;-5
abril;516;ROLANDIA - FFO;374219;FARINHA MILHO AMARELA EMBALA;625;REFEITORIO;-1;-4,58;-1
abril;516;ROLANDIA - FFO;374222;"MOLHO;PIMENTA;FRASCO 900ML";625;REFEITORIO;-1;-4,87450086;-1
abril;516;ROLANDIA - FFO;374223;FARINHA ROSCA EMBALAGEM 1KG;625;REFEITORIO;-4;-24;-4
abril;516;ROLANDIA - FFO;374228;AMIDO MILHO EMBALAGEM 1KG;625;REFEITORIO;-3;-15,63420462;-3
abril;516;ROLANDIA - FFO;374231;MACARRAO PARAFUSO S/ OVOS EM;625;REFEITORIO;-27;-80,73;-27
abril;516;ROLANDIA - FFO;374248;DOCE LEITE CREMOSO EMBALAGEM;625;REFEITORIO;-2;-81,81125;-2
abril;516;ROLANDIA - FFO;374249;DOCE GOIABA CREMOSO EMBALAGE;625;REFEITORIO;-1;-30,225;-1
abril;516;ROLANDIA - FFO;374250;CREME LEITE PASTEURIZADO TRA;625;REFEITORIO;-14;-27,3;-14
abril;516;ROLANDIA - FFO;374251;MOLHO SHOYO EMBALAGEM 900ML;625;REFEITORIO;-3;-14,73;-3
abril;516;ROLANDIA - FFO;374260;FARINHA TRIGO KIBE EMBALAGEM;625;REFEITORIO;-1;-3;-1
abril;516;ROLANDIA - FFO;374281;"MILHO;CANJICA AMARELA;PACOTE";625;REFEITORIO;-4;-6,36;-4
abril;516;ROLANDIA - FFO;374282;FRIOS PARMESAO RALADO EMBALA;625;REFEITORIO;-1;-11,045;-1
abril;516;ROLANDIA - FFO;374310;CONDIMENTO ESPECIARIA OREGAN;625;REFEITORIO;-1;-46,69666667;-1
abril;516;ROLANDIA - FFO;377023;TUBO POLIURETANO AZUL FORMAC;3;MANUTENÇÃO;-6;-17,32567968;-6
abril;516;ROLANDIA - FFO;377421;LUVA MATERIAL POLIAMIDA COR;4;UNIFORMES E EPI'S;-22;-65,40964166;-22
abril;516;ROLANDIA - FFO;377460;LUVA DESCARTAVEL MATERIAL CO;4;UNIFORMES E EPI'S;-802;-178,8256452;-802
abril;516;ROLANDIA - FFO;377993;REFIL RODO BORRACHA AZUL 65;5;MATERIAIS ADMINSTRATIVOS;-17;-661,1119112;-17
abril;516;ROLANDIA - FFO;378002;REFIL RODO BORRACHA VERMELHO;5;MATERIAIS ADMINSTRATIVOS;-9;-281,785402;-9
abril;516;ROLANDIA - FFO;378353;COPO DESCARTAVEL MATERIAL PO;5;MATERIAIS ADMINSTRATIVOS;-156;-637,6643541;-156
abril;516;ROLANDIA - FFO;378813;LIXA DISCO FLAP CONICO GRANA;3;MANUTENÇÃO;-4;-43,96;-4
abril;516;ROLANDIA - FFO;378869;LIXA DISCO FLAP RETO GRANA 6;3;MANUTENÇÃO;-13;-59,30658475;-13
abril;516;ROLANDIA - FFO;379775;VALVULA ESFERA 2 VIAS MONOBL;3;MANUTENÇÃO;-2;-74,13478299;-2
abril;516;ROLANDIA - FFO;380232;LIMPADOR LIMPA CONTATO ELETR;3;MANUTENÇÃO;-4;-65,8118422;-4
abril;516;ROLANDIA - FFO;380651;SUSPENCAO CAPACETE MATERIAL;4;UNIFORMES E EPI'S;-3;-61,95249412;-3
abril;516;ROLANDIA - FFO;381978;DISCO DESBASTE OXIDO ALUMINI;3;MANUTENÇÃO;-2;-21,88888888;-2
abril;516;ROLANDIA - FFO;382572;LUVA MATERIAL POLICL(NEOPREN;4;UNIFORMES E EPI'S;-58;-393,2077677;-58
abril;516;ROLANDIA - FFO;382765;VASSOURA MATERIAL POLIAMIDA;5;MATERIAIS ADMINSTRATIVOS;-28;-455,2455386;-28
abril;516;ROLANDIA - FFO;383833;OCULOS TIPO UNISSEX GRAU C/G;4;UNIFORMES E EPI'S;-1;-213,32;-1
abril;516;ROLANDIA - FFO;385198;MACACAO TYCHEM SL127T (SARAN;4;UNIFORMES E EPI'S;-4;-1499,26;-4
abril;516;ROLANDIA - FFO;386248;BACTERIA INDUST LIQUIDO BIOG;1;PRODUTOS QUIMICOS;-55;-3752,715125;-55
abril;516;ROLANDIA - FFO;387508;VALVULA ESFERA 1 VIA MONOBLO;3;MANUTENÇÃO;-1;-206,05;-1
abril;516;ROLANDIA - FFO;391392;DISCO CORTE AISI 440 2 TELAS;3;MANUTENÇÃO;-70;-125,6110779;-70
abril;516;ROLANDIA - FFO;392523;ABRACADEIRA METALICA BI PART;3;MANUTENÇÃO;-12;-286,0344004;-12
abril;516;ROLANDIA - FFO;394402;VASSOURA MATERIAL POLIAMIDA;5;MATERIAIS ADMINSTRATIVOS;-8;-127,1985044;-8
abril;516;ROLANDIA - FFO;395905;CINTO PARAQUEDISTA PARAQUEDI;4;UNIFORMES E EPI'S;-1;-340,7065909;-1
abril;516;ROLANDIA - FFO;396079;FITA ISOLANTE AUTOFUSAO PRET;3;MANUTENÇÃO;-15;-500,6964131;-15
abril;516;ROLANDIA - FFO;396274;CONDIMENTO ESPECIARIA ALHO I;625;REFEITORIO;-66,75;-1079,684497;-66,75
abril;516;ROLANDIA - FFO;399748;ESTILETE MATERIAL LAMINA ACO;3;MANUTENÇÃO;-9;-31,71440445;-9
abril;516;ROLANDIA - FFO;399883;ESCOVA BANHO MANUAL MATERIAL;5;MATERIAIS ADMINSTRATIVOS;-2;-63,95097028;-2
abril;516;ROLANDIA - FFO;402780;PROTETOR SOLAR PROTECAO RAIO;4;UNIFORMES E EPI'S;-3;-99,92803005;-3
abril;516;ROLANDIA - FFO;402978;ESPONJA LIMPEZA TIPO PESADA;5;MATERIAIS ADMINSTRATIVOS;-21;-262,5;-21
abril;516;ROLANDIA - FFO;404896;POLIMERO ANIONICO SOLIDO GRA;1;PRODUTOS QUIMICOS;-125;-2179,534478;-125
abril;516;ROLANDIA - FFO;405028;AROMATIZANTE AMBIENTE AEROSO;5;MATERIAIS ADMINSTRATIVOS;-12;-232,5244294;-12
abril;516;ROLANDIA - FFO;406047;VALVULA ESFERA 2 VIAS TRIPAR;3;MANUTENÇÃO;-1;-425,3549074;-1
abril;516;ROLANDIA - FFO;409301;GRAOS CEREAL LENTILHA EMBALA;625;REFEITORIO;-4;-32;-4
abril;516;ROLANDIA - FFO;409402;DOCE AMEIXA CALDA EMBALAGEM;625;REFEITORIO;-1;-14,9;-1
abril;516;ROLANDIA - FFO;409750;VINAGRE ALCOOL COLORIDO EMBA;625;REFEITORIO;-23;-40,81924553;-23
abril;516;ROLANDIA - FFO;410334;CONDIMENTO ESPECIARIA ACAFRA;625;REFEITORIO;-2;-28,28990476;-2
abril;516;ROLANDIA - FFO;410706;CABO RODO MATERIAL ALUMINIO;5;MATERIAIS ADMINSTRATIVOS;-56;-1203,948826;-56
abril;516;ROLANDIA - FFO;412614;DISPENSER P/ PAPEL TOALHA BO;5;MATERIAIS ADMINSTRATIVOS;-2;-641,4;-2
abril;516;ROLANDIA - FFO;414808;LIMPADOR VEJA MULTIUSO RECKI;5;MATERIAIS ADMINSTRATIVOS;-75;-484,1669172;-75
abril;516;ROLANDIA - FFO;414811;CARNE BOVINA CAPA CONTRA FIL;625;REFEITORIO;-59,8603;-1850,142955;-59,8603
abril;516;ROLANDIA - FFO;416394;PAPEL HIGIENICO FOLHA SIMPLE;5;MATERIAIS ADMINSTRATIVOS;-41;-519,9390067;-41
abril;516;ROLANDIA - FFO;419616;ABRACADEIRA FLEXIVEL MATERIA;3;MANUTENÇÃO;-300;-45;-300
abril;516;ROLANDIA - FFO;420269;LUVA TERMIC MATERIAL META AR;4;UNIFORMES E EPI'S;-3;-419,7;-3
abril;516;ROLANDIA - FFO;420686;CONECTOR PNEUMATICO ENGAT RA;3;MANUTENÇÃO;-1;-2,10233669;-1
abril;516;ROLANDIA - FFO;421308;CONECTOR TEE MATERIAL TERMOP;3;MANUTENÇÃO;-1;-5,36983654;-1
abril;516;ROLANDIA - FFO;421706;BIORREMEDIADOR ESTADO FISICO;1;PRODUTOS QUIMICOS;-40;-2678,031186;-40
abril;516;ROLANDIA - FFO;426078;PAPEL TOALHA MATERIAL FIBRA ;5;MATERIAIS ADMINSTRATIVOS;-3;-163,77;-3
abril;516;ROLANDIA - FFO;426099;SACO LIXO INDUSTRIAL MATERIA;5;MATERIAIS ADMINSTRATIVOS;-640;-538,4590131;-640
abril;516;ROLANDIA - FFO;426100;SACO LIXO INDUSTRIAL MATERIA;5;MATERIAIS ADMINSTRATIVOS;-74;-192,2521662;-74
abril;516;ROLANDIA - FFO;426101;SACO LIXO INDUSTRIAL MATERIA;5;MATERIAIS ADMINSTRATIVOS;-87;-21,86822082;-87
abril;516;ROLANDIA - FFO;427897;BOTA SEGURANCA - MATERIAL CO;4;UNIFORMES E EPI'S;-1;-55;-1
abril;516;ROLANDIA - FFO;427919;BOTA SEGURANCA - MATERIAL CO;4;UNIFORMES E EPI'S;-5;-299,5;-5
abril;516;ROLANDIA - FFO;427920;BOTA SEGURANCA - MATERIAL CO;4;UNIFORMES E EPI'S;-1;-59,9;-1
abril;516;ROLANDIA - FFO;427922;BOTA SEGURANCA - MATERIAL CO;4;UNIFORMES E EPI'S;-4;-234,0708676;-4
abril;516;ROLANDIA - FFO;427924;BOTA SEGURANCA - MATERIAL CO;4;UNIFORMES E EPI'S;-1;-54,97889474;-1
abril;516;ROLANDIA - FFO;427925;BOTA SEGURANCA Nº 42  MATE;4;UNIFORMES E EPI'S;-3;-172,9869697;-3
abril;516;ROLANDIA - FFO;428049;BOTINA SEGURANCA Nº 35 MATER;4;UNIFORMES E EPI'S;-1;-71,176;-1
abril;516;ROLANDIA - FFO;428052;BOTINA SEG Nº 38 CA PRETA 33;4;UNIFORMES E EPI'S;-2;-155,7255;-2
abril;516;ROLANDIA - FFO;428053;BOTINA SEG Nº 39 CA PRETA 33;4;UNIFORMES E EPI'S;-4;-290,768125;-4
abril;516;ROLANDIA - FFO;428055;"BOTINA SEG;VAQ HID;PRETA;C/B";4;UNIFORMES E EPI'S;-2;-146,5029524;-2
abril;516;ROLANDIA - FFO;428056;BOTINA SEG Nº 41 CA PRETA 33;4;UNIFORMES E EPI'S;-2;-145,1944362;-2
abril;516;ROLANDIA - FFO;428057;BOTINA SEG Nº 42 CA PRETA 33;4;UNIFORMES E EPI'S;-5;-364,5546725;-5
abril;516;ROLANDIA - FFO;428065;BOTINA SEGURANCA Nº 43 MATER;4;UNIFORMES E EPI'S;-2;-141,5800508;-2
abril;516;ROLANDIA - FFO;428089;BOTINA SEGURANCA Nº 39;4;UNIFORMES E EPI'S;-1;-72,821;-1
abril;516;ROLANDIA - FFO;428090;"BOTINA SEG;VAQ HID;PRETA;C/E";4;UNIFORMES E EPI'S;-2;-145,642;-2
abril;516;ROLANDIA - FFO;428091;BOTINA SEG Nº 40 CA PRETA;4;UNIFORMES E EPI'S;-3;-223,0604266;-3
abril;516;ROLANDIA - FFO;428092;"BOTINA SEG;VAQ HID;PRETA;C/B";4;UNIFORMES E EPI'S;-2;-150,31;-2
abril;516;ROLANDIA - FFO;428224;BOTINA SEGURANCA MATERIAL CO;4;UNIFORMES E EPI'S;-2;-145,64;-2
abril;516;ROLANDIA - FFO;428226;BOTINA SEGURANCA MATERIAL CO;4;UNIFORMES E EPI'S;-1;-74,59438651;-1
abril;516;ROLANDIA - FFO;428227;BOTINA SEG Nº 42 CA PRETA;4;UNIFORMES E EPI'S;-2;-150,242417;-2
abril;516;ROLANDIA - FFO;428229;BOTINA SEGURANCA MATERIAL CO;4;UNIFORMES E EPI'S;-1;-75,59102894;-1
abril;516;ROLANDIA - FFO;428445;DOCE MANJAR CREMOSO EMBALAGE;625;REFEITORIO;-7;-122,276;-7
abril;516;ROLANDIA - FFO;428446;DOCE CURAU CREMOSO EMBALAGEM;625;REFEITORIO;-9;-165,294;-9
abril;516;ROLANDIA - FFO;428980;FECHADURA MATERIAL ACO INOX ;3;MANUTENÇÃO;-3;-660;-3
abril;516;ROLANDIA - FFO;430812;VALVULA DIRECIONAL MAT CORPO;3;MANUTENÇÃO;-1;-416,75;-1
abril;516;ROLANDIA - FFO;431214;GAS GLP A GRANEL;1;PRODUTOS QUIMICOS;-436,1075;-2295,200002;-436,1075
abril;516;ROLANDIA - FFO;432649;CAIXA PASSAGEM SOBREPOR RETA;3;MANUTENÇÃO;-1;-138,3956786;-1
abril;516;ROLANDIA - FFO;436321;DISCO DESBASTE OXIDO ALUMINI;3;MANUTENÇÃO;-6;-33,97656564;-6
abril;516;ROLANDIA - FFO;439008;FUMIGENO MAT DIR FUMIGENO SM;1;PRODUTOS QUIMICOS;-10;-701,8286748;-10
abril;516;ROLANDIA - FFO;444704;FITA ISOLANTE TIPO ALTA MATE;3;MANUTENÇÃO;-42;-210,5811028;-42
abril;516;ROLANDIA - FFO;447739;FUSIVEL NH CORRENTE 63A TENS;3;MANUTENÇÃO;-1;-46,82333332;-1
abril;516;ROLANDIA - FFO;448498;JALECO UNIFORME PROFISSIONAL;4;UNIFORMES E EPI'S;-10;-562,9;-10
abril;516;ROLANDIA - FFO;448746;SILICONE PASTOSO INCOLOR ODO;3;MANUTENÇÃO;-1;-27,59572258;-1
abril;516;ROLANDIA - FFO;449458;PALETE PADRAO PBR MAD CAPACI;100;LINHA DE PRODUÇÃO;-728,7458;-28102,15374;-728,7458
abril;516;ROLANDIA - FFO;449928;DISJUNTOR MOTOR DISPARADOR T;3;MANUTENÇÃO;-1;-1547,996;-1
abril;516;ROLANDIA - FFO;455257;SABONETE ANTISSEPTICO INDICA;1;PRODUTOS QUIMICOS;-1;-378,3505002;-1
abril;516;ROLANDIA - FFO;455265;DETERGENTE ACIDO LIQUIDO OPA;1;PRODUTOS QUIMICOS;-5;-2171,210384;-5
abril;516;ROLANDIA - FFO;455268;DETERGENTE ALCALINO LIQUIDO;1;PRODUTOS QUIMICOS;-31;-10192,87994;-31
abril;516;ROLANDIA - FFO;460790;DETERGENTE DESINFETANTE LIQU;1;PRODUTOS QUIMICOS;-6;-1282,100363;-6
abril;516;ROLANDIA - FFO;465247;PAPEL TOALHA MATERIAL FIBRA;5;MATERIAIS ADMINSTRATIVOS;-36;-817,7597572;-36
abril;516;ROLANDIA - FFO;466433;COMBUSTIVEL OLEO DIESEL-S-50;1;PRODUTOS QUIMICOS;-470;-3032,417241;-470
abril;516;ROLANDIA - FFO;468541;HIPOCLORITO DE SODIO;1;PRODUTOS QUIMICOS;-159;-653,765335;-159
abril;516;ROLANDIA - FFO;469879;AVENTAL SEGURANCA ALGODAO FE;4;UNIFORMES E EPI'S;-2;-290;-2
abril;516;ROLANDIA - FFO;471238;ANEL VEDACAO MATERIAL COMPOS;3;MANUTENÇÃO;-7;-134,9494266;-7
abril;516;ROLANDIA - FFO;472967;EMENDA MANGUEIRA METALICO CO;3;MANUTENÇÃO;-6;-141,1163808;-6
abril;516;ROLANDIA - FFO;473254;FITA ARQUEAR MAT DIR PET BR ;100;LINHA DE PRODUÇÃO;-5000;-895,653;-5000
abril;516;ROLANDIA - FFO;475626;NUBILA;1;PRODUTOS QUIMICOS;-40;-671,9444544;-40
abril;516;ROLANDIA - FFO;475687;TIRA JUGULAR MATERIAL TECIDO;4;UNIFORMES E EPI'S;-11;-85,47052338;-11
abril;516;ROLANDIA - FFO;478828;AGENTE REDUTOR OXIDO COMPOSI;1;PRODUTOS QUIMICOS;-3;-204;-3
abril;516;ROLANDIA - FFO;479488;CALCA CATEGORIA UNISSEX MATE;4;UNIFORMES E EPI'S;-20;-1046,2;-20
abril;516;ROLANDIA - FFO;485397;RESPIR/MASC SEMIFAC DESCARTA;4;UNIFORMES E EPI'S;-1103;-1057,417345;-1103
abril;516;ROLANDIA - FFO;492527;LUVA ISOLANTE MATERIAL BORRA;4;UNIFORMES E EPI'S;-1;-254,9754464;-1
abril;516;ROLANDIA - FFO;502478;DETERGENTE SOLVENTE LIQUIDO ;1;PRODUTOS QUIMICOS;-2;-824,7618882;-2
abril;516;ROLANDIA - FFO;505088;CORREIA V PERFIL C LISA COMP;3;MANUTENÇÃO;-23;-1862,1;-23
abril;516;ROLANDIA - FFO;507167;ADESIVO BASE POLIURETANO EST;3;MANUTENÇÃO;-11;-659,7517029;-11
abril;516;ROLANDIA - FFO;507447;TELA MATERIAL ACO MALHA 3/8 ;3;MANUTENÇÃO;-1;-382,04;-1
abril;516;ROLANDIA - FFO;511773;OLEO LUBRIFICANTE INDUSTRIAL;3;MANUTENÇÃO;-2;-2272;-2
abril;516;ROLANDIA - FFO;512391;ANTIESPUMANTE BASE SILICONE ;1;PRODUTOS QUIMICOS;-560;-26784,38;-560
abril;516;ROLANDIA - FFO;514229;ELETRODO SOLDA APLICACAO ACO;3;MANUTENÇÃO;-20;-1758,1;-20
