Cd Empresa;Cd Filial;Nm Filial;Tipo Local;Cd Local;Ds Local Estoque;Cd Item;Nome do Item Resumido ;Nome do Item Detalhado;Cd Unidade Medida;Cd Grupo;Nm Grupo;Cd Subgrupo;Nm Subgrupo;Cd Classe;Nm Classe;Qt Saldo Atual;Vl Custo Unitario Atual;Vl Saldo Atual;Qt Maximo;Qt Minimo;Qt Previsao Consumo;Cd Reparticao;Cd Prateleira;Cd Divisao
30;704;ROLANDIA - AB. AVES;PROPRIO;11;UNIFORMES E EPI'S;458878;BOTINA Nº36;BOTINA SEGURANCA MATERIAL COURO FECHAMENTO ELASTICO BIQUEIRA CBIQUEIRA MATERIAL BIQUEIRA POLIPROPILENO DORSO LISO PALMILHA CPALMILHA MATERIAL PALMILHA COURO TRATAMENTO PALMILHA ANTIMICROBIANO SOLADO CSOLADO MATERIAL SOLADO POLIURETANO B;UN;2;MATERIAIS GERAIS USO/CONSUMO;12;EQUIPAMENTOS DE PROTECAO - EPI;16;BOTINAS DE COURO;8;73,45;587,6;10;6;;E2;13;2
30;704;ROLANDIA - AB. AVES;PROPRIO;11;UNIFORMES E EPI'S;458883;BOTINA SEGURANCA MATERIAL CO;BOTINA SEGURANCA MATERIAL COURO FECHAMENTO ELASTICO BIQUEIRA CBIQUEIRA MATERIAL BIQUEIRA POLIPROPILENO DORSO LISO PALMILHA CPALMILHA MATERIAL PALMILHA COURO TRATAMENTO PALMILHA ANTIMICROBIANO SOLADO CSOLADO MATERIAL SOLADO POLIURETANO B;UN;2;MATERIAIS GERAIS USO/CONSUMO;12;EQUIPAMENTOS DE PROTECAO - EPI;16;BOTINAS DE COURO;4;73,45;293,8;10;6;;E2;13;7
30;704;ROLANDIA - AB. AVES;PROPRIO;11;UNIFORMES E EPI'S;458924;BOTINA SEGURANCA MATERIAL CO;BOTINA SEGURANCA MATERIAL COURO FECHAMENTO ELASTICO BIQUEIRA CBIQUEIRA MATERIAL BIQUEIRA POLIPROPILENO DORSO LISO PALMILHA CPALMILHA MATERIAL PALMILHA COURO TRATAMENTO PALMILHA ANTIMICROBIANO SOLADO CSOLADO MATERIAL SOLADO POLIURETANO B;UN;2;MATERIAIS GERAIS USO/CONSUMO;12;EQUIPAMENTOS DE PROTECAO - EPI;16;BOTINAS DE COURO;0;73,45;0;10;6;;E2;13;6
30;704;ROLANDIA - AB. AVES;PROPRIO;11;UNIFORMES E EPI'S;458925;BOTINA SEGURANCA MATERIAL CO;BOTINA SEGURANCA MATERIAL COURO FECHAMENTO ELASTICO BIQUEIRA CBIQUEIRA MATERIAL BIQUEIRA POLIPROPILENO DORSO LISO PALMILHA CPALMILHA MATERIAL PALMILHA COURO TRATAMENTO PALMILHA ANTIMICROBIANO SOLADO CSOLADO MATERIAL SOLADO POLIURETANO B;UN;2;MATERIAIS GERAIS USO/CONSUMO;12;EQUIPAMENTOS DE PROTECAO - EPI;16;BOTINAS DE COURO;7;73,046;511,322;10;6;;E2;13;5
30;704;ROLANDIA - AB. AVES;PROPRIO;11;UNIFORMES E EPI'S;458926;BOTINA SEGURANCA MATERIAL CO;BOTINA SEGURANCA MATERIAL COURO FECHAMENTO ELASTICO BIQUEIRA CBIQUEIRA MATERIAL BIQUEIRA POLIPROPILENO DORSO LISO PALMILHA CPALMILHA MATERIAL PALMILHA COURO TRATAMENTO PALMILHA ANTIMICROBIANO SOLADO CSOLADO MATERIAL SOLADO POLIURETANO B;UN;2;MATERIAIS GERAIS USO/CONSUMO;12;EQUIPAMENTOS DE PROTECAO - EPI;16;BOTINAS DE COURO;6;73,046;438,276;10;6;;E2;13;6
30;704;ROLANDIA - AB. AVES;PROPRIO;11;UNIFORMES E EPI'S;458927;BOTINA SEGURANCA Nº 41 MATER;BOTINA SEGURANCA N 41 MATERIAL COURO VAQUETA COR BRANCO FECHAMENTO ELASTICO CBIQUEIRA EM  POLIPROPILENO CPALMILHA BICOMPONENTE TRATAMENTO ANTIMICROBIANO SOLADO POLIURETANO CONSTRUTIVA INJETADO CA 31396 EQUIPAMENTOS DE PROTECAO  EPI;UN;2;MATERIAIS GERAIS USO/CONSUMO;12;EQUIPAMENTOS DE PROTECAO - EPI;16;BOTINAS DE COURO;3;73,046;219,138;10;6;;E2;13;5
30;704;ROLANDIA - AB. AVES;PROPRIO;11;UNIFORMES E EPI'S;458928;BOTINA COURO TRATAMENTO PA;BOTINA COURO TRATAMENTO PALMILHA ANTIMICROBIANO SOLADO CSOLADO MATERIAL SOLADO POLIURETANO BIDENSIDADE FORMA CONSTRUTIVA INJETADO COR BRANCO  CA 34273 VIPOSA  TAM 35APROVADO PARA PROTEÇÃO CONTRA CHOQUES ELÉ;UN;2;MATERIAIS GERAIS USO/CONSUMO;12;EQUIPAMENTOS DE PROTECAO - EPI;16;BOTINAS DE COURO;2;73,046;146,092;10;6;;E2;13;2
30;704;ROLANDIA - AB. AVES;PROPRIO;11;UNIFORMES E EPI'S;458930;BOTINA SEGURANCA MATERIAL CO;BOTINA SEG MATCOURO FECHAMENTO ELASTICO CBIQUEIRA MATPOLIPROPILENO DORSO LISO CPALMILHA MATCOURO TRATAMENTO PALMILHA ANTIMICROBIANO CSOLADO MATPOLIURETANO BIDENSIDADE FORMA CONSTRUTIVA INJETADO COR BRANCOCA 34273 VIPOSATAM 40;UN;2;MATERIAIS GERAIS USO/CONSUMO;12;EQUIPAMENTOS DE PROTECAO - EPI;16;BOTINAS DE COURO;2;73,046;146,092;10;6;;E2;13;4
30;704;ROLANDIA - AB. AVES;PROPRIO;11;UNIFORMES E EPI'S;466284;LUVA SEGUR COMPOSTO BORRACHA;LUVA SEGUR COMPOSTO BORRACHA NITRILICA AZUL SFORRO ANTIDERRAPANTE SREFORCO PUNHO SRECORTE DORSO LISO NORMA MT 111977 SISOLAMENTO COMPRIMENTO 30000MM TAMANHO XG;UN;2;MATERIAIS GERAIS USO/CONSUMO;12;EQUIPAMENTOS DE PROTECAO - EPI;34;LUVA NITRILICA;188;4,7205047;887,4548841;0;0;;A1;6;2
30;704;ROLANDIA - AB. AVES;PROPRIO;11;UNIFORMES E EPI'S;469879;AVENTAL SEGURANCA ALGODAO FE;AVENTAL SEGURANCA ALGODAO FECHAMENTO TIRAS BRANCO COMPRIMENTO 90000MM LARGURA 70000MM 300MMCA 37995 RIO VALLEY;UN;2;MATERIAIS GERAIS USO/CONSUMO;12;EQUIPAMENTOS DE PROTECAO - EPI;8;MAT. GERAIS;4;154,2866667;617,1466667;6;3;;E2;12;5
30;704;ROLANDIA - AB. AVES;PROPRIO;11;UNIFORMES E EPI'S;475687;TIRA JUGULAR MATERIAL TECIDO;TIRA JUGULAR MATERIAL TECIDO TIPO 3 PONTOS QUEIXEIRA SEM QUEXEIRA FECHAMENTO ENCAIXE;UN;2;MATERIAIS GERAIS USO/CONSUMO;12;EQUIPAMENTOS DE PROTECAO - EPI;4;CAPACETES;0;9,50147647;0;20;10;;E2;12;4
30;704;ROLANDIA - AB. AVES;PROPRIO;11;UNIFORMES E EPI'S;485238;FILTRO RESPIRADOR CARTUCHO F;FILTRO RESPIRADOR CARTUCHO FLUIDO VAPOR GASES FORMATO REDONDO CLASSE 2 APLICACAO RESPIRADOR FACIALCA 35550 BLS;UN;2;MATERIAIS GERAIS USO/CONSUMO;12;EQUIPAMENTOS DE PROTECAO - EPI;3;MASCARAS, FILTROS E CARTUCHOS;4;19,046;76,184;0;0;;E2;12;3
30;704;ROLANDIA - AB. AVES;PROPRIO;11;UNIFORMES E EPI'S;485397;RESPIR/MASC SEMIFAC DESCARTA;RESPIRADORMASCARA SEMIFACIAL DESCARTAVEL MATERIAL TECIDO NAO TECIDO MICROFIBRA SINTETICA MICROFIBRA SVALVULA ABNT NBR 13698 FIXACAO ELASTICO DUP CLASSE PFF2 TAMANHO UNICO;UN;2;MATERIAIS GERAIS USO/CONSUMO;12;EQUIPAMENTOS DE PROTECAO - EPI;12;RESPIRADOR SEMI FACIAL;7404;0,78641984;5822,652532;6000;3000;;B2;1;1
30;704;ROLANDIA - AB. AVES;PROPRIO;11;UNIFORMES E EPI'S;491386;OCULOS SEGUR AMPLA VISAO LEN;OCULOS SEGUR AMPLA VISAO LENTE FIXA MATERIAL LENTE POLICARBONATO COR INCOLOR MATERIAL ARMACAO POLICARBONATO COR CINZA FIXACAO HASTE FLEXIVEL VENTILACAO CVENTILACAO;UN;2;MATERIAIS GERAIS USO/CONSUMO;12;EQUIPAMENTOS DE PROTECAO - EPI;20;OCULOS DE PROTEÇÃO;6;73,03261905;438,1957143;12;6;;E2;2;5
30;704;ROLANDIA - AB. AVES;PROPRIO;11;UNIFORMES E EPI'S;492527;LUVA ISOLANTE MATERIAL BORRA;LUVA ISOLANTE MATERIAL BORRACHA CLASSE 00 COMPRIMENTOXPALMA 356MMX11POL TESTE VOLTS 25 KV TENSAO MAXIMA 05 KV TAMNHO G;UN;2;MATERIAIS GERAIS USO/CONSUMO;12;EQUIPAMENTOS DE PROTECAO - EPI;49;LUVA ISOLANTE;2;311,50835;623,0167;2;1;;E2;12;2
