cod_filial;nome_filial;LC_ESTOQUE;NOME_ESTOQUE;cod_item;nome_item;prateleira;divisao;reparticao;EST_MAX;EST_MIN;lead_time;cod_fornecedor;equipamento;especificacao;locais_aplicacao
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;12538;SACO C/IMP MATERIAL POLIPROP;B5;2;1;2500;1250;45 DIAS;;;SACO CIMP MATERIAL POLIPROPILENO FUNDO CFUNDO QUADRADO SOLDA LATERAL  FUNDO COR INCOLOR LARGURA 16800MM COMPRIMENTO 35000MM ESPESSURA 010MM;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;21715;SEQUESTRANTE AZ-1130 KURITA;Q3;1;1;300;100;45 DIAS;;;SEQUESTRANTE DUREZA PCALDEIRA AZ1130 KURITA MACEDO;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;62188;INIBIDOR CORROSAO/INCRUSTACA;6;11;1;36;12;45 DIAS;;;INIBIDOR CORROSAOINCRUSTACAO KURITA KURITA BC695;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;65143;ANTI OX COMP BHA BHT;1;12;1;3000;1000;45 DIAS;;;RENDOX AT 20 LIQUIDO HIDROXIDO DE ANIZOLA BUTILADO BHA HIDROXIDO DE TOLUENO BUTILADO BHT OLEO VEGETAL;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;67501;REDOX LIQUID AD;;;;;;45 DIAS;;;COADJUVANTE DE PRODUCAO;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;67633;ANTI-INCRUSTANTE LIQUIDO 50L;;;;;;45 DIAS;;;ANTIINCRUSTANTE LIQUIDO AZUL PH 20 A 40 BOMBONA 50L PERPLUS AL3100  PERMUTION;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;83308;SEQUESTRANTE DE CLORO;;;;;;45 DIAS;;;SEQUESTRANTE DE CLORO PARA SISTEMA DE OSMOSE REVERSA KURIVERTER AC427 COD 1409 EMBALAGEM DE 50LT;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;84119;METHANO PRO S63;;;;;;45 DIAS;;;METHANO PRO S63;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;220280;ALCOOL 70%;C1;2;1;40;20;45 DIAS;;;ALCOOL 70;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;254275;"DETERGENTE;ECOLAB/ULTRA WARE";;;;;;45 DIAS;;;DETERGENTEECOLABULTRA WAREWASH;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;286389;SODA CAUSTICA 50%;Q5;1;1;1200;200;45 DIAS;;;SODA CAUSTICA 50;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;302366;SACO DE RAFIA 50X90CM SEM IM;B3;4;2;100;20;45 DIAS;;;SACO DE RAFIA 50X90CM SEM IMPRESSAO;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;309287;TALABARTE TIPO TRAPEZIO MATE;;;;;;45 DIAS;;;TALABARTE TIPO TRAPEZIO MATERIAL CADARCO SINTETICO REVESTIMENTO SREVESTIMENTO ABSORVEDOR SABSORVEDOR REGULAG CREG QUANTIDADE MOSQUETAO 3 TRAVAMENTO DUPLO ABERT GANCHO 1 C19MM2 C60MM 12 M ANSI Z3591;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;330358;INIBIDOR ODOR NOVCLEAM AIR N;7;11;2;6;4;45 DIAS;;;INIBIDOR ODOR NOVCLEAM AIR NOVTEC EMBALAGEM 50KG;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;340517;METABISSULFITO SOD- NA2O5S2;;;;;;45 DIAS;;;METABISSULFITO DE SODIO GRAU PUREZA PARA ANALISE ESTADO SOLIDO FORNECIMENTO EMBALAGEM 1KG;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;353011;SULFATO ALUMINIO ISENTO FERR;;;;;;45 DIAS;;;SULFATO ALUMINIO ISENTO FERRO 9546 NALCO A GRANEL;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;361625;DETERGENTE CLEANGEX DN300 HI;;;;;;45 DIAS;;;DETERGENTE CLEANGEX DN300 HIGEX BOMBONA 20 LITROS;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;371810;GAS GLP BOTIJAO 20KG;1;13;1;120;60;45 DIAS;;;GAS GLP BOTIJAO 20KG;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;389944;SOLUCAO HIDROXIDO DE SODIO 0;;;;;;45 DIAS;;;SOLUCAO HIDROXIDO DE SODIO 01 N GRAU PUREZA REAGENTE LIQUIDO EMBALAGEM 1L;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;404896;POLIMERO ANIONICO SOLIDO GRA;Q5;1;1;1000;100;45 DIAS;;;POLIMERO ANIONICO SOLIDO GRANULADO BRANCO INODORO ACIDEZ 68PH DENSIDADE 0609 SOLUBILIDADE SOLUVEL FORNECIMENTO SACO 25KG;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;419094;"SAL P/TRATAMENTO DE AR;GROSS";1;13;1;4000;2000;45 DIAS;;;SAL PTRATAMENTO DE ARGROSSONAO IODADOANTEUMECTANTE25KG;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;421706;BIORREMEDIADOR ESTADO FISICO;Q5;1;1;200;50;45 DIAS;MAREL;;BIORREMEDIADOR ESTADO FISICO SOLIDO COR AMARELO CLARO ODOR CARACTERISTICO ACIDEZ 664PH FORNECIMENTO SACO 2KGBIOGENIUN I30 GENETICA;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;431214;GAS GLP A GRANEL;;;;;;45 DIAS;;;GAS GLP A GRANEL;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;431851;POLIMERO CATIONICO SOLIDO GR;;;;;;45 DIAS;;;POLIMERO CATIONICO SOLIDO GRANULADO BRANCO INODORO ACIDEZ 2545PH DENSIDADE 0609 FORNECIMENTO EMBALAGEM 25KG;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;437736;ADITIVO CONSERVANTE LIQUIDO ;;;;;;45 DIAS;;;ADITIVO CONSERVANTE LIQUIDO IRRITANTE INCOLOR DENSIDADE 1380 1680GL 210  480PH SOLUV AG FORNECIMENTO BOMBONA 50KGSTOP ACID BLOOD PRONUTRA DO BRASIL;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;439008;FUMIGENO MAT DIR FUMIGENO SM;B5;1;2;20;10;45 DIAS;;;FUMIGENO MAT DIR FUMIGENO SMOKE TECH EMBALAGEM 50G;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;439013;FUMIGENO MAT DIR FUMIGENO SM;;;;;;45 DIAS;;;FUMIGENO MAT DIR FUMIGENO SMOKE TECH EMBALAGEM 1000G;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;450450;ANTIESPUMANTE BASE PROPILENO;Q3;2;1;500;100;45 DIAS;MAREL;;ANTIESPUMANTE BASE PROPILENO GLICOL ESTADO FISICO LIQUIDO COR AMARELADO ODOR CARACTERISTICO ACIDEZ 75PH DENSIDADE 103GCM3 VISCOSIDADE 25CPS SOLUBILIDADE SOLUVEL AGUA FORNECIMENTO BOMBONA 50KGAZ5390 KURITA;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;455257;SABONETE ANTISSEPTICO INDICA;QM;1;1;8;1;45 DIAS;;;SABONETE ANTISSEPTICO INDICACAO ADULTO LIQUIDO NEUTRO FORNECIMENTO BOMBONA 50L143459 NEWDROP;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;455265;DETERGENTE ACIDO LIQUIDO OPA;Q1;2;1;500;50;45 DIAS;;;DETERGENTE ACIDO LIQUIDO OPALASCENTE COR ROXO ODOR CARACTERISTICO ACIDEZ 1030PH DENSIDADE 101103 GML FORNECIMENTO BOMBONA 50L105480 NEWDROP;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;458429;BACTERIA INDUSTRIAL ESTADO F;0;0;0;500;300;45 DIAS;;;BACTERIA INDUSTRIAL ESTADO FISICO LIQUIDO ODOR CARACTERISTICO GRAO DENSIDADE 1000GML FORNECIMENTO BOMBONA 20LBIOGENIUN V12 GENETICA;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;460790;DETERGENTE DESINFETANTE LIQU;B5;1;2;4;2;45 DIAS;;;DETERGENTE DESINFETANTE LIQUIDO LIMPIDO COR ROXO ODOR CARACTERISTICO ACIDEZ 95105PH DENSIDADE 098101GML FORNECIMENTO CAIXA 20KG206873 NEWDROP;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;461828;DISPERSANTE ANTICORROSIVO LI;;;;;;45 DIAS;MAREL;;DISPERSANTE ANTICORROSIVO LIQUIDO AMARELO ODOR CARACTERISTICO 126GCM3 SOLUVEL AGUA BOMBONA 50L;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;466433;COMBUSTIVEL OLEO DIESEL-S-50;Q;4;1;6000;1000;45 DIAS;;;COMBUSTIVEL OLEO DIESELS500 PETROBRAS;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;468541;HIPOCLORITO DE SODIO;Q1;3;1;1000;100;45 DIAS;;;HIPOCLORITO DE SODIO;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;475626;NUBILA;Q1;3;1;1200;600;45 DIAS;;;ADITIVO CONSERVANTE PO CARACTERISTICO BRANCA DENSIDADE 095GCM3 INSOLUVEL AG FORNECIMENTO EMBALAGEM 20KGNUBILA SALMIX;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;478828;AGENTE REDUTOR OXIDO COMPOSI;;;;;;45 DIAS;;;AGENTE REDUTOR OXIDO COMPOSICAO CARBAMIDA LIQUIDO INCOLOR LEVE AMONIACO 109GCM3 9810PH PONTO FUSAO 134C SOLUVEL AGUA A GRANELARLA 32 IPIRANGA;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;502478;DETERGENTE SOLVENTE LIQUIDO ;1;15;1;60;20;45 DIAS;MAREL;;DETERGENTE SOLVENTE LIQUIDO COR INCOLOR AMARELADO ODOR CARACTERISTICO ACIDEZ 7080PH DENSIDADE 09801010GML VISCOSIDADE NAO APLICAVEL FORNECIMENTO GALAO 50LMAXI B1900 SOLV NEWDROP;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;512391;ANTIESPUMANTE BASE SILICONE ;Q1;3;1;300;100;45 DIAS;;;ANTIESPUMANTE BASE SILICONE ESTADO FISICO LIQUIDO COR BRANCA ACIDEZ 6585PH DENSIDADE 100MGL SOLUBILIDADE SOLUVEL AGUA FORNECIMENTO BOMBONA 20KGANTIESPUMANTE AD 800 AD FOODS;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;522004;POTABILIZANTE AGUA COMPOSICA;;;;;;45 DIAS;;;POTABILIZANTE AGUA COMPOSICAO DICLOROISOCIANURATO SODIO LIQUIDO INC AMAR CLAR ODOR CARACT CL DENS 102110 FORNEC ISOCONTAINER 1000KGACQUAPLUS603 LAZA BIOTECNOLOGIA;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;524964;ETER ETILICO GRAU PUREZA PA;;;;;;45 DIAS;;;ETER ETILICO GRAU PUREZA PA LIQUIDO EMBALAGEM 1L;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;560991;BIOESTIMULADOR LIQUIDO VISCO;Q5;1;1;300;50;45 DIAS;;;BIOESTIMULADOR LIQUIDO VISCOSO CASTAN ESCU CARACT 425625PH BOMBONA 20KGACCEPTOR GAMMA 7000I UP GENETICA;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;590998;PORCA MATERIAL ACO CARBONO D;;;;;;45 DIAS;;;PORCA MATERIAL ACO CARBONO DIAMETRO 12POL APLICACAO DIGESTOR CONTINUO102301N DUPPS;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;592209;ESTRANGULADOR MATERIAL ACO A;;;;;;45 DIAS;;;ESTRANGULADOR MATERIAL ACO APLICACAO PRENSA CONTINUA101339 DUPPS;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;601504;DETERGENTE DESENGORDURANTE L;;;;;;45 DIAS;;;DETERGENTE DESENGORDURANTE LIQUIDO COR LARANJA CLARO FORNECIMENTO EMBALAGEM 5L66528 ECOLAB QUIMICA;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;601813;DESINFETANTE LIQUIDO HIPOCLO;;;;;;45 DIAS;MAREL;;DESINFETANTE LIQUIDO HIPOCLORITO SODIO 1030 COR AMARELO CLARO AROMA CLORO EMBALAGEM 5LOASIS COMPAC CHLORINE SANITIZER ECOLAB QUIMICA DESINFETANTE CLORADO BB;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;626988;ANTI ESPUMANTE PARA USO NA E;Q5;1;1;200;50;45 DIAS;;;ANTI ESPUMANTE PARA USO NA ESTACAO DE TRATAMENTO DE EFLUENTES GENETICA;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;798541;REMEDIADOR ACCEPTOR GAMMA 7I;Q5;1;1;300;50;45 DIAS;;;REMEDIADOR ACCEPTOR GAMMA 7I GENETICA INDUSTRIA PRODUTOS BIOLOGICOS EMBALAGEM 1L;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;799270;CLOROFORMIO GRAU PUREZA PA;;;;;;45 DIAS;;;CLOROFORMIO GRAU PUREZA PA LIQUIDO EMBALAGEM 1L;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;799440;ALCOOL ETILICO CH3CH2OH PA L;;;;;;45 DIAS;;;ALCOOL ETILICO CH3CH2OH PA LIQUIDO EMBALAGEM 1LABSOLUTO PA QUEMIS;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;800007;ACIDO ACETICO GLACIAL GRAU P;;;;;;45 DIAS;;;ACIDO ACETICO GLACIAL GRAU PUREZA 100 LIQUIDO EMBALAGEM 1L;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;801135;ALCOOL METILICO FORMULA QUIM;;;;;;45 DIAS;;;ALCOOL METILICO FORMULA QUIMICA CH3OH GRADUACAO 999 ESTADO LIQUIDO FORNECIMENTO EMBALAGEM 1L;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;808393;LACRE SEGURANCA CADEADO MATE;;;;;;45 DIAS;MAREL;;LACRE SEGURANCA CADEADO MATERIAL ACO CARBONO COR AMARELO COMPRIMENTO 300 MM PERSONALIZACAO SEARA SIF 490 BAIXO CNUMERACAO;
516;ROLANDIA - FFO;1;PRODUTOS QUIMICOS;921123;"OLEO COMBUSTIVEL;DIESEL S10";1;25;1;5000;2000;45 DIAS;;;OLEO COMBUSTIVELDIESEL S10;
516;ROLANDIA - FFO;2;LENHA;63629;CAVACO A SERINGUEIRA SECO UM;;;;;;45 DIAS;;;CAVACO A SERINGUEIRA SECO UMID ABAIXO 40 CHIP 300500 CM FINO 5 USO COMBUS GERAC VAP APRESENT PICADO FORNEC TONELADA;
516;ROLANDIA - FFO;2;LENHA;186230;CAVACO A EUCALIPTO SECO UMID;1;7;1;1200;500;45 DIAS;;;CAVACO A EUCALIPTO SECO UMID ABAIXO 40 CHIP 300500 CM FINO 5 USO COMBUS GERAC VAP APRESENT PICADO FORNEC TONELADA;
516;ROLANDIA - FFO;3;MANUTENÇÃO;14251;OLEO 2 TEMPOS CASTROL;3;4;7;8;4;45 DIAS;;;OLEO 2 TEMPOS CASTROL STHIL 500 ML;
516;ROLANDIA - FFO;3;MANUTENÇÃO;14687;ACOPLAMENTO 2P+T 16A 220/240;B1;5;1;5;3;45 DIAS;;;ACOPLAMENTO 2PT 16A 220240V STECK IP44 ;
516;ROLANDIA - FFO;3;MANUTENÇÃO;17444;TOMADA SOBREPOR 20A;B2;1;1;2;1;45 DIAS;;;TOMADA PIAL SOBREPOR 20A RETANGULAR CINZ ;
516;ROLANDIA - FFO;3;MANUTENÇÃO;51629;PORCA SEXT 304 1/2X13 PASS;;;;;;45 DIAS;;;PORCA TIPO SEXTAVADA MATERIAL CONSTRUTIVO ACO INOX AISI 304 DIMENSOES 12X13 FPP ROSCA UNC CLASSE RESISTENCIA  GRAU RE SISTENCIA A2 ACABAMENTO PASSIVADO NORMA CONSTRUTIVA ANSI  ASME B1822 PROJETO BUNGE;
516;ROLANDIA - FFO;3;MANUTENÇÃO;102088;FUSIVEL NH CORRENTE 315A TEN;B1;2;1;4;2;45 DIAS;;;FUSIVEL NH CORRENTE 315A TENSAO 500V CATEGORIA EMPREGO GG CAPACIDADE INTERRUPCAO 120KA ACAO RETARDADO TAM 2 INDICADOR CINDICADOR NORMA NBR IEC 6026921;
516;ROLANDIA - FFO;3;MANUTENÇÃO;107052;TOMADA 2P+T 250V 10A;B2;1;1;6;3;45 DIAS;;;TOMADA TIPOCONSTRUTIVO MACHO NUMEROPOLOS 2PT CORRENTENOMINAL 10A GRAUPROTECAO IP65 NOMEFABRICANTE PIAL LEGRAND TENSAONOMINAL 250V MATERIALCONSTRUTIVO PLASTICO REFERENCIA S REFERENCIA;
516;ROLANDIA - FFO;3;MANUTENÇÃO;108056;"ESCOVA ROT AC 5X1/2"" 2.1/2""";B5;3;2;30;15;45 DIAS;;;ESCOVA ROTATIVA TIPO TUBULAR MATERIALARAME ACO CARBONO ONDULADO DIMENSAO 5X12 DIAMETROARAME 040MM CARACTERISTICAADICIONAL FACE LISA TORCAO SIMPLES DIAMETROFURO 212;
516;ROLANDIA - FFO;3;MANUTENÇÃO;109753;FOTOCEL ILUM EX 220V 220V EX;B2;1;1;2;1;45 DIAS;;;FOTOCELULA PARA ILUMINACAO EXTERNA 220V;
516;ROLANDIA - FFO;3;MANUTENÇÃO;131598;ARRUELA LISA MATERIAL ACO CA;;;;;;45 DIAS;;;ARRUELA LISA MATERIAL ACO CARBONO ACABAMENTO POLIDO NORMA DIN 125 DIAMETRO NOMINAL 38 POL DIAMETRO INTERNO 103 MM DIAMETRO EXTERNO 206 MM ESPESSURA 165 MM;
516;ROLANDIA - FFO;3;MANUTENÇÃO;185906;CHAVE SECCIONADORA DE SEGURA;B1;1;1;4;2;45 DIAS;;;CHAVE SECCIONADORA DE SEGURANCA COMPACTA DE 25 AMPER MONTAGEM FRONTAL ON  OFF MARCA ACE SCHMERSAL MODELO LB 225 B33 CORRENTE 25 AMPERES;
516;ROLANDIA - FFO;3;MANUTENÇÃO;207136;CORREIA TRANSM V N SECAO UNI;B5;1;4;1;1;45 DIAS;;;CORREIA TRANSM V N SECAO UNIT B 38;
516;ROLANDIA - FFO;3;MANUTENÇÃO;207594;CORREIA TRANSM V N SECAO UNI;C1;3;5;30;5;45 DIAS;;;CORREIA TRANSM V N SECAO UNIT C 158;
516;ROLANDIA - FFO;3;MANUTENÇÃO;220019;ELETRODO SOLDA APLIC AC NORM;B5;3;1;10;5;45 DIAS;;;ELETRODO SOLDA APLIC AC NORMA AWSASMEA51 CLASSIFICACAO ACE7018OK4804 REV RUTIL POSICAO MONTAGEM TODAS TENSAO 26VCC POLARIDADE NEGATIVOPOSITIVO FAIXA CORRENTE 60100A DIAMETRO ALMA 325 MM COMPRIMENTO 350 MM;
516;ROLANDIA - FFO;3;MANUTENÇÃO;240370;ESCOVA MANUAL CERDA METALICA;B2;1;2;4;2;45 DIAS;;;ESCOVA MANUAL CERDA METALICA MATERIAL CORPO MADEIRA COR PRETO CABO CCABO MATERIAL CERDAS ACO CARBONO RASPADOR SEM RASPADOR COMPRIMENTO TOTAL 290 MM;
516;ROLANDIA - FFO;3;MANUTENÇÃO;241008;LIXA FOLHA TIPO FERRO GRANA;B5;3;2;10;5;45 DIAS;;;LIXA FOLHA TIPO FERRO GRANA 50 ABRASIVO OXIDO ALUMINIO LARGURA 225 MM COMPRIMENTO 275 MM;
516;ROLANDIA - FFO;3;MANUTENÇÃO;241040;LIXA FOLHA TIPO FERRO GRANA;B5;3;2;6;3;45 DIAS;;;LIXA FOLHA TIPO FERRO GRANA 120 ABRASIVO OXIDO ALUMINIO LARGURA 225 MM COMPRIMENTO 275 MM;
516;ROLANDIA - FFO;3;MANUTENÇÃO;247545;ELETRODO SOLDA APLIC AC NORM;B5;3;1;4;2;45 DIAS;;;ELETRODO SOLDA APLIC AC NORMA AWSASMEA51 CLASSIFICACAO E6013 REV RUTIL POSICAO MONTAGEM TODAS TENSAO 26VCC POLARIDADE NEGATIVOPOSITIVO FAIXA CORRENTE 60100A DIAMETRO ALMA 325 MM COMPRIMENTO 300 MM;
516;ROLANDIA - FFO;3;MANUTENÇÃO;259098;"CAIXA P/ROLAM;MONOBLOCO;FERR";C1;1;4;1;1;45 DIAS;;;CAIXA PROLAMMONOBLOCOFERRO FUNDIDOEIXO 25MM;
516;ROLANDIA - FFO;3;MANUTENÇÃO;287946;OLEO LUBRIFICANTE INDUSTRIAL;;;;;;45 DIAS;;;OLEO LUBRIFICANTE INDUSTRIAL GRAU VISCOSIDADE ISO VG 460 EMBALAGEM 20L REFERENCIA KLUBEROIL 4UH1460 KLUBER;
516;ROLANDIA - FFO;3;MANUTENÇÃO;299537;GAXETA GRAFITADA 3/1;B5;4;1;2;1;45 DIAS;;;GAXETA GRAFITADA 316;
516;ROLANDIA - FFO;3;MANUTENÇÃO;301280;COLA P/JUNTA 3M;B2;1;2;4;2;45 DIAS;;;COLA PJUNTA 3M;
516;ROLANDIA - FFO;3;MANUTENÇÃO;303870;CONECTOR PNEUMATICO ENGAT RA;B1;2;5;10;5;45 DIAS;;;CONECTOR PNEUMATICO ENGAT RAP TIPO CONEC REDUC MAT POLIM CL PRES 010BAR EXTRE ENG RAP ROS SROS DIAM 1000MM DIAM TUB 1200MM COMP 5650MM;
516;ROLANDIA - FFO;3;MANUTENÇÃO;310433;ELETRODO TUNGSTENIO;B5;3;1;10;5;45 DIAS;;;ELETRODO TUNGSTENIO DIAM 24MMX150MM;
516;ROLANDIA - FFO;3;MANUTENÇÃO;310639;LANTERNA MINACRIL DE CAPACET;B2;1;2;8;4;45 DIAS;;;LANTERNA MINACRIL DE CAPACETE REF MCR 5;
516;ROLANDIA - FFO;3;MANUTENÇÃO;311278;CORREIA TRANSM V N SECAO UNI;C1;3;5;30;5;45 DIAS;;;CORREIA TRANSM V N SECAO UNIT C 166;
516;ROLANDIA - FFO;3;MANUTENÇÃO;311643;"VALVULA DIREC;5/2VIAS;C/ SIM";B1;1;1;3;1;45 DIAS;;;VALVULA DIREC52VIASC SIMPLES SOLENSMCSY71205D02;
516;ROLANDIA - FFO;3;MANUTENÇÃO;312824;ELETRODO OK 48 2,50 MM;B5;3;1;30;15;45 DIAS;;;ELETRODO ACE7018OK4804 250MM BXMDCARBONO 15KG 0300337 ESAB;
516;ROLANDIA - FFO;3;MANUTENÇÃO;314138;CHAVE BOIA REGULADORA DE NIV;B2;3;1;2;1;45 DIAS;;;CHAVE BOIA REGULADORA DE NIVEL CB 2000 MARGIRIUS 15 AMPERES;
516;ROLANDIA - FFO;3;MANUTENÇÃO;315184;GAXETA GRAFITADA DIAM. 1 1/4;B5;4;1;6;3;45 DIAS;;;GAXETA GRAFITADA DIAM 1 14;
516;ROLANDIA - FFO;3;MANUTENÇÃO;322159;PLUG STECK FEMEA N4006 - VER;B1;5;1;2;1;45 DIAS;;;PLUG STECK FEMEA N4006  VERMELHA;
516;ROLANDIA - FFO;3;MANUTENÇÃO;322879;RELE DE NIVEL SIEMENS DPN-1;B1;1;1;4;2;45 DIAS;;;RELE DE NIVEL SIEMENS DPN1 220V 5060HZ;
516;ROLANDIA - FFO;3;MANUTENÇÃO;323830;SOFT STARTER 3RW-3046 1AB14;;;;;;45 DIAS;;;SOFT STARTER 3RW3046 1AB14;
516;ROLANDIA - FFO;3;MANUTENÇÃO;324734;VALVULA ESFERA 2 VIAS TRIPAR;B5;3;1;4;2;45 DIAS;;;VALVULA ESFERA 2 VIAS TRIPARTIDA ACO INOX AISI304 STRATAMENTO SUPERFICIAL ACO INOX AISI 304 NAO APLICAVEL POLITETRAFLUORETILENO 34 POL BSP NBR NM ISO 71 PLENA 1000LBFPOL2 ALAVANCA;
516;ROLANDIA - FFO;3;MANUTENÇÃO;333033;CORREIA TRANSM V N SECAO UNI;B5;1;4;1;1;45 DIAS;;;CORREIA TRANSM V N SECAO UNIT B 119;
516;ROLANDIA - FFO;3;MANUTENÇÃO;336008;CONECTOR RETO MACHO MATERIAL;B1;2;5;10;5;45 DIAS;;;CONECTOR RETO MACHO MATERIAL PLASTICO TRATAM SUPERF STRAT LIGACAO ROSCA BSP ISO 71 18POL MAT POR SPORCA MAT ANEL PENETR S ANEL PENET JUN VEDA ANEL O NBR 6MM;
516;ROLANDIA - FFO;3;MANUTENÇÃO;336140;ELETRODO AWS E-308 L 16 ACO;B5;3;1;20;10;45 DIAS;;;ELETRODO AWS E308 L 16 ACO INOX 25 MM;
516;ROLANDIA - FFO;3;MANUTENÇÃO;336143;ELETRODO AWS E-308 L 16 ACO;B5;3;1;4;2;45 DIAS;;;ELETRODO AWS E308 L 16 ACO INOX E6013 325 MM OK 46;
516;ROLANDIA - FFO;3;MANUTENÇÃO;336643;OLEO DESENGRIPANTE EMBALAGEM;1;4;8;24;12;45 DIAS;;;OLEO DESENGRIPANTE EMBALAGEM 300ML;
516;ROLANDIA - FFO;3;MANUTENÇÃO;345750;CONECTOR TEE MATERIAL POLIPR;B1;2;5;0;0;45 DIAS;;;CONECTOR TEE MATERIAL POLIPROPILENO TRATAM SUPERF STRAT LIGACAO ENGATE RAPIDO 6MM MAT POR SPORCA MAT ANEL PENETR S ANEL PENET JUN VEDA SJUNTA VED 6MM;
516;ROLANDIA - FFO;3;MANUTENÇÃO;347505;CONEXAO PNEUMATICA UNIAO IGU;B1;2;5;15;7;45 DIAS;;;CONEXAO PNEUMATICA UNIAO IGUAL 8MM;
516;ROLANDIA - FFO;3;MANUTENÇÃO;350095;ELETRODO DE FERRO 2,;B5;3;1;14;7;45 DIAS;;;ELETRODO ACE6013OK4600 250MM VERSATILACAB18KG 0300593 ESAB;
516;ROLANDIA - FFO;3;MANUTENÇÃO;355699;ESTATOR ESPECIFICO NM01501PS;B5;2;1;1;1;45 DIAS;;;ESTATOR ESPECIFICO NM01501PSBE102072SHORE NETZSCH;
516;ROLANDIA - FFO;3;MANUTENÇÃO;359951;UNIDADE TRATAMENTO AR COMPRI;B2;3;1;1;1;45 DIAS;;;UNIDADE TRATAMENTO AR COMPRIMIDO MODULOS FILREGLUBR TAM 30 DIAMETRO 14 POL CONEXAO BSP MATERIAL COPO POLICARBONATO CAPACIDADE COPO 25CM3 METAL FAIXA PRESSAO 0A10BAR GRAU FILTRAGEM 5MICRA DRENO AUTOMATICO 20A70C;
516;ROLANDIA - FFO;3;MANUTENÇÃO;361210;GAXETA CORDAO MATERIAL POLIT;B5;4;1;4;2;45 DIAS;;;GAXETA CORDAO MATERIAL POLITETRAFLUORETILENO CONSTRUCAO ENTRELACADA SECCAO QUADRADA REFORCO FIOS GRAFITE FLEXIVEL IMPREGNACAO GRAFITE DIMENSOES 38X38POL;
516;ROLANDIA - FFO;3;MANUTENÇÃO;362679;TUBO POLIURETANO AZUL FORMAC;B3;2;2;60;30;45 DIAS;;;TUBO POLIURETANO AZUL FORMACAO SIMPLES 0A10BAR DIAM IN 55 MM DIAM EX 8 MM;
516;ROLANDIA - FFO;3;MANUTENÇÃO;366722;MANCAL S/ROLAMENTO MATERIAL;C1;2;4;5;1;45 DIAS;;;MANCAL SROLAMENTO MATERIAL FERRO FUNDIDO TIPO CARCACA FLANGE TAMPA STAMPA FIXACAO 4 PARAFUSOS DIAMETRO EIXO 50 UNIDADE MEDIDA MM REFERENCIA F210;
