cod_filial;nome_filial;LC_ESTOQUE;NOME_ESTOQUE;cod_item;nome_item;prateleira;divisao;reparticao;EST_MAX;EST_MIN;lead_time;cod_fornecedor;equipamento;especificacao;locais_aplicacao
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;960290;"ROLO;PROVISUR/238811";SS;1;1;1;1;45 DIAS;;;ROLOPROVISUR238811;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;960402;"CONVERSOR;FESSMANN/1060451";AP;999;999;1;1;45 DIAS;;;CONVERSORFESSMANN1060451;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;960657;"SENSOR;FESSMANN/1061154";AP;999;999;2;1;45 DIAS;;;SENSORFESSMANN1061154;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;960931;"MANGUEIRA;KARCHER/93892870";C4;3;3;6;3;45 DIAS;;;MANGUEIRAKARCHER93892870;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;961344;"VALVULA;PROVISUR/137337";SS;1;1;1;1;45 DIAS;;;VALVULAPROVISUR137337;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;961669;"CONTROLADOR;MULTIVAC/1056288";AP;999;999;2;1;45 DIAS;;;CONTROLADORMULTIVAC105628887;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;961715;"BUCHA;COZZINI/030050117";AP;999;999;2;1;45 DIAS;;;BUCHACOZZINI030050117;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;961806;"VALVULA;JBT JOHN BEAN/414400";G;3;2;0;0;45 DIAS;;;VALVULAJBT JOHN BEAN41440019103;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;961964;"DISCO;FESSMANN/1570233";AP;999;999;2;1;45 DIAS;;;DISCOFESSMANN1570233;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;962955;"RETENTOR;MULTIVAC/7831042535";AP;999;999;2;1;45 DIAS;;;RETENTORMULTIVAC78310425350;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;963331;"CORREIA SINCRONIZADORA;PASSO";B;2;4;1;1;45 DIAS;;;CORREIA SINCRONIZADORAPASSO 10MM204D75ATN102040V6TRWHD;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;963628;"CARTAO;FESSMANN/1060581";AP;999;999;1;1;45 DIAS;;;CARTAOFESSMANN1060581;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;963732;MANGUEIRA HIDRAULICA MONTADA;C6;5;3;2;2;45 DIAS;;;MANGUEIRA HIDRAULICA MONTADAINOX 304SAE100R2EN8532SN;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;963937;"INVERSOR FREQUENCIA;TRIF;400";E;1;3;1;1;45 DIAS;;;INVERSOR FREQUENCIATRIF400480VACLOVATOVLB30022A480;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;964308;"GUIA LINEAR PRISM;DIM 42X90X";F;2;1;1;1;45 DIAS;;;GUIA LINEAR PRISMDIM 42X90X1104MMOBR EQUIOBRA30E;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;965372;"CAME;VP SOLUÇOES/7113 TCS200";C4;4;4;2;1;45 DIAS;;;CAMEVP SOLUÇOES7113 TCS20010000017;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;965497;"VALVULA;COZZINI/10008";AP;999;999;2;1;45 DIAS;;;VALVULACOZZINI10008;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;967405;"SERVOMOTOR;PROVISUR/807508";AP;999;999;0;0;45 DIAS;;;SERVOMOTORPROVISUR807508;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;967788;"PLACA;HANDTMANN/9074621";AP;999;999;2;1;45 DIAS;;;PLACAHANDTMANN9074621;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;968385;"ACOPLAMENTO;JBT JOHN BEAN/20";AP;999;999;0;0;45 DIAS;;;ACOPLAMENTOJBT JOHN BEAN2020797600;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;968940;"ACOPLAMENTO;JBT JOHN BEAN/40";AP;999;999;0;0;45 DIAS;;;ACOPLAMENTOJBT JOHN BEAN403600154;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;968998;"ROLETE;TORFRESMA/3406270";G;2;3;2;1;45 DIAS;;;ROLETETORFRESMA3406270;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;969199;"UNIDADE DE CONTROLE;OMRON/44";G;2;3;1;1;45 DIAS;;;UNIDADE DE CONTROLEOMRON445360120 CMS21;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;969220;"SUPORTE;COZZINI/EKQ1192";AP;999;999;2;1;45 DIAS;;;SUPORTECOZZINIEKQ1192;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;969295;"SWITCH;MULTIVAC/106624473";AP;999;999;2;1;45 DIAS;;;SWITCHMULTIVAC106624473;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;969712;"SENSOR DE VACUO;-1 A 4BAR;IF";I;1;3;1;1;45 DIAS;;;SENSOR DE VACUO1 A 4BARIFMPI2795;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;970196;"ANEL;ABB/221626416";F;1;2;1;1;45 DIAS;;;ANELABB221626416;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;970412;"GUIA;PROVISUR/234747";SS;1;1;1;1;45 DIAS;;;GUIAPROVISUR234747;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;970488;"HASTE;JBT/084060040";G;2;4;1;1;45 DIAS;;;HASTEJBT084060040;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;970560;"ANEL;ISHIDA/000073773007";F;3;2;1;1;45 DIAS;;;ANELISHIDA000073773007;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;970768;"CILINDRO;COZZINI/050010531";AP;999;999;2;1;45 DIAS;;;CILINDROCOZZINI050010531;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;970876;"CILINDRO;PROVISUR/238796";SS;1;1;1;1;45 DIAS;;;CILINDROPROVISUR238796;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;970998;"ROLAMENTO;PROVISUR/213826";SS;1;1;1;1;45 DIAS;;;ROLAMENTOPROVISUR213826;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;971339;"VALVULA;MULTIVAC/80431211550";AP;999;999;0;0;45 DIAS;;;VALVULAMULTIVAC80431211550;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;971352;"BUCHA;WEILER/1352610";AP;999;999;0;0;45 DIAS;;;BUCHAWEILER1352610;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;971556;"FACA;MAREL/4416357";C6;3;4;4;2;45 DIAS;MAREL;;FACAMAREL4416357;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;971600;CHAVETA EMBUTIDA 8X7X20 TBM;GR;1;1;0;0;45 DIAS;;;CHAVETA EMBUTIDA 8X7X20 TBM ACO INOX CODIGO 000502034 POSICAO 26 PARA ESTRUTURA INTERNA FRITADEIRA STORK;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;971742;"ENGRENAGEM;TORFRESMA/3049239";H;1;7;1;1;45 DIAS;;;ENGRENAGEMTORFRESMA3049239;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;972170;"BRACO;ISHIDA/000124643519";F;3;3;1;1;45 DIAS;;;BRACOISHIDA000124643519;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;972799;"SENSOR FLUXO P/LIQUIDO;18-30";I;1;3;1;1;45 DIAS;;;SENSOR FLUXO PLIQUIDO1830VDCG102100LMIFMSM0505;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;972849;"ROLAMENTO ROL CONIC;73,025X1";G;1;2;1;1;45 DIAS;;;ROLAMENTO ROL CONIC73025X117475X30162MM3328733462;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;973046;"MANGUEIRA;PROVISUR/141027";SS;1;1;1;1;45 DIAS;;;MANGUEIRAPROVISUR141027;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;973182;"VALVULA;FESSMANN/1062243";AP;999;999;1;1;45 DIAS;;;VALVULAFESSMANN1062243;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;973440;"PINO;MAREL/554917";GR;1;1;0;0;45 DIAS;MAREL;;PINOMAREL554917;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;973829;"CONDUTO;JBT JOHN BEAN/405400";AP;999;999;0;0;45 DIAS;;;CONDUTOJBT JOHN BEAN405400378;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;974071;"ROLAMENTO;ULMA/9382637";F;3;2;1;1;45 DIAS;;;ROLAMENTOULMA9382637;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;974436;"ENGRENAGEM;TORFRESMA/3040144";H;1;8;1;1;45 DIAS;;;ENGRENAGEMTORFRESMA3040144;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;974512;"SUPRESSOR P/CONTATOR;WEG/AZV";AP;999;999;0;0;45 DIAS;;;SUPRESSOR PCONTATORWEGAZVRC01E49 12500630;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;974695;"PASTA;JBT/301095A01";AP;999;999;0;0;45 DIAS;;;PASTAJBT301095A01;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;974796;"PARAFUSO;MAREL/000251686";GR;1;6;0;0;45 DIAS;MAREL;;PARAFUSOMAREL000251686;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;975055;"BOMBA;KARCHER/93060650";C4;3;6;2;1;45 DIAS;;;BOMBAKARCHER93060650;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;975082;"CHAVE DE SEGURANCA;1NA/2NF;A";J;2;3;1;1;45 DIAS;;;CHAVE DE SEGURANCA1NA2NFALLEN BRADLEY440KB04025;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;975395;"RODA;FESSMANN/2063302";AP;999;999;2;1;45 DIAS;;;RODAFESSMANN2063302;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;975709;"INVERSOR FREQ;TRIF;380/480V;";AP;999;999;0;0;45 DIAS;;;INVERSOR FREQTRIF380480VSIEMENS6SL32105BE215UV0;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;976449;"SELO MECANICO;65MM;AISI316;K";C8;5;4;2;1;45 DIAS;;;SELO MECANICO65MMAISI316KAIROS EQUIPAMENTOSKTDMMAGV65;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;976953;"ENGRENAGEM;TORFRESMA/3039805";H;1;7;1;1;45 DIAS;;;ENGRENAGEMTORFRESMA3039805;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;976981;"ANEL; PROVISUR/703461";AP;999;999;0;0;45 DIAS;;;ANEL PROVISUR703461;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;977026;"JUNTA;PROVISUR/704412";AP;999;999;0;0;45 DIAS;;;JUNTAPROVISUR704412;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;977555;"ESTEIRA MET FLEXIVEL;COBRIDE";A;6;4;5;1;45 DIAS;;;ESTEIRA MET FLEXIVELCOBRIDEIRAAISI3045 GOMOSLARG 305MM;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;977936;"CAIXA PROTECAO SOBREPOR;ABS;";J;2;3;4;4;45 DIAS;;;CAIXA PROTECAO SOBREPORABSGSTD92WPB;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;978068;"MOLA;BRASILFRIGO/4814004";C6;4;5;4;2;45 DIAS;;;MOLABRASILFRIGO4814004;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;978195;"FILTRO;FESSMANN/1059589";SS;1;1;1;1;45 DIAS;;;FILTROFESSMANN1059589;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;978730;"RELE;FESSMANN/1061277";AP;999;999;2;1;45 DIAS;;;RELEFESSMANN1061277;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;978867;"ROLO;JBT MAREL/3417386";;;;;;45 DIAS;MAREL;;ROLOJBT MAREL3417386;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;979153;"CORREIA;PROVISUR/905503";B;1;3;0;0;45 DIAS;;;CORREIAPROVISUR905503;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;979222;"CORREIA TRANSP SEM-FIM;GENER";A1;13;1;1;1;45 DIAS;;;CORREIA TRANSP SEMFIMGENERAL BELT18 116 2L7100X600AF;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;980128;"CHAVE DE SEGURANCA;PNP;KEYEN";AP;999;999;0;0;45 DIAS;;;CHAVE DE SEGURANCAPNPKEYENCEGS51PC;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;980640;"MODULO ALIMENTAÇAO;OMRON/GRT";C8;3;6;2;1;45 DIAS;;;MODULO ALIMENTAÇAOOMRONGRT1PD2;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;981468;"BOBINA;ISHIDA/000063202234";AP;999;999;0;0;45 DIAS;;;BOBINAISHIDA000063202234;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;981599;"DISCO;FESSMANN/8839156";AP;999;999;2;1;45 DIAS;;;DISCOFESSMANN8839156;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;982028;"TRILHO;TORFRESMA/3544975";I;2;3;1;1;45 DIAS;;;TRILHOTORFRESMA3544975;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;982631;"FONTE ALIMENTACAO;24VDC;1VDC";I;1;3;1;1;45 DIAS;;;FONTE ALIMENTACAO24VDC1VDCSIEMENS6EP19613BA01;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;983305;"SUPORTE;TORFRESMA/3450776";G;3;4;0;0;45 DIAS;;;SUPORTETORFRESMA3450776;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;984630;"JUNTA;PROVISUR/223244";SS;1;1;1;1;45 DIAS;;;JUNTAPROVISUR223244;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;984650;"ABRACADEIRA;TORFRESMA/339344";I;2;2;2;1;45 DIAS;;;ABRACADEIRATORFRESMA3393445;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;984940;"REDUTOR;FESSMANN/1062230";SS;1;1;1;1;45 DIAS;;;REDUTORFESSMANN1062230;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;985443;"ENGRENAGEM;FESSMANN/1062415";AP;999;999;2;1;45 DIAS;;;ENGRENAGEMFESSMANN1062415;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;986312;"SUPORTE;PROVISUR/1081155N42";AP;999;999;0;0;45 DIAS;;;SUPORTEPROVISUR1081155N42;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;986648;"CELULA CARGA;JBT JOHN BEAN/1";I;1;3;2;1;45 DIAS;;;CELULA CARGAJBT JOHN BEAN100142;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;986817;"GAXETA;FESSMANN/1061880";AP;999;999;2;1;45 DIAS;;;GAXETAFESSMANN1061880;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;986969;"MICRO CONTROLADOR;PROGRAMAVE";I;1;3;1;1;45 DIAS;;;MICRO CONTROLADORPROGRAMAVELSIEMENS6ED10551CB100BA2;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;987056;"ANEL;PROVISUR/906898";AP;999;999;0;0;45 DIAS;;;ANELPROVISUR906898;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;987210;"ABRACADEIRA;MULTIVAC/1073530";AP;999;999;1;1;45 DIAS;;;ABRACADEIRAMULTIVAC107353012;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;987636;"SENSOR;JBT JOHN BEAN/301097A";AP;999;999;0;0;45 DIAS;;;SENSORJBT JOHN BEAN301097A01;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;987787;"RELE;ULMA/9505108";I;1;3;1;1;45 DIAS;;;RELEULMA9505108;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;987831;"MOTOREDUTOR;5,50KW;220/380V;";SS;1;1;1;1;45 DIAS;;;MOTOREDUTOR550KW220380V176863RPMSEWKA87TDRN132S4DH;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;988134;"ELEVADOR;FESSMANN/2063982";AP;999;999;0;0;45 DIAS;;;ELEVADORFESSMANN2063982;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;989423;"VALVULA SOLENOIDE;5/3VIAS;1/";AP;999;999;0;0;45 DIAS;;;VALVULA SOLENOIDE53VIAS14NPTSMCSV34005FU;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;989992;"BICO;FESSMANN/1036775";AP;999;999;2;1;45 DIAS;;;BICOFESSMANN1036775;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;990133;"DISCO;PROVISUR/1061980";AP;999;999;0;0;45 DIAS;;;DISCOPROVISUR1061980;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;990560;"TUBO;ULMA/7621624";F;3;3;1;1;45 DIAS;;;TUBOULMA7621624;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;991489;"EXPULSADOR;PROVISUR/1045179";B;1;2;0;0;45 DIAS;;;EXPULSADORPROVISUR1045179;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;991798;"ANEL;HANDTMANN/7200035";I;2;2;1;1;45 DIAS;;;ANELHANDTMANN7200035;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;991968;"ROLO;PROVISUR/219504";SS;1;1;1;1;45 DIAS;;;ROLOPROVISUR219504;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;992389;"BUCHA;TORFRESMA/3450709";J;2;3;2;1;45 DIAS;;;BUCHATORFRESMA3450709;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;992745;"IMA;PROVISUR/804850";AP;999;999;0;0;45 DIAS;;;IMAPROVISUR804850;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;992853;"TRANSDUTOR;PROVISUR/807844";AP;999;999;0;0;45 DIAS;;;TRANSDUTORPROVISUR807844;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;993121;"TELA;FESSMANN/8839157";AP;999;999;2;1;45 DIAS;;;TELAFESSMANN8839157;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;993592;"DISPLAY;MULTIVAC/107081007";AP;999;999;1;1;45 DIAS;;;DISPLAYMULTIVAC107081007;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;993596;"RESISTENCIA;MULTIVAC/1918810";AP;999;999;2;1;45 DIAS;;;RESISTENCIAMULTIVAC19188102011;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;993630;"JUNTA;JBT JOHN BEAN/SFC27300";AP;999;999;0;0;45 DIAS;;;JUNTAJBT JOHN BEANSFC273007;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;994271;"ESTEIRA MODULAR RETA;444MM;I";A1;17;2;0;0;45 DIAS;;;ESTEIRA MODULAR RETA444MMIBRAFLEXE80 444MM AZ;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;994560;"TRANSMISSOR TEMPERATURA;0 A ";I;1;3;1;1;45 DIAS;;;TRANSMISSOR TEMPERATURA0 A 100GRC18 A 32VDCSAIDA 420MA;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;994701;"SUPORTE;ROBOPAC/318636 21020";AP;999;999;0;0;45 DIAS;;;SUPORTEROBOPAC318636 21020112004;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;994789;"ROLDANA;TORFRESMA/3473842";I;2;2;2;1;45 DIAS;;;ROLDANATORFRESMA3473842;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;995667;"SENSOR;PROVISUR/223372";AP;999;999;0;0;45 DIAS;;;SENSORPROVISUR223372;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;996831;VALVULA ESPECIFICO 802601130;AP;999;999;2;1;45 DIAS;;;VALVULA ESPECIFICO 80260113040 MULTIVAC;
704;ROLANDIA - AB. AVES;299;ITENS CRITICOS;996912;FILTRO FLUIDO OLEO MATERIAL;C6;4;1;6;3;45 DIAS;;;FILTRO FLUIDO OLEO MATERIAL ACO INOX AISI304 POSICAO HORIZONTAL USO COLETOR OLEO APLICACAO COMPRESSORMBC943401 MAYEKAWA;
704;ROLANDIA - AB. AVES;500;AJUSTE INVENTARIO TEMPORARIO;332896;ADESIVO HOT MELT BASE RESINA;;;;;;45 DIAS;MAREL;;ADESIVO HOT MELT BASE RESINABORRACHA SINTETICA GRANULADO PELLETS COR AMARELADO TEMPERATURA APLICACAO 150 A 180 C VISCOSIDADE COLA 1500 A 2000CPS PONTO AMOLECIMENTO 105 A 115C;
704;ROLANDIA - AB. AVES;600;ADITIVOS E CONDIMENTOS;11574;FARINHA DE TRIGO;;;;;;45 DIAS;;;FARINHA DE TRIGO TIPO 2  UTILIZADO COMO A PRIMEIRA CAMADA DE UM SISTEMA DE COBERTURA LIGANDO O SUBSTRATO E O BATTER POSSUI APARENCIA DE PO FINO E COLORACAO BRANCA;
704;ROLANDIA - AB. AVES;600;ADITIVOS E CONDIMENTOS;11579;CONDIMENTO DE PIMENTA BRANCA;;;;;;45 DIAS;;;CONDIMENTO DE PIMENTA BRANCA  CONDIMENTO UTILIZADO PARA CONFERIR SABOR PICANTE POSSUI APARENCIA DE PO E COLORACAO BRANCO ACINZENTADO;
704;ROLANDIA - AB. AVES;600;ADITIVOS E CONDIMENTOS;11633;FECULA DE MANDIOCA;;;;;;45 DIAS;;;FECULA DE MANDIOCA PO HOMOGENEO COLORACAO BRANCA;
704;ROLANDIA - AB. AVES;600;ADITIVOS E CONDIMENTOS;25367;GENGIBRE PO;;;;;;45 DIAS;;;GENGIBRE PO  PROJ PREMIUM FOODS;
704;ROLANDIA - AB. AVES;600;ADITIVOS E CONDIMENTOS;64821;PROTEINA TEXTURIZADA DE SOJA;;;;;;45 DIAS;;;PROTEINA TEXTURIZADA DE SOJA  LGS;
704;ROLANDIA - AB. AVES;600;ADITIVOS E CONDIMENTOS;65451;SAL REFINADO;;;;;;45 DIAS;;;SAL REFINADO GRANEL;
704;ROLANDIA - AB. AVES;600;ADITIVOS E CONDIMENTOS;67196;BREADING TEMPURA MI;;;;;;45 DIAS;;;BREADING TEMPURA MI;
704;ROLANDIA - AB. AVES;600;ADITIVOS E CONDIMENTOS;67197;MILKWASH MI;;;;;;45 DIAS;;;MILKWASH MI;
704;ROLANDIA - AB. AVES;600;ADITIVOS E CONDIMENTOS;67370;TAROMA PIKANT SMOKE FLAVOUR;;;;;;45 DIAS;;;CONDIMENTO PARA SALSICHA  CONDIMENTO PARA SALSICHA UTILIZADO PARA CONFERIR SABOR POSSUI APARENCIA TAROMA PIKANT SMOKE;
704;ROLANDIA - AB. AVES;600;ADITIVOS E CONDIMENTOS;67371;TARIMIX FRANKFURTER;;;;;;45 DIAS;;;CONDIMENTO PARA SALSICHA  CONDIMENTO PARA SALSICHA UTILIZADO PARA CONFERIR SABOR TARIMIX FRANKFURTER;
704;ROLANDIA - AB. AVES;600;ADITIVOS E CONDIMENTOS;67797;BREADER KFM-11;;;;;;45 DIAS;;;BREADER KFM11;
704;ROLANDIA - AB. AVES;600;ADITIVOS E CONDIMENTOS;67930;ENZIMA TG-TRANSGLUTAMINASE;;;;;;45 DIAS;;;ENZIMA TRANSGLUTAMINASE ACTIVA TGSNF;
704;ROLANDIA - AB. AVES;600;ADITIVOS E CONDIMENTOS;67986;AROM IDEN NAT P SALSICHA;;;;;;45 DIAS;;;AROMATIZANTE IDENTICO AO NATURAL PARA SALSICHA;
704;ROLANDIA - AB. AVES;600;ADITIVOS E CONDIMENTOS;68498;BATTER COXINHA TRADICIONAL;;;;;;45 DIAS;;;BATTER COXINHA TRADICIONAL;
704;ROLANDIA - AB. AVES;600;ADITIVOS E CONDIMENTOS;68502;BREADER COXINHA TRADICIONAL;;;;;;45 DIAS;;;BREADER COXINHA TRADICIONAL;
704;ROLANDIA - AB. AVES;600;ADITIVOS E CONDIMENTOS;69480;OLEO DE MILHO COM TBHQ;;;;;;45 DIAS;;;OLEO DE MILHO COM TBHQ;
704;ROLANDIA - AB. AVES;600;ADITIVOS E CONDIMENTOS;70184;BREADER ISCAS APIMENTADAS;;;;;;45 DIAS;;;BREADER ISCAS APIMENTADAS;
704;ROLANDIA - AB. AVES;600;ADITIVOS E CONDIMENTOS;72786;MARINADOR COX TRAD RED SOD;;;;;;45 DIAS;;;MARINADOR COX TRAD RED SOD;
704;ROLANDIA - AB. AVES;600;ADITIVOS E CONDIMENTOS;73153;AMIDO DE MILHO MOD;;;;;;45 DIAS;;;AMIDO DE MILHO MODIFICADO;
704;ROLANDIA - AB. AVES;600;ADITIVOS E CONDIMENTOS;74285;BATTER SEARA IV;;;;;;45 DIAS;;;BATTER SEARA IV;
704;ROLANDIA - AB. AVES;600;ADITIVOS E CONDIMENTOS;76133;SERRAGEM P/ DEFUMACAO PRODUT;;;;;;45 DIAS;;;SERRAGEM PARA DEFUMACAO DE PRODUTOS 100 PINUS;
704;ROLANDIA - AB. AVES;600;ADITIVOS E CONDIMENTOS;77888;MISTURA REGULADOR DE ACIDEZ;;;;;;45 DIAS;;;REGULADOR DE ACIDEZ   ACETATO DE SODIO E DIACETATO DE SODIO;
704;ROLANDIA - AB. AVES;600;ADITIVOS E CONDIMENTOS;80374;ESTABILIZANTE DE PH PO;;;;;;45 DIAS;;;ESTABILIZANTE DE PH PARA A ESTABILIZACAOCORRECAO DO PH DO CORANTE DE URUCUM;
704;ROLANDIA - AB. AVES;600;ADITIVOS E CONDIMENTOS;82073;MARINADOR BARBECUE;;;;;;45 DIAS;;;MARINADOR BARBECUE;
704;ROLANDIA - AB. AVES;600;ADITIVOS E CONDIMENTOS;82075;MARINADOR PICANTE;;;;;;45 DIAS;;;MARINADOR PICANTE;
704;ROLANDIA - AB. AVES;600;ADITIVOS E CONDIMENTOS;83539;CORANTE URUCUM 0,9 NORBI R;;;;;;45 DIAS;;;CORANTE DE URUCUM 09 NORBIXINA BAG R;
704;ROLANDIA - AB. AVES;600;ADITIVOS E CONDIMENTOS;83646;AMIDO DE BATATA MF;;;;;;45 DIAS;;;AMIDO DE BATATA MF;
704;ROLANDIA - AB. AVES;600;ADITIVOS E CONDIMENTOS;84532;AROMA FGO PASSARINHO SEM OVO;;;;;;45 DIAS;;;AROMA FGO PASSARINHO SEM OVO;
704;ROLANDIA - AB. AVES;600;ADITIVOS E CONDIMENTOS;130605;BATTER SEARA IPX;;;;;;45 DIAS;;;BATTER SEARA IPX;
704;ROLANDIA - AB. AVES;600;ADITIVOS E CONDIMENTOS;200034;ACIDO FOSFORICO 85%;;;;;;45 DIAS;;;ACIDO FOSFORICO 85 XAROPE GRAU ALIMENTICIO;
704;ROLANDIA - AB. AVES;600;ADITIVOS E CONDIMENTOS;200050;ACUCAR SACAROSE CRISTAL;;;;;;45 DIAS;;;ACUCAR SACAROSE CRISTAL;
704;ROLANDIA - AB. AVES;600;ADITIVOS E CONDIMENTOS;200263;PIROFOSFATO ACIDO SODICO;;;;;;45 DIAS;;;PIROFOSTO ACIDO SODICO;
704;ROLANDIA - AB. AVES;600;ADITIVOS E CONDIMENTOS;200450;PIMENTA BRANCA PO PURA;;;;;;45 DIAS;;;PIMENTA BRANCA PO PURA;
704;ROLANDIA - AB. AVES;600;ADITIVOS E CONDIMENTOS;200506;SAL REFINADO COM IODO;;;;;;45 DIAS;;;SAL REFINADO COM IODO;
